Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Temperature,Weather,Level of Service,Length of Detection (km),Number of Lanes,Day of Week,Time of Day,Derived typical travel time,Derived lost time,Derived gained time
3MB-SB,01/06/2019 00:00,2019,6,1,0,0,10,0,79.77,160.08,0,2,40,0,0,0,0,86.58,147.48,0,26,few clouds,F,3.548137722,4,7,Late Night,127.73,32.35,0.00
3MB-SB,01/06/2019 01:00,2019,6,1,1,0,143,0.65,76.64,166.93,0,2,46,0,0,0,0,89.38,142.91,0,26,thunderstorm,F,3.561075028,4,7,Late Night,128.20,38.73,0.00
3MB-SB,01/06/2019 06:00,2019,6,1,6,0,210,0.58,69.95,183.68,0,3,3,0,0,0,0,77.41,165.61,0,25,thunderstorm,F,3.548911833,4,7,Early Morning,127.76,55.92,0.00
3MB-SB,01/06/2019 07:00,2019,6,1,7,0,344,0.9,69.1,185.23,0,3,5,0,0,0,0,73.91,172.86,0,24,thunderstorm with rain,F,3.548677556,4,7,Early Morning,127.75,57.48,0.00
3MB-SB,01/06/2019 08:00,2019,6,1,8,0,536,0.63,68.83,185.79,0,3,5,0,0,0,0,77.08,165.74,0,23,thunderstorm with light rain,F,3.5475315,4,7,Early Morning,127.71,58.08,0.00
3MB-SB,01/06/2019 09:00,2019,6,1,9,0,647,0.88,69.81,183.16,0,3,3,0,0,0,0,73.83,172.98,0,24,thunderstorm with light rain,F,3.547928,4,7,Late Morning,127.73,55.43,0.00
3MB-SB,01/06/2019 10:00,2019,6,1,10,0,674,0.54,67.76,188.86,0,3,8,0,0,0,0,72.72,175.64,0,25,thunderstorm with light rain,F,3.547354583,4,7,Late Morning,127.70,61.16,0.00
3MB-SB,01/06/2019 11:00,2019,6,1,11,0,650,0.68,76.5,167.28,0,2,47,0,0,0,0,75.65,168.81,0,25,light rain,F,3.547234167,4,7,Late Morning,127.70,39.58,0.00
3MB-SB,01/06/2019 12:00,2019,6,1,12,0,691,0.6,79.64,160.51,0,2,40,0,0,0,0,75.14,169.95,0,28,light rain,F,3.546988917,4,7,Early Afternoon,127.69,32.82,0.00
3MB-SB,01/06/2019 13:00,2019,6,1,13,0,724,0.69,77.92,164.66,0,2,44,0,0,0,0,76.43,167.07,0,27,few clouds,F,3.547793,4,7,Early Afternoon,127.72,36.94,0.00
3MB-SB,01/06/2019 14:00,2019,6,1,14,0,729,0.63,79.58,160.59,0,2,40,0,0,0,0,77.67,164.44,0,29,scattered clouds,F,3.547234167,4,7,Early Afternoon,127.70,32.89,0.00
3MB-SB,01/06/2019 15:00,2019,6,1,15,0,760,0.82,82.02,156.03,0,2,36,0,0,0,0,80.34,158.95,0,30,scattered clouds,F,3.547162306,4,7,Late Afternoon,127.70,28.33,0.00
3MB-SB,01/06/2019 16:00,2019,6,1,16,0,724,0.57,86.92,147.09,0,2,27,0,0,0,0,80.47,158.69,0,29,scattered clouds,E,3.54714875,4,7,Late Afternoon,127.70,19.39,0.00
3MB-SB,01/06/2019 17:00,2019,6,1,17,0,748,0.47,82.7,154.56,0,2,34,0,0,0,0,81.31,157.05,0,29,broken clouds,E,3.547443,4,7,Late Afternoon,127.71,26.85,0.00
3MB-SB,01/06/2019 18:00,2019,6,1,18,0,835,0.68,88.26,144.76,0,2,24,0,0,0,0,81.54,156.62,0,29,broken clouds,E,3.548106083,4,7,Evening,127.73,17.03,0.00
3MB-SB,01/06/2019 19:00,2019,6,1,19,0,709,0.51,89.23,143.57,0,2,23,0,0,0,0,80.93,157.83,0,28,scattered clouds,E,3.547328,4,7,Evening,127.70,15.87,0.00
3MB-SB,01/06/2019 20:00,2019,6,1,20,0,752,0.69,82.19,155.65,0,2,35,0,0,0,0,77.34,165.12,0,28,few clouds,E,3.5477345,4,7,Evening,127.72,27.93,0.00
3MB-SB,01/06/2019 21:00,2019,6,1,21,0,620,0.58,82.43,155.77,0,2,35,0,0,0,0,79.62,160.41,0,27,few clouds,E,3.546938222,4,7,Late Evening,127.69,28.08,0.00
3MB-SB,01/06/2019 22:00,2019,6,1,22,0,408,0.71,87.26,146.58,0,2,26,0,0,0,0,81.44,156.79,0,26,few clouds,E,3.547686722,4,7,Late Evening,127.72,18.86,0.00
3MB-SB,01/06/2019 23:00,2019,6,1,23,0,395,0.68,85.26,150.25,0,2,30,0,0,0,0,82.82,154.21,0,26,few clouds,E,3.547224083,4,7,Late Evening,127.70,22.55,0.00
3MB-SB,02/06/2019 00:00,2019,6,2,0,0,253,0.49,89.86,142.25,0,2,22,0,0,0,0,87.09,146.63,0,26,few clouds,E,3.546930667,4,1,Late Night,127.69,14.56,0.00
3MB-SB,02/06/2019 01:00,2019,6,2,1,0,99,1.03,90.77,141.24,0,2,21,0,0,0,0,89.72,142.32,0,26,few clouds,E,3.547122944,4,1,Late Night,127.70,13.54,0.00
3MB-SB,02/06/2019 02:00,2019,6,2,2,0,59,1.03,85.96,151.12,0,2,31,0,0,0,0,92.06,138.71,0,26,few clouds,E,3.550449083,4,1,Late Night,127.82,23.30,0.00
3MB-SB,02/06/2019 06:00,2019,6,2,6,0,124,0.65,85.05,150.84,0,2,30,0,0,0,0,78.69,162.43,0,25,few clouds,E,3.551971333,4,1,Early Morning,127.87,22.97,0.00
3MB-SB,02/06/2019 07:00,2019,6,2,7,0,269,0.47,75.09,178.41,0,2,58,0,0,0,0,77.46,165.08,0,25,few clouds,F,3.547827,4,1,Early Morning,127.72,50.69,0.00
3MB-SB,02/06/2019 08:00,2019,6,2,8,0,367,0.44,79.48,162.06,0,2,42,0,0,0,0,81.81,156.12,0,25,scattered clouds,F,3.547945139,4,1,Early Morning,127.73,34.33,0.00
3MB-SB,02/06/2019 09:00,2019,6,2,9,0,402,0.48,89.75,143.96,0,2,23,0,0,0,0,82.25,155.29,0,26,scattered clouds,E,3.5474625,4,1,Late Morning,127.71,16.25,0.00
3MB-SB,02/06/2019 10:00,2019,6,2,10,0,404,0.52,91.16,140.46,0,2,20,0,0,0,0,82.26,155.25,0,29,scattered clouds,E,3.547284167,4,1,Late Morning,127.70,12.76,0.00
3MB-SB,02/06/2019 11:00,2019,6,2,11,0,451,0.52,90.47,141.54,0,2,21,0,0,0,0,85.62,149.15,0,29,broken clouds,E,3.5476875,4,1,Late Morning,127.72,13.82,0.00
3MB-SB,02/06/2019 12:00,2019,6,2,12,0,404,0.64,86.97,147.11,0,2,27,0,0,0,0,85.86,148.75,0,29,broken clouds,E,3.5483,4,1,Early Afternoon,127.74,19.37,0.00
3MB-SB,02/06/2019 13:00,2019,6,2,13,0,480,0.43,89.67,142.75,0,2,22,0,0,0,0,84,152.07,0,31,broken clouds,E,3.547811556,4,1,Early Afternoon,127.72,15.03,0.00
3MB-SB,02/06/2019 14:00,2019,6,2,14,0,493,0.4,88.33,145.05,0,2,25,0,0,0,0,84.16,151.76,0,31,broken clouds,E,3.54722625,4,1,Early Afternoon,127.70,17.35,0.00
3MB-SB,02/06/2019 15:00,2019,6,2,15,0,551,0.45,87,146.8,0,2,26,0,0,0,0,82.35,155.07,0,32,broken clouds,E,3.547107361,4,1,Late Afternoon,127.70,19.10,0.00
3MB-SB,02/06/2019 16:00,2019,6,2,16,0,592,0.48,84.89,150.91,0,2,30,0,0,0,0,84.55,151.03,0,32,broken clouds,E,3.547174222,4,1,Late Afternoon,127.70,23.21,0.00
3MB-SB,02/06/2019 17:00,2019,6,2,17,0,566,0.62,90.5,141.35,0,2,21,0,0,0,0,85.28,149.74,0,31,broken clouds,E,3.548778306,4,1,Late Afternoon,127.76,13.59,0.00
3MB-SB,02/06/2019 18:00,2019,6,2,18,0,556,0.54,87.99,145.38,0,2,25,0,0,0,0,82.91,154.09,0,29,scattered clouds,E,3.548319833,4,1,Evening,127.74,17.64,0.00
3MB-SB,02/06/2019 19:00,2019,6,2,19,0,570,0.5,87.21,147.18,0,2,27,0,0,0,0,83.37,153.22,0,29,scattered clouds,E,3.547131944,4,1,Evening,127.70,19.48,0.00
3MB-SB,02/06/2019 20:00,2019,6,2,20,0,428,0.86,77.96,164.15,0,2,44,0,0,0,0,77.5,164.77,0,28,scattered clouds,F,3.5472785,4,1,Evening,127.70,36.45,0.00
3MB-SB,02/06/2019 21:00,2019,6,2,21,0,419,0.33,76.83,166.76,0,2,46,0,0,0,0,79.58,160.47,0,28,scattered clouds,F,3.547411722,4,1,Late Evening,127.71,39.05,0.00
3MB-SB,02/06/2019 22:00,2019,6,2,22,0,369,0.66,75.49,170.38,0,2,50,0,0,0,0,82.19,155.38,0,27,few clouds,F,3.546890667,4,1,Late Evening,127.69,42.69,0.00
3MB-SB,02/06/2019 23:00,2019,6,2,23,0,253,0.37,79.65,160.43,0,2,40,0,0,0,0,85.08,150.08,0,27,few clouds,F,3.548266417,4,1,Late Evening,127.74,32.69,0.00
3MB-SB,03/06/2019 00:00,2019,6,3,0,0,126,0.41,82.44,155.5,0,2,35,0,0,0,0,87.33,146.27,0,27,few clouds,E,3.547785222,4,2,Late Night,127.72,27.78,0.00
3MB-SB,03/06/2019 05:00,2019,6,3,5,0,125,0.64,91.19,140.6,0,2,20,0,0,0,0,88.67,144.04,0,25,few clouds,E,3.659267778,4,2,Early Morning,131.73,8.87,0.00
3MB-SB,03/06/2019 06:00,2019,6,3,6,0,824,1.41,64.2,205.09,0,3,25,0,0,0,0,64.55,204.08,0,26,overcast clouds,F,3.723938944,4,2,Early Morning,134.06,71.03,0.00
3MB-SB,03/06/2019 07:00,2019,6,3,7,0,739,11.17,16.66,1001.03,0,16,41,681.8,0,11,21,31.22,429.41,110.18,26,overcast clouds,F,3.567592,4,2,Early Morning,128.43,872.60,0.00
3MB-SB,03/06/2019 08:00,2019,6,3,8,0,724,12.77,7.97,1632.21,0,27,12,1312.98,0,21,52,23.52,546.06,226.83,26,overcast clouds,F,3.78932925,4,2,Early Morning,136.42,1495.79,0.00
3MB-SB,03/06/2019 09:00,2019,6,3,9,0,806,5.24,43.04,467.57,0,7,47,148.34,0,2,28,47.53,287.01,0,31,overcast clouds,F,3.5490625,4,2,Late Morning,127.77,339.80,0.00
3MB-SB,03/06/2019 10:00,2019,6,3,10,0,677,0.61,77.89,164.6,0,2,44,0,0,0,0,69.25,184.5,0,31,overcast clouds,F,3.547029694,4,2,Late Morning,127.69,36.91,0.00
3MB-SB,03/06/2019 11:00,2019,6,3,11,0,783,0.57,77.36,165.55,0,2,45,0,0,0,0,72.59,175.91,0,31,overcast clouds,F,3.547171694,4,2,Late Morning,127.70,37.85,0.00
3MB-SB,03/06/2019 12:00,2019,6,3,12,0,859,0.59,75.34,169.83,0,2,49,0,0,0,0,70.33,181.57,0,33,overcast clouds,F,3.548959056,4,2,Early Afternoon,127.76,42.07,0.00
3MB-SB,03/06/2019 13:00,2019,6,3,13,0,745,0.65,73.7,174.14,0,2,54,0,0,0,0,74.38,171.77,0,32,scattered clouds,F,3.547465,4,2,Early Afternoon,127.71,46.43,0.00
3MB-SB,03/06/2019 14:00,2019,6,3,14,0,842,0.69,76.11,168.67,0,2,48,0,0,0,0,78.93,161.8,0,32,scattered clouds,F,3.547488056,4,2,Early Afternoon,127.71,40.96,0.00
3MB-SB,03/06/2019 15:00,2019,6,3,15,0,824,0.62,74.56,171.68,0,2,51,0,0,0,0,80.27,159.1,0,32,scattered clouds,F,3.54782625,4,2,Late Afternoon,127.72,43.96,0.00
3MB-SB,03/06/2019 16:00,2019,6,3,16,0,767,0.6,82.87,154.38,0,2,34,0,0,0,0,81.45,156.81,0,31,few clouds,E,3.547255833,4,2,Late Afternoon,127.70,26.68,0.00
3MB-SB,03/06/2019 17:00,2019,6,3,17,0,889,0.67,78.42,164.36,0,2,44,0,0,0,0,79.17,161.3,0,31,few clouds,F,3.547333333,4,2,Late Afternoon,127.70,36.66,0.00
3MB-SB,03/06/2019 18:00,2019,6,3,18,0,926,0.72,71.58,179.68,0,2,59,0,0,0,0,80,159.63,0,31,few clouds,F,3.548213278,4,2,Evening,127.74,51.94,0.00
3MB-SB,03/06/2019 19:00,2019,6,3,19,0,837,0.82,77.35,165.63,0,2,45,0,0,0,0,79.27,161.14,0,30,few clouds,F,3.547362667,4,2,Evening,127.71,37.92,0.00
3MB-SB,03/06/2019 20:00,2019,6,3,20,0,797,0.97,84.03,152.07,0,2,32,0,0,0,0,75.36,169.46,0,27,few clouds,E,3.548197778,4,2,Evening,127.74,24.33,0.00
3MB-SB,03/06/2019 21:00,2019,6,3,21,0,849,0.92,85.18,150.11,0,2,30,0,0,0,0,77.2,165.46,0,27,few clouds,E,3.5475685,4,2,Late Evening,127.71,22.40,0.00
3MB-SB,03/06/2019 22:00,2019,6,3,22,0,748,8.5,85.35,149.68,0,2,29,0,0,0,0,76.58,166.77,0,27,few clouds,E,3.548396833,4,2,Late Evening,127.74,21.94,0.00
3MB-SB,03/06/2019 23:00,2019,6,3,23,0,579,14.11,70.8,186.75,0,3,6,0,0,0,0,82.74,154.39,0,27,few clouds,F,3.547435889,4,2,Late Evening,127.71,59.04,0.00
3MB-SB,04/06/2019 00:00,2019,6,4,0,0,258,1.45,75.25,173.36,0,2,53,0,0,0,0,84.14,151.78,0,27,few clouds,F,3.547458444,4,3,Late Night,127.71,45.65,0.00
3MB-SB,04/06/2019 01:00,2019,6,4,1,0,87,1.46,96.98,131.95,0,2,11,0,0,0,0,84.62,150.92,0,27,few clouds,D,3.606879167,4,3,Late Night,129.85,2.10,0.00
3MB-SB,04/06/2019 06:00,2019,6,4,6,0,148,0.58,83.32,153.84,0,2,33,0,0,0,0,70.15,185.1,0,26,few clouds,E,3.554261917,4,3,Early Morning,127.95,25.89,0.00
3MB-SB,04/06/2019 07:00,2019,6,4,7,0,285,0.65,84.32,152.05,0,2,32,0,0,0,0,53.49,239.21,0,26,few clouds,E,3.570068944,4,3,Early Morning,128.52,23.53,0.00
3MB-SB,04/06/2019 08:00,2019,6,4,8,0,409,0.57,72.84,176.23,0,2,56,0,0,0,0,43.01,298.82,0,26,scattered clouds,F,3.576931333,4,3,Early Morning,128.77,47.46,0.00
3MB-SB,04/06/2019 09:00,2019,6,4,9,0,439,0.49,73.26,176.66,0,2,56,0,0,0,0,67.92,189.59,0,,,F,3.547650333,4,3,Late Morning,127.72,48.94,0.00
3MB-SB,04/06/2019 10:00,2019,6,4,10,0,481,0.56,85.45,149.6,0,2,29,0,0,0,0,73.16,174.57,0,,,E,3.547326,4,3,Late Morning,127.70,21.90,0.00
3MB-SB,04/06/2019 11:00,2019,6,4,11,0,482,0.44,85.96,149.01,0,2,29,0,0,0,0,71.16,179.46,0,27,thunderstorm,E,3.547278,4,3,Late Morning,127.70,21.31,0.00
3MB-SB,04/06/2019 12:00,2019,6,4,12,0,635,0.55,82.3,155.92,0,2,35,0,0,0,0,71.88,177.66,0,28,thunderstorm,E,3.547433333,4,3,Early Afternoon,127.71,28.21,0.00
3MB-SB,04/06/2019 13:00,2019,6,4,13,0,630,0.49,78.44,164.13,0,2,44,0,0,0,0,74.4,171.65,0,29,thunderstorm,F,3.547247972,4,3,Early Afternoon,127.70,36.43,0.00
3MB-SB,04/06/2019 14:00,2019,6,4,14,0,560,0.43,85.47,149.57,0,2,29,0,0,0,0,76.97,165.91,0,29,broken clouds,E,3.547658,4,3,Early Afternoon,127.72,21.85,0.00
3MB-SB,04/06/2019 15:00,2019,6,4,15,0,658,0.61,82.48,155.1,0,2,35,0,0,0,0,79.44,160.77,0,30,broken clouds,E,3.547300889,4,3,Late Afternoon,127.70,27.40,0.00
3MB-SB,04/06/2019 16:00,2019,6,4,16,0,649,0.6,87.57,146.11,0,2,26,0,0,0,0,81.04,157.58,0,31,broken clouds,E,3.547302667,4,3,Late Afternoon,127.70,18.41,0.00
3MB-SB,04/06/2019 17:00,2019,6,4,17,0,555,0.53,86.43,148.8,0,2,28,0,0,0,0,80.16,159.31,0,30,broken clouds,E,3.547168056,4,3,Late Afternoon,127.70,21.10,0.00
3MB-SB,04/06/2019 18:00,2019,6,4,18,0,570,0.63,82.71,154.89,0,2,34,0,0,0,0,80.75,158.14,0,30,scattered clouds,E,3.547774222,4,3,Evening,127.72,27.17,0.00
3MB-SB,04/06/2019 19:00,2019,6,4,19,0,580,0.54,72.84,176.23,0,2,56,0,0,0,0,77.84,164.08,0,29,scattered clouds,F,3.5473985,4,3,Evening,127.71,48.52,0.00
3MB-SB,04/06/2019 20:00,2019,6,4,20,0,492,0.58,82.2,155.44,0,2,35,0,0,0,0,74.46,171.51,0,28,scattered clouds,E,3.547481667,4,3,Evening,127.71,27.73,0.00
3MB-SB,04/06/2019 21:00,2019,6,4,21,0,431,0.94,89.78,142.71,0,2,22,0,0,0,0,75.9,168.26,0,27,few clouds,E,3.547453,4,3,Late Evening,127.71,15.00,0.00
3MB-SB,04/06/2019 22:00,2019,6,4,22,0,353,0.47,82.12,155.87,0,2,35,0,0,0,0,76.44,167.07,0,27,few clouds,E,3.547698611,4,3,Late Evening,127.72,28.15,0.00
3MB-SB,04/06/2019 23:00,2019,6,4,23,0,251,0.64,83.7,154.27,0,2,34,0,0,0,0,80.3,159.05,0,27,overcast clouds,E,3.596249194,4,3,Late Evening,129.46,24.81,0.00
3MB-SB,05/06/2019 06:00,2019,6,5,6,0,122,0.3,77.34,165.86,0,2,45,0,0,0,0,71.69,180.59,0,25,few clouds,F,3.548206667,4,4,Early Morning,127.74,38.12,0.00
3MB-SB,05/06/2019 07:00,2019,6,5,7,0,268,0.47,83.72,152.98,0,2,32,0,0,0,0,55.6,229.74,0,25,few clouds,E,3.553092889,4,4,Early Morning,127.91,25.07,0.00
3MB-SB,05/06/2019 08:00,2019,6,5,8,0,314,0.44,77.48,167.74,0,2,47,0,0,0,0,52.76,242.44,0,26,few clouds,F,3.551454694,4,4,Early Morning,127.85,39.89,0.00
3MB-SB,05/06/2019 09:00,2019,6,5,9,0,453,0.52,55.78,287.6,0,4,47,0,0,0,0,64.51,198.19,0,26,broken clouds,F,3.55213025,4,4,Late Morning,127.88,159.72,0.00
3MB-SB,05/06/2019 10:00,2019,6,5,10,0,472,0.44,60.32,326.55,0,5,26,7.32,0,0,7,72.21,177.09,0,27,scattered clouds,F,3.548111556,4,4,Late Morning,127.73,198.82,0.00
3MB-SB,05/06/2019 11:00,2019,6,5,11,0,570,0.49,83.46,153.34,0,2,33,0,0,0,0,70.09,182.24,0,28,scattered clouds,E,3.547971389,4,4,Late Morning,127.73,25.61,0.00
3MB-SB,05/06/2019 12:00,2019,6,5,12,0,700,0.64,82.71,154.73,0,2,34,0,0,0,0,74.9,170.53,0,29,broken clouds,E,3.547002333,4,4,Early Afternoon,127.69,27.04,0.00
3MB-SB,05/06/2019 13:00,2019,6,5,13,0,681,0.51,82.67,154.64,0,2,34,0,0,0,0,76.38,167.18,0,29,broken clouds,E,3.547374611,4,4,Early Afternoon,127.71,26.93,0.00
3MB-SB,05/06/2019 14:00,2019,6,5,14,0,636,0.6,86.08,148.87,0,2,28,0,0,0,0,78.53,162.62,0,30,broken clouds,E,3.547079306,4,4,Early Afternoon,127.69,21.18,0.00
3MB-SB,05/06/2019 15:00,2019,6,5,15,0,700,0.65,82.99,154.37,0,2,34,0,0,0,0,80.59,158.45,0,30,broken clouds,E,3.54685225,4,4,Late Afternoon,127.69,26.68,0.00
3MB-SB,05/06/2019 16:00,2019,6,5,16,0,625,0.51,88.7,144.65,0,2,24,0,0,0,0,81.49,156.69,0,30,broken clouds,E,3.546968889,4,4,Late Afternoon,127.69,16.96,0.00
3MB-SB,05/06/2019 17:00,2019,6,5,17,0,570,0.63,75.88,169.26,0,2,49,0,0,0,0,81.28,157.1,0,29,thunderstorm with light rain,F,3.546894917,4,4,Late Afternoon,127.69,41.57,0.00
3MB-SB,05/06/2019 18:00,2019,6,5,18,0,613,0.53,88.54,144.32,0,2,24,0,0,0,0,81.71,156.27,0,29,thunderstorm,E,3.548226,4,4,Evening,127.74,16.58,0.00
3MB-SB,05/06/2019 19:00,2019,6,5,19,0,677,0.53,83.93,153.28,0,2,33,0,0,0,0,79.92,159.83,0,27,overcast clouds,E,3.547308917,4,4,Evening,127.70,25.58,0.00
3MB-SB,05/06/2019 20:00,2019,6,5,20,0,610,0.79,73.47,175.87,0,2,55,0,0,0,0,75.39,169.39,0,29,thunderstorm,F,3.547067639,4,4,Evening,127.69,48.18,0.00
3MB-SB,05/06/2019 21:00,2019,6,5,21,0,470,0.57,66.33,192.94,0,3,12,0,0,0,0,76.45,167.03,0,27,scattered clouds,F,3.548404167,4,4,Late Evening,127.74,65.20,0.00
3MB-SB,05/06/2019 22:00,2019,6,5,22,0,412,0.57,80.84,159.36,0,2,39,0,0,0,0,78.13,163.5,0,27,few clouds,F,3.5475545,4,4,Late Evening,127.71,31.65,0.00
3MB-SB,05/06/2019 23:00,2019,6,5,23,0,229,0.99,90.27,141.87,0,2,21,0,0,0,0,80.01,159.62,0,27,scattered clouds,E,3.547820833,4,4,Late Evening,127.72,14.15,0.00
3MB-SB,06/06/2019 00:00,2019,6,6,0,0,127,0.83,95.33,134,0,2,14,0,0,0,0,85.25,149.82,0,27,scattered clouds,D,3.547948111,4,5,Late Night,127.73,6.27,0.00
3MB-SB,06/06/2019 01:00,2019,6,6,1,0,56,2.63,87.1,149.69,0,2,29,0,0,0,0,85.31,149.72,0,27,scattered clouds,E,3.548931333,4,5,Late Night,127.76,21.93,0.00
3MB-SB,06/06/2019 05:00,2019,6,6,5,0,89,0.66,95.33,135.58,0,2,15,0,0,0,0,82.79,154.32,0,26,scattered clouds,D,3.593323806,4,5,Early Morning,129.36,6.22,0.00
3MB-SB,06/06/2019 06:00,2019,6,6,6,0,700,0.9,69.41,188.49,0,3,8,0,0,0,0,73.13,176.89,0,26,scattered clouds,F,3.5565295,4,5,Early Morning,128.04,60.45,0.00
3MB-SB,06/06/2019 07:00,2019,6,6,7,0,619,17.71,22.18,942.15,0,15,42,622.92,0,10,22,60.66,211.07,0,26,scattered clouds,F,3.553009444,4,5,Early Morning,127.91,814.24,0.00
3MB-SB,06/06/2019 08:00,2019,6,6,8,0,704,8.64,7.48,1741.12,0,29,1,1421.89,0,23,41,62.44,204.85,0,26,scattered clouds,F,3.549271111,4,5,Early Morning,127.77,1613.35,0.00
3MB-SB,06/06/2019 09:00,2019,6,6,9,0,695,1.83,59.38,317.87,0,5,17,0,0,0,0,72.64,175.9,0,27,scattered clouds,F,3.5477845,4,5,Late Morning,127.72,190.15,0.00
3MB-SB,06/06/2019 10:00,2019,6,6,10,0,816,0.52,82.2,155.44,0,2,35,0,0,0,0,74.94,170.43,0,28,broken clouds,E,3.547474778,4,5,Late Morning,127.71,27.73,0.00
3MB-SB,06/06/2019 11:00,2019,6,6,11,0,743,0.44,78.61,162.55,0,2,42,0,0,0,0,73.01,174.92,0,28,broken clouds,F,3.548484333,4,5,Late Morning,127.75,34.80,0.00
3MB-SB,06/06/2019 12:00,2019,6,6,12,0,746,0.65,79.66,160.7,0,2,40,0,0,0,0,74.67,171.08,0,29,broken clouds,F,3.5472625,4,5,Early Afternoon,127.70,33.00,0.00
3MB-SB,06/06/2019 13:00,2019,6,6,13,0,797,0.69,78.23,163.52,0,2,43,0,0,0,0,76.5,166.93,0,30,overcast clouds,F,3.550033972,4,5,Early Afternoon,127.80,35.72,0.00
3MB-SB,06/06/2019 14:00,2019,6,6,14,0,610,0.9,74.95,172.81,0,2,52,0,0,0,0,76.67,166.69,0,30,overcast clouds,F,3.5467675,4,5,Early Afternoon,127.68,45.13,0.00
3MB-SB,06/06/2019 15:00,2019,6,6,15,0,702,0.59,80.18,159.53,0,2,39,0,0,0,0,80.38,158.85,0,30,overcast clouds,F,3.5470045,4,5,Late Afternoon,127.69,31.84,0.00
3MB-SB,06/06/2019 16:00,2019,6,6,16,0,759,0.66,83.16,153.99,0,2,33,0,0,0,0,78.91,161.82,0,30,overcast clouds,E,3.548003667,4,5,Late Afternoon,127.73,26.26,0.00
3MB-SB,06/06/2019 17:00,2019,6,6,17,0,917,0.8,86.28,148.16,0,2,28,0,0,0,0,79.89,159.88,0,30,overcast clouds,E,3.547559,4,5,Late Afternoon,127.71,20.45,0.00
3MB-SB,06/06/2019 18:00,2019,6,6,18,0,909,0.87,82.79,154.85,0,2,34,0,0,0,0,80.81,158.04,0,27,light rain,E,3.547465,4,5,Evening,127.71,27.14,0.00
3MB-SB,06/06/2019 19:00,2019,6,6,19,0,975,1.07,81.07,158.01,0,2,38,0,0,0,0,78.93,161.8,0,27,light rain,F,3.54732,4,5,Evening,127.70,30.31,0.00
3MB-SB,06/06/2019 20:00,2019,6,6,20,0,796,9.16,77.57,164.71,0,2,44,0,0,0,0,75.6,168.92,0,27,broken clouds,F,3.547426667,4,5,Evening,127.71,37.00,0.00
3MB-SB,06/06/2019 21:00,2019,6,6,21,0,673,11.72,59.53,215.05,0,3,35,0,0,0,0,76.38,167.2,0,27,light rain,F,3.54768425,4,5,Late Evening,127.72,87.33,0.00
3MB-SB,06/06/2019 22:00,2019,6,6,22,0,564,10.11,66.54,192.05,0,3,12,0,0,0,0,78.93,161.81,0,23,thunderstorm with light rain,F,3.547524444,4,5,Late Evening,127.71,64.34,0.00
3MB-SB,06/06/2019 23:00,2019,6,6,23,0,433,0.69,73.86,173.51,0,2,53,0,0,0,0,81.95,155.84,0,23,thunderstorm with light rain,F,3.547414667,4,5,Late Evening,127.71,45.80,0.00
3MB-SB,07/06/2019 00:00,2019,6,7,0,0,196,1,76.12,168.78,0,2,48,0,0,0,0,84.72,150.74,0,23,thunderstorm with light rain,F,3.547812944,4,6,Late Night,127.72,41.06,0.00
3MB-SB,07/06/2019 01:00,2019,6,7,1,0,82,1.52,79.85,160.18,0,2,40,0,0,0,0,88.93,143.62,0,23,thunderstorm with light rain,F,3.578841667,4,6,Late Night,128.84,31.34,0.00
3MB-SB,07/06/2019 06:00,2019,6,7,6,0,566,0.79,73.84,176.69,0,2,56,0,0,0,0,72.79,177,0,23,broken clouds,F,3.549198222,4,6,Early Morning,127.77,48.92,0.00
3MB-SB,07/06/2019 07:00,2019,6,7,7,0,675,0.5,69.48,187.6,0,3,7,0,0,0,0,61.24,208.64,0,23,broken clouds,F,3.548935056,4,6,Early Morning,127.76,59.84,0.00
3MB-SB,07/06/2019 08:00,2019,6,7,8,0,493,0.42,84.61,151.49,0,2,31,0,0,0,0,63.98,199.69,0,23,light intensity drizzle,E,3.54794475,4,6,Early Morning,127.73,23.76,0.00
3MB-SB,07/06/2019 09:00,2019,6,7,9,0,571,0.58,80.14,160.01,0,2,40,0,0,0,0,69.67,183.33,0,24,mist,F,3.547572917,4,6,Late Morning,127.71,32.30,0.00
3MB-SB,07/06/2019 10:00,2019,6,7,10,0,771,0.62,80.25,159.37,0,2,39,0,0,0,0,72.75,175.55,0,25,haze,F,3.547285278,4,6,Late Morning,127.70,31.67,0.00
3MB-SB,07/06/2019 11:00,2019,6,7,11,0,701,0.56,80.01,159.88,0,2,39,0,0,0,0,70.34,181.55,0,25,haze,F,3.546935333,4,6,Late Morning,127.69,32.19,0.00
3MB-SB,07/06/2019 12:00,2019,6,7,12,0,768,0.52,80.64,158.43,0,2,38,0,0,0,0,72.19,176.88,0,27,haze,F,3.548087278,4,6,Early Afternoon,127.73,30.70,0.00
3MB-SB,07/06/2019 13:00,2019,6,7,13,0,723,0.62,76.14,167.96,0,2,47,0,0,0,0,75.46,169.27,0,27,light rain,F,3.548621194,4,6,Early Afternoon,127.75,40.21,0.00
