Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Temperature,Weather,Level of Service,Length of Detection (km),Number of Lanes,Day of Week,Time of Day,Derived typical travel time,Derived lost time,Derived gained time
3MB_ SB,01/01/2020 06:00,2020,1,1,6,0,206,0.26,80.49,159.77,0,2,39,0,0,0,0,71.83,180.21,0,22,clear sky,F,3.547699417,4,4,Early Morning,127.72,32.05,0.00
3MB_ SB,01/01/2020 07:00,2020,1,1,7,0,287,0.54,81.88,156.95,0,2,36,0,0,0,0,56.67,225.37,0,22,clear sky,F,3.5510945,4,4,Early Morning,127.84,29.11,0.00
3MB_ SB,01/01/2020 08:00,2020,1,1,8,0,483,0.25,83.41,153.77,0,2,33,0,0,0,0,53.42,239.31,0,21,haze,E,3.551015972,4,4,Early Morning,127.84,25.93,0.00
3MB_ SB,01/01/2020 09:00,2020,1,1,9,0,648,0,85.86,148.89,0,2,28,0,0,0,0,64.45,198.35,0,22,haze,E,3.552184028,4,4,Late Morning,127.88,21.01,0.00
3MB_ SB,01/01/2020 10:00,2020,1,1,10,0,749,0,83.22,154.31,0,2,34,0,0,0,0,72.35,176.75,0,25,haze,E,3.54827825,4,4,Late Morning,127.74,26.57,0.00
3MB_ SB,01/01/2020 11:00,2020,1,1,11,0,764,0,86.95,147.6,0,2,27,0,0,0,0,70.29,181.73,0,27,clear sky,E,3.548112944,4,4,Late Morning,127.73,19.87,0.00
3MB_ SB,01/01/2020 12:00,2020,1,1,12,0,919,0,88.47,145.06,0,2,25,0,0,0,0,75.11,170.06,0,30,few clouds,E,3.547224722,4,4,Early Afternoon,127.70,17.36,0.00
3MB_ SB,01/01/2020 13:00,2020,1,1,13,0,900,0.13,87.83,146.24,0,2,26,0,0,0,0,76.33,167.3,0,29,few clouds,E,3.547810889,4,4,Early Afternoon,127.72,18.52,0.00
3MB_ SB,01/01/2020 14:00,2020,1,1,14,0,716,0.57,86.16,148.44,0,2,28,0,0,0,0,78.53,162.64,0,33,clear sky,E,3.546953056,4,4,Early Afternoon,127.69,20.75,0.00
3MB_ SB,01/01/2020 15:00,2020,1,1,15,0,722,0.6,85.57,149.65,0,2,29,0,0,0,0,80.74,158.15,0,34,broken clouds,E,3.547322333,4,4,Late Afternoon,127.70,21.95,0.00
3MB_ SB,01/01/2020 16:00,2020,1,1,16,0,761,0.65,84.51,151.51,0,2,31,0,0,0,0,81.48,156.73,0,34,broken clouds,E,3.547013889,4,4,Late Afternoon,127.69,23.82,0.00
3MB_ SB,01/01/2020 17:00,2020,1,1,17,0,741,0.54,84.7,151.07,0,2,31,0,0,0,0,81.25,157.16,0,35,broken clouds,E,3.547060694,4,4,Late Afternoon,127.69,23.38,0.00
3MB_ SB,01/01/2020 18:00,2020,1,1,18,0,677,0.62,86.29,149.55,0,2,29,0,0,0,0,81.85,156.01,0,34,broken clouds,E,3.548002889,4,4,Evening,127.73,21.82,0.00
3MB_ SB,01/01/2020 19:00,2020,1,1,19,0,783,0.57,87.87,145.54,0,2,25,0,0,0,0,79.87,159.92,0,31,broken clouds,E,3.547254,4,4,Evening,127.70,17.84,0.00
3MB_ SB,01/01/2020 20:00,2020,1,1,20,0,809,0.53,83,154.15,0,2,34,0,0,0,0,75.42,169.32,0,29,broken clouds,E,3.54709875,4,4,Evening,127.70,26.45,0.00
3MB_ SB,01/01/2020 21:00,2020,1,1,21,0,722,0.51,83.53,153.01,0,2,33,0,0,0,0,76.05,167.91,0,26,broken clouds,E,3.548424222,4,4,Late Evening,127.74,25.27,0.00
3MB_ SB,01/01/2020 22:00,2020,1,1,22,0,601,0.47,89.19,143.48,0,2,23,0,0,0,0,78.14,163.48,0,24,broken clouds,E,3.547102778,4,4,Late Evening,127.70,15.78,0.00
3MB_ SB,01/01/2020 23:00,2020,1,1,23,0,520,0.77,86.2,149.21,0,2,29,0,0,0,0,80.06,159.5,0,23,broken clouds,E,3.547895556,4,4,Late Evening,127.72,21.49,0.00
3MB_ SB,02/01/2020 00:00,2020,1,2,0,0,282,0.37,94.79,134.78,0,2,14,0,0,0,0,85.4,149.56,0,22,scattered clouds,D,3.5477365,4,5,Late Night,127.72,7.06,0.00
3MB_ SB,02/01/2020 01:00,2020,1,2,1,0,148,0.34,96.02,133.09,0,2,13,0,0,0,0,85.14,150.01,0,22,haze,D,3.548033667,4,5,Late Night,127.73,5.36,0.00
3MB_ SB,02/01/2020 02:00,2020,1,2,2,0,115,0.36,94.95,134.69,0,2,14,0,0,0,0,84.41,151.32,0,22,haze,D,3.547008222,4,5,Late Night,127.69,7.00,0.00
3MB_ SB,02/01/2020 03:00,2020,1,2,3,0,91,0.78,86.55,148.07,0,2,28,0,0,0,0,84.08,151.87,0,22,haze,E,3.548700639,4,5,Late Night,127.75,20.32,0.00
3MB_ SB,02/01/2020 05:00,2020,1,2,5,0,117,0.45,94.22,135.61,0,2,15,0,0,0,0,83.33,153.31,0,20,clear sky,D,3.593819111,4,5,Early Morning,129.38,6.23,0.00
3MB_ SB,02/01/2020 06:00,2020,1,2,6,0,483,0.49,85.97,148.73,0,2,28,0,0,0,0,73.31,176.48,0,19,clear sky,E,3.558238944,4,5,Early Morning,128.10,20.63,0.00
3MB_ SB,02/01/2020 07:00,2020,1,2,7,0,1215,0.21,79.38,161.08,0,2,41,0,0,0,0,60.46,211.87,0,18,clear sky,F,3.553154778,4,5,Early Morning,127.91,33.17,0.00
3MB_ SB,02/01/2020 08:00,2020,1,2,8,0,1570,0,86.57,147.78,0,2,27,0,0,0,0,62.47,204.76,0,19,clear sky,E,3.549625417,4,5,Early Morning,127.79,19.99,0.00
3MB_ SB,02/01/2020 09:00,2020,1,2,9,0,1410,0,85.81,149.39,0,2,29,0,0,0,0,72.95,175.17,0,20,scattered clouds,E,3.547652667,4,5,Late Morning,127.72,21.67,0.00
3MB_ SB,02/01/2020 10:00,2020,1,2,10,0,1409,0,82.45,155.45,0,2,35,0,0,0,0,76.08,167.87,0,23,scattered clouds,E,3.547409667,4,5,Late Morning,127.71,27.74,0.00
3MB_ SB,02/01/2020 11:00,2020,1,2,11,0,856,0.52,85.1,150.15,0,2,30,0,0,0,0,73.42,173.94,0,24,scattered clouds,E,3.547917833,4,5,Late Morning,127.73,22.42,0.00
3MB_ SB,02/01/2020 12:00,2020,1,2,12,0,855,0.64,83.96,152.21,0,2,32,0,0,0,0,74.51,171.42,0,27,few clouds,E,3.547378111,4,5,Early Afternoon,127.71,24.50,0.00
3MB_ SB,02/01/2020 13:00,2020,1,2,13,0,1275,0.49,82.66,154.8,0,2,34,0,0,0,0,76.76,166.37,0,30,few clouds,E,3.550102889,4,5,Early Afternoon,127.80,27.00,0.00
3MB_ SB,02/01/2020 14:00,2020,1,2,14,0,1782,0,79.78,160.56,0,2,40,0,0,0,0,76.52,167.02,0,30,few clouds,F,3.547082778,4,5,Early Afternoon,127.69,32.87,0.00
3MB_ SB,02/01/2020 15:00,2020,1,2,15,0,1829,0,83.34,153.54,0,2,33,0,0,0,0,80.15,159.32,0,33,clear sky,E,3.547154861,4,5,Late Afternoon,127.70,25.84,0.00
3MB_ SB,02/01/2020 16:00,2020,1,2,16,0,1223,0.47,84.72,151.11,0,2,31,0,0,0,0,78.85,161.95,0,35,clear sky,E,3.548279944,4,5,Late Afternoon,127.74,23.37,0.00
3MB_ SB,02/01/2020 17:00,2020,1,2,17,0,2010,0,86.65,147.44,0,2,27,0,0,0,0,79.37,160.94,0,34,clear sky,E,3.547743333,4,5,Late Afternoon,127.72,19.72,0.00
3MB_ SB,02/01/2020 18:00,2020,1,2,18,0,1862,0,81.85,156.64,0,2,36,0,0,0,0,80.6,158.46,0,29,clear sky,F,3.547687333,4,5,Evening,127.72,28.92,0.00
3MB_ SB,02/01/2020 19:00,2020,1,2,19,0,1678,0,84.91,150.54,0,2,30,0,0,0,0,79.16,161.34,0,31,clear sky,E,3.5472325,4,5,Evening,127.70,22.84,0.00
3MB_ SB,02/01/2020 20:00,2020,1,2,20,0,1222,0,82.44,155.22,0,2,35,0,0,0,0,75.54,169.05,0,29,clear sky,E,3.547255417,4,5,Evening,127.70,27.52,0.00
3MB_ SB,02/01/2020 21:00,2020,1,2,21,0,1102,0,73.81,175.22,0,2,55,0,0,0,0,75.99,168.05,0,26,clear sky,F,3.547674444,4,5,Late Evening,127.72,47.50,0.00
3MB_ SB,02/01/2020 22:00,2020,1,2,22,0,973,0,71.13,180.12,0,3,0,0,0,0,0,78.74,162.2,0,25,clear sky,F,3.547513778,4,5,Late Evening,127.71,52.41,0.00
3MB_ SB,02/01/2020 23:00,2020,1,2,23,0,619,0,86.47,150.01,0,2,30,0,0,0,0,82.24,155.29,0,24,haze,E,3.547776944,4,5,Late Evening,127.72,22.29,0.00
3MB_ SB,03/01/2020 00:00,2020,1,3,0,0,427,0,91.65,139.68,0,2,19,0,0,0,0,85.46,149.45,0,24,haze,E,3.547309278,4,6,Late Night,127.70,11.98,0.00
3MB_ SB,03/01/2020 01:00,2020,1,3,1,0,257,0,100.15,127.6,0,2,7,0,0,0,0,89.06,143.39,0,24,haze,C,3.549946167,4,6,Late Night,127.80,0.00,0.20
3MB_ SB,03/01/2020 05:00,2020,1,3,5,0,121,0,91.58,139.72,0,2,19,0,0,0,0,79.62,160.51,0,21,haze,E,3.577349444,4,6,Early Morning,128.78,10.94,0.00
3MB_ SB,03/01/2020 06:00,2020,1,3,6,0,713,0,81.99,156.43,0,2,36,0,0,0,0,73.09,176.2,0,20,haze,F,3.549736667,4,6,Early Morning,127.79,28.64,0.00
3MB_ SB,03/01/2020 07:00,2020,1,3,7,0,1170,0,78.78,162.35,0,2,42,0,0,0,0,62.92,203.1,0,19,haze,F,3.547646222,4,6,Early Morning,127.72,34.63,0.00
3MB_ SB,03/01/2020 08:00,2020,1,3,8,0,1401,0,82.56,155.13,0,2,35,0,0,0,0,66.16,193.04,0,18,haze,E,3.547488389,4,6,Early Morning,127.71,27.42,0.00
3MB_ SB,03/01/2020 09:00,2020,1,3,9,0,1516,0,82.33,156.62,0,2,36,0,0,0,0,70.07,182.26,0,19,haze,E,3.547053889,4,6,Late Morning,127.69,28.93,0.00
3MB_ SB,03/01/2020 10:00,2020,1,3,10,0,1333,0.04,79.06,162.78,0,2,42,0,0,0,0,73.24,174.35,0,21,haze,F,3.547509,4,6,Late Morning,127.71,35.07,0.00
3MB_ SB,03/01/2020 11:00,2020,1,3,11,0,1484,0,83.45,153.37,0,2,33,0,0,0,0,71.82,177.82,0,23,haze,E,3.547102,4,6,Late Morning,127.70,25.67,0.00
3MB_ SB,03/01/2020 12:00,2020,1,3,12,0,1639,0,75.14,170.89,0,2,50,0,0,0,0,72.12,177.06,0,25,haze,F,3.5485065,4,6,Early Afternoon,127.75,43.14,0.00
3MB_ SB,03/01/2020 13:00,2020,1,3,13,0,1588,0,78.19,163.72,0,2,43,0,0,0,0,75.46,169.29,0,28,haze,F,3.548736,4,6,Early Afternoon,127.75,35.97,0.00
3MB_ SB,03/01/2020 14:00,2020,1,3,14,0,1707,0,80.46,158.85,0,2,38,0,0,0,0,78.08,163.62,0,30,haze,F,3.546989167,4,6,Early Afternoon,127.69,31.16,0.00
3MB_ SB,03/01/2020 15:00,2020,1,3,15,0,1733,0,79.58,160.98,0,2,40,0,0,0,0,80.7,158.23,0,31,haze,F,3.54709425,4,6,Late Afternoon,127.70,33.28,0.00
3MB_ SB,03/01/2020 16:00,2020,1,3,16,0,1694,0,81.53,157.14,0,2,37,0,0,0,0,80.57,158.49,0,33,haze,F,3.54730125,4,6,Late Afternoon,127.70,29.44,0.00
3MB_ SB,03/01/2020 17:00,2020,1,3,17,0,1794,0,81.78,156.57,0,2,36,0,0,0,0,79.65,160.33,0,33,broken clouds,F,3.54785325,4,6,Late Afternoon,127.72,28.85,0.00
3MB_ SB,03/01/2020 18:00,2020,1,3,18,0,1968,0,81.12,157.97,0,2,37,0,0,0,0,78.71,162.27,0,31,overcast clouds,F,3.547486667,4,6,Evening,127.71,30.26,0.00
3MB_ SB,03/01/2020 19:00,2020,1,3,19,0,2024,0,85.63,149.94,0,2,29,0,0,0,0,78.95,161.76,0,30,overcast clouds,E,3.547606222,4,6,Evening,127.71,22.23,0.00
3MB_ SB,03/01/2020 20:00,2020,1,3,20,0,1681,0,79.72,160.61,0,2,40,0,0,0,0,74.56,171.29,0,28,overcast clouds,F,3.547480417,4,6,Evening,127.71,32.90,0.00
3MB_ SB,03/01/2020 21:00,2020,1,3,21,0,1300,0,78.66,162.74,0,2,42,0,0,0,0,77.47,164.85,0,24,haze,F,3.547559833,4,6,Late Evening,127.71,35.03,0.00
3MB_ SB,03/01/2020 22:00,2020,1,3,22,0,1073,0,89.61,142.77,0,2,22,0,0,0,0,79.93,159.78,0,23,haze,E,3.547199444,4,6,Late Evening,127.70,15.07,0.00
3MB_ SB,03/01/2020 23:00,2020,1,3,23,0,850,0,86.99,146.86,0,2,26,0,0,0,0,82.36,155.05,0,22,broken clouds,E,3.547885,4,6,Late Evening,127.72,19.14,0.00
3MB_ SB,04/01/2020 00:00,2020,1,4,0,0,437,0,89.29,143.09,0,2,23,0,0,0,0,84.81,150.6,0,21,overcast clouds,E,3.549324722,4,7,Late Night,127.78,15.31,0.00
3MB_ SB,04/01/2020 04:00,2020,1,4,4,0,118,0,94.36,137.31,0,2,17,0,0,0,0,89.26,143.15,0,21,scattered clouds,D,3.560035556,4,7,Early Morning,128.16,9.15,0.00
3MB_ SB,04/01/2020 06:00,2020,1,4,6,0,445,0,90.13,142.14,0,2,22,0,0,0,0,77.02,166.4,0,24,scattered clouds,E,3.54912,4,7,Early Morning,127.77,14.37,0.00
3MB_ SB,04/01/2020 07:00,2020,1,4,7,0,707,0,79.96,161.84,0,2,41,0,0,0,0,73.94,172.8,0,24,scattered clouds,F,3.548288333,4,7,Early Morning,127.74,34.10,0.00
3MB_ SB,04/01/2020 08:00,2020,1,4,8,0,931,0,87.9,146.08,0,2,26,0,0,0,0,77.16,165.55,0,18,scattered clouds,E,3.547679722,4,7,Early Morning,127.72,18.36,0.00
3MB_ SB,04/01/2020 09:00,2020,1,4,9,0,1129,0,84.55,152.76,0,2,32,0,0,0,0,74.06,172.45,0,19,haze,E,3.5480445,4,7,Late Morning,127.73,25.03,0.00
3MB_ SB,04/01/2020 10:00,2020,1,4,10,0,1318,0,88.61,145.18,0,2,25,0,0,0,0,72.93,175.14,0,21,haze,E,3.547112333,4,7,Late Morning,127.70,17.48,0.00
3MB_ SB,04/01/2020 11:00,2020,1,4,11,0,1437,0,96.35,133.31,0,2,13,0,0,0,0,75.82,168.42,0,23,haze,D,3.546876444,4,7,Late Morning,127.69,5.62,0.00
3MB_ SB,04/01/2020 12:00,2020,1,4,12,0,1509,0,92.85,137.82,0,2,17,0,0,0,0,75.86,168.32,0,26,haze,E,3.547058083,4,7,Early Afternoon,127.69,10.13,0.00
3MB_ SB,04/01/2020 13:00,2020,1,4,13,0,1668,0,93.11,138,0,2,18,0,0,0,0,76.79,166.29,0,29,scattered clouds,E,3.547742222,4,7,Early Afternoon,127.72,10.28,0.00
3MB_ SB,04/01/2020 14:00,2020,1,4,14,0,1755,0,94.2,136.02,0,2,16,0,0,0,0,77.65,164.48,0,31,haze,D,3.54681075,4,7,Early Afternoon,127.69,8.33,0.00
3MB_ SB,04/01/2020 15:00,2020,1,4,15,0,1814,0,98.83,129.58,0,2,9,0,0,0,0,80.29,159.03,0,33,haze,D,3.546938778,4,7,Late Afternoon,127.69,1.89,0.00
3MB_ SB,04/01/2020 16:00,2020,1,4,16,0,1717,0,98.26,130.9,0,2,10,0,0,0,0,80.47,158.68,0,33,haze,D,3.547181278,4,7,Late Afternoon,127.70,3.20,0.00
3MB_ SB,04/01/2020 17:00,2020,1,4,17,0,1686,0,102.41,125.24,0,2,5,0,0,0,0,81.43,156.82,0,34,haze,C,3.5472075,4,7,Late Afternoon,127.70,0.00,2.46
3MB_ SB,04/01/2020 18:00,2020,1,4,18,0,1644,0,100.2,130.95,0,2,10,0,0,0,0,81.78,156.15,0,33,haze,C,3.548679583,4,7,Evening,127.75,3.20,0.00
3MB_ SB,04/01/2020 19:00,2020,1,4,19,0,1747,0,101.37,126.87,0,2,6,0,0,0,0,81.19,157.35,0,30,haze,C,3.54734,4,7,Evening,127.70,0.00,0.83
3MB_ SB,04/01/2020 20:00,2020,1,4,20,0,1678,0,94.97,134.75,0,2,14,0,0,0,0,77.2,165.42,0,27,haze,D,3.548119667,4,7,Evening,127.73,7.02,0.00
3MB_ SB,04/01/2020 21:00,2020,1,4,21,0,825,0,91.46,140.15,0,2,20,0,0,0,0,79.48,160.71,0,25,haze,E,3.5468125,4,7,Late Evening,127.69,12.46,0.00
3MB_ SB,04/01/2020 22:00,2020,1,4,22,0,344,0,68.16,217.28,0,3,37,0,0,0,0,81.07,157.5,0,24,haze,F,3.550158889,4,7,Late Evening,127.81,89.47,0.00
3MB_ SB,05/01/2020 06:00,2020,1,5,6,0,72,0,61.99,221.87,0,3,41,0,0,0,0,78.8,162.19,0,20,haze,F,3.552463444,4,1,Early Morning,127.89,93.98,0.00
3MB_ SB,05/01/2020 07:00,2020,1,5,7,0,145,0,76.1,168.35,0,2,48,0,0,0,0,77.56,164.89,0,20,haze,F,3.546927222,4,1,Early Morning,127.69,40.66,0.00
3MB_ SB,05/01/2020 10:00,2020,1,5,10,0,282,0,69.68,329.84,0,5,29,10.61,0,0,10,82.54,154.7,0,22,haze,F,3.547302028,4,1,Late Morning,127.70,202.14,0.00
3MB_ SB,05/01/2020 12:00,2020,1,5,12,0,269,0,50.11,287,0,4,47,0,0,0,0,86.21,148.13,0,27,haze,F,3.548419,4,1,Early Afternoon,127.74,159.26,0.00
3MB_ SB,05/01/2020 13:00,2020,1,5,13,0,255,0,75.04,170.69,0,2,50,0,0,0,0,84.33,151.48,0,30,haze,F,3.547859167,4,1,Early Afternoon,127.72,42.97,0.00
3MB_ SB,05/01/2020 14:00,2020,1,5,14,0,350,0,75.94,169.27,0,2,49,0,0,0,0,84.3,151.51,0,31,haze,F,3.547199444,4,1,Early Afternoon,127.70,41.57,0.00
3MB_ SB,05/01/2020 15:00,2020,1,5,15,0,643,0,49.21,292.25,0,4,52,0,0,0,0,82.36,155.05,0,33,haze,F,3.547241667,4,1,Late Afternoon,127.70,164.55,0.00
3MB_ SB,05/01/2020 16:00,2020,1,5,16,0,1705,0,83.84,152.76,0,2,32,0,0,0,0,84.57,151,0,28,overcast clouds,E,3.54716,4,1,Late Afternoon,127.70,25.06,0.00
3MB_ SB,05/01/2020 17:00,2020,1,5,17,0,1640,0,85.51,150.2,0,2,30,0,0,0,0,85.2,149.88,0,33,haze,E,3.548837,4,1,Late Afternoon,127.76,22.44,0.00
3MB_ SB,05/01/2020 18:00,2020,1,5,18,0,1633,0,87.86,145.63,0,2,25,0,0,0,0,82.82,154.26,0,32,haze,E,3.548449667,4,1,Evening,127.74,17.89,0.00
3MB_ SB,05/01/2020 19:00,2020,1,5,19,0,1132,0.23,86.54,147.83,0,2,27,0,0,0,0,82.94,154.02,0,30,haze,E,3.547399861,4,1,Evening,127.71,20.12,0.00
3MB_ SB,05/01/2020 20:00,2020,1,5,20,0,828,0.67,79.03,162.04,0,2,42,0,0,0,0,77.15,165.53,0,28,haze,F,3.547258917,4,1,Evening,127.70,34.34,0.00
3MB_ SB,05/01/2020 21:00,2020,1,5,21,0,731,0.47,80.25,160.13,0,2,40,0,0,0,0,79.53,160.57,0,25,haze,F,3.547499389,4,1,Late Evening,127.71,32.42,0.00
3MB_ SB,05/01/2020 22:00,2020,1,5,22,0,587,0.59,85.08,150.31,0,2,30,0,0,0,0,82.06,155.63,0,25,haze,E,3.547339639,4,1,Late Evening,127.70,22.61,0.00
3MB_ SB,05/01/2020 23:00,2020,1,5,23,0,492,0.59,85.68,149.41,0,2,29,0,0,0,0,85.21,149.87,0,24,haze,E,3.548205556,4,1,Late Evening,127.74,21.67,0.00
3MB_ SB,06/01/2020 00:00,2020,1,6,0,0,221,0.32,88.65,144.34,0,2,24,0,0,0,0,87.49,146,0,24,haze,E,3.547385111,4,2,Late Night,127.71,16.63,0.00
3MB_ SB,06/01/2020 01:00,2020,1,6,1,0,119,0.69,87.29,146.7,0,2,26,0,0,0,0,88.66,144.04,0,24,haze,E,3.547830944,4,2,Late Night,127.72,18.98,0.00
3MB_ SB,06/01/2020 02:00,2020,1,6,2,0,78,0.45,96.8,132.23,0,2,12,0,0,0,0,90.11,141.74,0,23,haze,D,3.555235444,4,2,Late Night,127.99,4.24,0.00
3MB_ SB,06/01/2020 03:00,2020,1,6,3,0,40,1.9,93.27,137.36,0,2,17,0,0,0,0,89.54,142.94,0,22,haze,E,3.552071111,4,2,Late Night,127.87,9.49,0.00
3MB_ SB,06/01/2020 04:00,2020,1,6,4,0,40,1.14,92.69,138.23,0,2,18,0,0,0,0,83.6,152.96,0,22,haze,E,3.54816,4,2,Early Morning,127.73,10.50,0.00
3MB_ SB,06/01/2020 05:00,2020,1,6,5,0,190,0.32,95.13,135.07,0,2,15,0,0,0,0,89.6,142.56,0,22,haze,D,3.646750694,4,2,Early Morning,131.28,3.79,0.00
3MB_ SB,06/01/2020 06:00,2020,1,6,6,0,865,5.69,57.86,297.66,0,4,57,0,0,0,0,65.75,199.67,0,22,haze,F,3.691639833,4,2,Early Morning,132.90,164.76,0.00
3MB_ SB,06/01/2020 07:00,2020,1,6,7,0,1123,8.86,15.44,883.09,0,14,43,563.86,0,9,23,33.63,395.18,75.95,21,haze,F,3.574252444,4,2,Early Morning,128.67,754.42,0.00
3MB_ SB,06/01/2020 08:00,2020,1,6,8,0,1008,10.71,12.04,1123.03,0,18,43,803.8,0,13,23,26.24,490.37,171.14,21,haze,F,3.75027575,4,2,Early Morning,135.01,988.02,0.00
3MB_ SB,06/01/2020 09:00,2020,1,6,9,0,920,3.27,64.27,246.73,0,4,6,0,0,0,0,50.39,267.93,0,21,haze,F,3.548360667,4,2,Late Morning,127.74,118.99,0.00
3MB_ SB,06/01/2020 10:00,2020,1,6,10,0,1733,0.1,80.12,159.52,0,2,39,0,0,0,0,69.72,183.22,0,23,haze,F,3.547234167,4,2,Late Morning,127.70,31.82,0.00
3MB_ SB,06/01/2020 11:00,2020,1,6,11,0,1875,0,77.8,164.38,0,2,44,0,0,0,0,72.93,175.1,0,26,haze,F,3.547176111,4,2,Late Morning,127.70,36.68,0.00
3MB_ SB,06/01/2020 12:00,2020,1,6,12,0,1881,0.03,78.6,162.69,0,2,42,0,0,0,0,70.7,180.62,0,28,haze,F,3.549019833,4,2,Early Afternoon,127.76,34.93,0.00
3MB_ SB,06/01/2020 13:00,2020,1,6,13,0,1934,0,77,165.94,0,2,45,0,0,0,0,74.69,171.06,0,31,haze,F,3.547015556,4,2,Early Afternoon,127.69,38.25,0.00
3MB_ SB,06/01/2020 14:00,2020,1,6,14,0,1405,0.23,81.61,156.65,0,2,36,0,0,0,0,78.92,161.8,0,33,haze,F,3.547432056,4,2,Early Afternoon,127.71,28.94,0.00
3MB_ SB,06/01/2020 15:00,2020,1,6,15,0,957,0.64,82.28,155.48,0,2,35,0,0,0,0,80.39,158.86,0,34,haze,E,3.547966667,4,2,Late Afternoon,127.73,27.75,0.00
3MB_ SB,06/01/2020 16:00,2020,1,6,16,0,1317,0.47,81.33,157.36,0,2,37,0,0,0,0,81.5,156.72,0,34,haze,F,3.547373167,4,2,Late Afternoon,127.71,29.65,0.00
3MB_ SB,06/01/2020 17:00,2020,1,6,17,0,2100,0,78.55,164.39,0,2,44,0,0,0,0,79.33,160.98,0,34,haze,F,3.547033778,4,2,Late Afternoon,127.69,36.70,0.00
3MB_ SB,06/01/2020 18:00,2020,1,6,18,0,2301,0,77.73,165.32,0,2,45,0,0,0,0,80.29,159.04,0,33,haze,F,3.548363722,4,2,Evening,127.74,37.58,0.00
3MB_ SB,06/01/2020 19:00,2020,1,6,19,0,1643,0.57,73.18,176.91,0,2,56,0,0,0,0,79.18,161.33,0,31,haze,F,3.5472325,4,2,Evening,127.70,49.21,0.00
3MB_ SB,06/01/2020 20:00,2020,1,6,20,0,1118,0.96,77.97,164.88,0,2,44,0,0,0,0,75.54,169.05,0,28,haze,F,3.548499444,4,2,Evening,127.75,37.13,0.00
3MB_ SB,06/01/2020 21:00,2020,1,6,21,0,711,0.62,82.27,155.66,0,2,35,0,0,0,0,77.3,165.26,0,27,haze,E,3.547327778,4,2,Late Evening,127.70,27.96,0.00
3MB_ SB,06/01/2020 22:00,2020,1,6,22,0,554,0.92,73.18,175.69,0,2,55,0,0,0,0,76.93,166,0,26,haze,F,3.548033806,4,2,Late Evening,127.73,47.96,0.00
3MB_ SB,06/01/2020 23:00,2020,1,6,23,0,434,0.72,80.51,158.92,0,2,38,0,0,0,0,82.39,155.03,0,26,haze,F,3.547911944,4,2,Late Evening,127.72,31.20,0.00
3MB_ SB,07/01/2020 00:00,2020,1,7,0,0,186,0.76,88.65,144.47,0,2,24,0,0,0,0,84.53,151.1,0,26,haze,E,3.547416,4,3,Late Night,127.71,16.76,0.00
3MB_ SB,07/01/2020 01:00,2020,1,7,1,0,72,0.96,87.52,146.2,0,2,26,0,0,0,0,85.32,149.68,0,25,haze,E,3.547620417,4,3,Late Night,127.71,18.49,0.00
3MB_ SB,07/01/2020 05:00,2020,1,7,5,0,97,0.84,75.57,170.85,0,2,50,0,0,0,0,84.35,151.41,0,24,haze,F,3.606889278,4,3,Early Morning,129.85,41.00,0.00
3MB_ SB,07/01/2020 06:00,2020,1,7,6,0,912,0.83,73.04,176.36,0,2,56,0,0,0,0,70.87,183.22,0,23,haze,F,3.551781833,4,3,Early Morning,127.86,48.50,0.00
3MB_ SB,07/01/2020 07:00,2020,1,7,7,0,1069,4.44,62.08,220.31,0,3,40,0,0,0,0,55.14,231.89,0,22,haze,F,3.56934,4,3,Early Morning,128.50,91.81,0.00
3MB_ SB,07/01/2020 08:00,2020,1,7,8,0,867,15.84,13.68,966.62,0,16,6,647.39,0,10,47,45.45,282.72,0,21,haze,F,3.566675,4,3,Early Morning,128.40,838.22,0.00
3MB_ SB,07/01/2020 09:00,2020,1,7,9,0,1201,2.85,59.36,309.16,0,5,9,0,0,0,0,68.7,186.9,0,23,haze,F,3.547634583,4,3,Late Morning,127.71,181.45,0.00
3MB_ SB,07/01/2020 10:00,2020,1,7,10,0,1959,0.08,75.92,168.55,0,2,48,0,0,0,0,73.21,174.45,0,24,haze,F,3.547294028,4,3,Late Morning,127.70,40.85,0.00
3MB_ SB,07/01/2020 11:00,2020,1,7,11,0,2199,0,76.87,166.32,0,2,46,0,0,0,0,71.45,178.73,0,27,haze,F,3.54724775,4,3,Late Morning,127.70,38.62,0.00
3MB_ SB,07/01/2020 12:00,2020,1,7,12,0,2186,0.03,76.07,168.13,0,2,48,0,0,0,0,71.73,178.03,0,27,few clouds,F,3.547391583,4,3,Early Afternoon,127.71,40.42,0.00
3MB_ SB,07/01/2020 13:00,2020,1,7,13,0,1004,0.69,75.6,169.62,0,2,49,0,0,0,0,74.73,170.89,0,31,haze,F,3.547125528,4,3,Early Afternoon,127.70,41.92,0.00
3MB_ SB,07/01/2020 14:00,2020,1,7,14,0,1060,0.72,80.81,158.25,0,2,38,0,0,0,0,76.69,166.51,0,27,few clouds,F,3.54730125,4,3,Early Afternoon,127.70,30.55,0.00
3MB_ SB,07/01/2020 15:00,2020,1,7,15,0,2021,0,80.5,158.78,0,2,38,0,0,0,0,79.65,160.33,0,34,haze,F,3.547251194,4,3,Late Afternoon,127.70,31.08,0.00
