Description,Description_numeric,LengthofDetectionkm,NumberofLanes,Date,Year,Month,Day,Hour,Minutes,DayofWeek,DayofWeek_numeric,TimeofDay,TimeofDay_numeric,DetectedDevices,StayTime,Speedkmh,TotalTravelTimeseconds,TravelTimehour,TravelTimeminutes,TravelTimeseconds,DerivedFFStraveltime,DerivedLostTime,DerivedGainedTime,Temperature,Weather,Weather_numeric,LevelofService,LOS_numeric
Southbound,2,3.606879167,4,06/04/2019 01:00,2019,6,4,1,0,3,3,Late Night,1,87,1.46,96.98,131.95,0,2,11,129.85,2.1,0,27,few clouds,2,A,1
Southbound,2,3.554261917,4,06/04/2019 06:00,2019,6,4,6,0,3,3,Early Morning,2,148,0.58,83.32,153.84,0,2,33,127.95,25.89,0,26,few clouds,2,B,2
Southbound,2,3.570068944,4,06/04/2019 07:00,2019,6,4,7,0,3,3,Early Morning,2,285,0.65,84.32,152.05,0,2,32,128.52,23.53,0,26,few clouds,2,D,4
Southbound,2,3.576931333,4,06/04/2019 08:00,2019,6,4,8,0,3,3,Early Morning,2,409,0.57,72.84,176.23,0,2,56,128.77,47.46,0,26,scattered clouds,3,F,6
Southbound,2,3.547650333,4,06/04/2019 09:00,2019,6,4,9,0,3,3,Late Morning,3,439,0.49,73.26,176.66,0,2,56,127.72,48.94,0,,,,F,6
Southbound,2,3.547326,4,06/04/2019 10:00,2019,6,4,10,0,3,3,Late Morning,3,481,0.56,85.45,149.6,0,2,29,127.7,21.9,0,,,,F,6
Southbound,2,3.547278,4,06/04/2019 11:00,2019,6,4,11,0,3,3,Late Morning,3,482,0.44,85.96,149.01,0,2,29,127.7,21.31,0,27,thunderstorm,12,F,6
Southbound,2,3.547433333,4,06/04/2019 12:00,2019,6,4,12,0,3,3,Early Afternoon,4,635,0.55,82.3,155.92,0,2,35,127.71,28.21,0,28,thunderstorm,12,F,6
Southbound,2,3.547247972,4,06/04/2019 13:00,2019,6,4,13,0,3,3,Early Afternoon,4,630,0.49,78.44,164.13,0,2,44,127.7,36.43,0,29,thunderstorm,12,F,6
Southbound,2,3.547658,4,06/04/2019 14:00,2019,6,4,14,0,3,3,Early Afternoon,4,560,0.43,85.47,149.57,0,2,29,127.72,21.85,0,29,broken clouds,4,F,6
Southbound,2,3.547300889,4,06/04/2019 15:00,2019,6,4,15,0,3,3,Late Afternoon,5,658,0.61,82.48,155.1,0,2,35,127.7,27.4,0,30,broken clouds,4,F,6
Southbound,2,3.547302667,4,06/04/2019 16:00,2019,6,4,16,0,3,3,Late Afternoon,5,649,0.6,87.57,146.11,0,2,26,127.7,18.41,0,31,broken clouds,4,F,6
