Description,Description_numeric,LengthofDetectionkm,NumberofLanes,Date,Year,Month,Day,Hour,Minutes,DayofWeek,DayofWeek_numeric,TimeofDay,TimeofDay_numeric,DetectedDevices,StayTime,Speedkmh,TotalTravelTimeseconds,TravelTimehour,TravelTimeminutes,TravelTimeseconds,DerivedFFStraveltime,DerivedLostTime,DerivedGainedTime,Temperature,Weather,Weather_numeric,LevelofService,LOS_numeric
Southbound,2,3.546894917,4,10/23/2019 17:00:00,2019,10,23,17,0,4,4,Late Afternoon,5,1043,0.77,81.52,156.94,0,2,36,127.69,29.25,0,28,broken clouds,4,F,6
Southbound,2,3.548000889,4,10/23/2019 18:00:00,2019,10,23,18,0,4,4,Evening,6,1298,0.88,85.18,150.22,0,2,30,127.73,22.49,0,28,scattered clouds,3,F,6
Southbound,2,3.547360556,4,10/23/2019 19:00:00,2019,10,23,19,0,4,4,Evening,6,1130,3.02,76.45,167.26,0,2,47,127.7,39.56,0,28,broken clouds,4,F,6
Southbound,2,3.547067639,4,10/23/2019 20:00:00,2019,10,23,20,0,4,4,Evening,6,1051,9.92,77.66,165.12,0,2,45,127.69,37.43,0,27,broken clouds,4,F,6
Southbound,2,3.548404167,4,10/23/2019 21:00:00,2019,10,23,21,0,4,4,Late Evening,7,996,10.97,73.05,175.89,0,2,55,127.74,48.15,0,27,few clouds,2,F,6
Southbound,2,3.5475545,4,10/23/2019 22:00:00,2019,10,23,22,0,4,4,Late Evening,7,628,1.12,77.83,164.49,0,2,44,127.71,36.78,0,26,few clouds,2,F,6
Southbound,2,3.547820833,4,10/23/2019 23:00:00,2019,10,23,23,0,4,4,Late Evening,7,441,0.73,80.99,158.69,0,2,38,127.72,30.97,0,26,few clouds,2,F,6
Southbound,2,3.547948111,4,10/24/2019 0:00:00,2019,10,24,0,0,5,5,Late Night,1,230,1,78.62,163.15,0,2,43,127.73,35.42,0,26,few clouds,2,D,4
Southbound,2,3.547971,4,10/24/2019 1:00:00,2019,10,24,1,0,5,5,Late Night,1,90,0.36,79.16,163.9,0,2,43,127.73,36.17,0,25,few clouds,2,A,1
Southbound,2,3.546895333,4,10/24/2019 2:00:00,2019,10,24,2,0,5,5,Late Night,1,49,1.48,90.7,140.99,0,2,20,127.69,13.3,0,25,few clouds,2,A,1
Southbound,2,3.548931333,4,10/24/2019 3:00:00,2019,10,24,3,0,5,5,Late Night,1,15,3.15,88.74,144.41,0,2,24,127.76,16.65,0,25,few clouds,2,A,1
Southbound,2,3.593323806,4,10/24/2019 5:00:00,2019,10,24,5,0,5,5,Early Morning,2,79,1.1,85.88,149.5,0,2,29,129.36,20.14,0,24,few clouds,2,A,1
Southbound,2,3.5565295,4,10/24/2019 6:00:00,2019,10,24,6,0,5,5,Early Morning,2,642,0.78,79.1,163.3,0,2,43,128.04,35.26,0,24,thunderstorm,12,F,6
Southbound,2,3.553009444,4,10/24/2019 7:00:00,2019,10,24,7,0,5,5,Early Morning,2,1157,1.02,68,189.69,0,3,9,127.91,61.78,0,24,thunderstorm,12,F,6
Southbound,2,3.549418833,4,10/24/2019 8:00:00,2019,10,24,8,0,5,5,Early Morning,2,813,0.6,55.16,243.76,0,4,3,127.78,115.98,0,24,mist,16,F,6
Southbound,2,3.5477845,4,10/24/2019 9:00:00,2019,10,24,9,0,5,5,Late Morning,3,759,0.76,69.5,192.99,0,3,12,127.72,65.27,0,25,mist,16,F,6
Southbound,2,3.547512222,4,10/24/2019 10:00:00,2019,10,24,10,0,5,5,Late Morning,3,1024,0.71,73.4,175.28,0,2,55,127.71,47.57,0,27,scattered clouds,3,F,6
Southbound,2,3.548484333,4,10/24/2019 11:00:00,2019,10,24,11,0,5,5,Late Morning,3,927,0.68,77.6,164.99,0,2,44,127.75,37.24,0,28,broken clouds,4,F,6
Southbound,2,3.5472625,4,10/24/2019 12:00:00,2019,10,24,12,0,5,5,Early Afternoon,4,1045,0.67,76.28,167.76,0,2,47,127.7,40.06,0,28,broken clouds,4,F,6
Southbound,2,3.550033972,4,10/24/2019 13:00:00,2019,10,24,13,0,5,5,Early Afternoon,4,929,0.85,77.76,164.71,0,2,44,127.8,36.91,0,31,broken clouds,4,F,6
Southbound,2,3.5467675,4,10/24/2019 14:00:00,2019,10,24,14,0,5,5,Early Afternoon,4,985,0.85,78.88,162.31,0,2,42,127.68,34.63,0,31,few clouds,2,F,6
Southbound,2,3.5470045,4,10/24/2019 15:00:00,2019,10,24,15,0,5,5,Late Afternoon,5,988,0.67,79.65,160.56,0,2,40,127.69,32.87,0,32,few clouds,2,F,6
Southbound,2,3.548003667,4,10/24/2019 16:00:00,2019,10,24,16,0,5,5,Late Afternoon,5,1028,0.81,78.88,162.25,0,2,42,127.73,34.52,0,33,scattered clouds,3,F,6
Southbound,2,3.547559,4,10/24/2019 17:00:00,2019,10,24,17,0,5,5,Late Afternoon,5,1116,0.7,78.82,162.22,0,2,42,127.71,34.51,0,32,scattered clouds,3,F,6
Southbound,2,3.547465,4,10/24/2019 18:00:00,2019,10,24,18,0,5,5,Evening,6,1065,7.28,75.01,171.78,0,2,51,127.71,44.07,0,30,thunderstorm,12,F,6
Southbound,2,3.54732,4,10/24/2019 19:00:00,2019,10,24,19,0,5,5,Evening,6,865,13.68,72.12,177.37,0,2,57,127.7,49.67,0,27,thunderstorm with rain,14,F,6
Southbound,2,3.547426667,4,10/24/2019 20:00:00,2019,10,24,20,0,5,5,Evening,6,1114,10.79,78.34,163.37,0,2,43,127.71,35.66,0,28,overcast clouds,5,F,6
Southbound,2,3.54768425,4,10/24/2019 21:00:00,2019,10,24,21,0,5,5,Late Evening,7,1048,11.21,73.05,175.28,0,2,55,127.72,47.56,0,26,broken clouds,4,F,6
Southbound,2,3.547524444,4,10/24/2019 22:00:00,2019,10,24,22,0,5,5,Late Evening,7,902,12.39,71.35,179.46,0,2,59,127.71,51.75,0,24,thunderstorm,12,F,6
Southbound,2,3.547414667,4,10/24/2019 23:00:00,2019,10,24,23,0,5,5,Late Evening,7,478,0.54,57.89,235.63,0,3,55,127.71,107.92,0,24,thunderstorm,12,F,6
Southbound,2,3.547981861,4,10/25/2019 0:00:00,2019,10,25,0,0,6,6,Late Night,1,245,0.7,76.8,174.05,0,2,54,127.73,46.32,0,24,few clouds,2,D,4
Southbound,2,3.548901778,4,10/25/2019 1:00:00,2019,10,25,1,0,6,6,Late Night,1,118,1.35,91.16,140.09,0,2,20,127.76,12.33,0,24,few clouds,2,B,2
Southbound,2,3.549500306,4,10/25/2019 2:00:00,2019,10,25,2,0,6,6,Late Night,1,40,1.64,92.19,138.69,0,2,18,127.78,10.91,0,24,few clouds,2,A,1
Southbound,2,3.578841667,4,10/25/2019 5:00:00,2019,10,25,5,0,6,6,Early Morning,2,90,1.28,72.63,181,0,3,1,128.84,52.16,0,24,few clouds,2,A,1
Southbound,2,3.549198222,4,10/25/2019 6:00:00,2019,10,25,6,0,6,6,Early Morning,2,659,0.66,71.51,180.08,0,3,0,127.77,52.31,0,23,thunderstorm,12,F,6
Southbound,2,3.548757333,4,10/25/2019 7:00:00,2019,10,25,7,0,6,6,Early Morning,2,1065,0.96,36.79,355.21,0,5,55,127.76,227.45,0,23,thunderstorm,12,F,6
Southbound,2,3.5477315,4,10/25/2019 8:00:00,2019,10,25,8,0,6,6,Early Morning,2,946,10.26,46.6,290.9,0,4,50,127.72,163.18,0,24,thunderstorm with light rain,13,F,6
Southbound,2,3.547572917,4,10/25/2019 9:00:00,2019,10,25,9,0,6,6,Late Morning,3,751,1.82,70.46,198.47,0,3,18,127.71,70.76,0,25,thunderstorm with light rain,13,F,6
Southbound,2,3.547285278,4,10/25/2019 10:00:00,2019,10,25,10,0,6,6,Late Morning,3,980,0.73,78.02,163.86,0,2,43,127.7,36.16,0,25,light rain,8,F,6
Southbound,2,3.54731625,4,10/25/2019 11:00:00,2019,10,25,11,0,6,6,Late Morning,3,1006,0.7,75.29,170.22,0,2,50,127.7,42.52,0,28,few clouds,2,F,6
Southbound,2,3.5483075,4,10/25/2019 12:00:00,2019,10,25,12,0,6,6,Early Afternoon,4,914,0.65,78.55,162.9,0,2,42,127.74,35.16,0,29,scattered clouds,3,F,6
Southbound,2,3.548621194,4,10/25/2019 13:00:00,2019,10,25,13,0,6,6,Early Afternoon,4,856,0.69,78.9,161.97,0,2,41,127.75,34.22,0,30,scattered clouds,3,F,6
Southbound,2,3.547247556,4,10/25/2019 14:00:00,2019,10,25,14,0,6,6,Early Afternoon,4,1001,0.95,78.51,162.84,0,2,42,127.7,35.14,0,31,broken clouds,4,F,6
Southbound,2,3.54751175,4,10/25/2019 15:00:00,2019,10,25,15,0,6,6,Late Afternoon,5,880,0.64,78.51,163.76,0,2,43,127.71,36.05,0,30,broken clouds,4,F,6
Southbound,2,3.547304056,4,10/25/2019 16:00:00,2019,10,25,16,0,6,6,Late Afternoon,5,1121,0.69,79.18,161.86,0,2,41,127.7,34.16,0,29,light rain,8,F,6
Southbound,2,3.547486667,4,10/25/2019 17:00:00,2019,10,25,17,0,6,6,Late Afternoon,5,1146,0.81,81.79,156.52,0,2,36,127.71,28.81,0,27,thunderstorm,12,F,6
Southbound,2,3.547957111,4,10/25/2019 18:00:00,2019,10,25,18,0,6,6,Evening,6,1228,0.75,79.65,160.85,0,2,40,127.73,33.12,0,28,thunderstorm,12,F,6
Southbound,2,3.547421111,4,10/25/2019 19:00:00,2019,10,25,19,0,6,6,Evening,6,1112,6.31,73.72,175.87,0,2,55,127.71,48.16,0,25,thunderstorm,12,F,6
Southbound,2,3.547611,4,10/25/2019 20:00:00,2019,10,25,20,0,6,6,Evening,6,1130,6.59,72.31,177.04,0,2,57,127.71,49.33,0,25,thunderstorm,12,F,6
Southbound,2,3.547547556,4,10/25/2019 21:00:00,2019,10,25,21,0,6,6,Late Evening,7,1048,7.12,72.46,178.9,0,2,58,127.71,51.19,0,24,thunderstorm with light rain,13,F,6
Southbound,2,3.54722625,4,10/25/2019 22:00:00,2019,10,25,22,0,6,6,Late Evening,7,720,0.79,82.87,154.27,0,2,34,127.7,26.57,0,24,thunderstorm,12,F,6
Southbound,2,3.548304111,4,10/25/2019 23:00:00,2019,10,25,23,0,6,6,Late Evening,7,597,0.84,82.16,155.74,0,2,35,127.74,28,0,24,thunderstorm,12,F,6
Southbound,2,3.548137722,4,10/26/2019 0:00:00,2019,10,26,0,0,7,7,Late Night,1,348,0.54,86.21,148.2,0,2,28,127.73,20.47,0,24,thunderstorm,12,E,5
Southbound,2,3.548947306,4,10/26/2019 1:00:00,2019,10,26,1,0,7,7,Late Night,1,196,0.64,85.17,150.15,0,2,30,127.76,22.39,0,24,few clouds,2,C,3
Southbound,2,3.547682167,4,10/26/2019 2:00:00,2019,10,26,2,0,7,7,Late Night,1,114,0.5,91.65,140.11,0,2,20,127.72,12.39,0,24,few clouds,2,B,2
Southbound,2,3.5479015,4,10/26/2019 3:00:00,2019,10,26,3,0,7,7,Late Night,1,59,0.67,91.35,140.07,0,2,20,127.72,12.35,0,24,few clouds,2,A,1
Southbound,2,3.547374833,4,10/26/2019 4:00:00,2019,10,26,4,0,7,7,Early Morning,2,67,1.27,89.85,142.5,0,2,22,127.71,14.79,0,23,few clouds,2,A,1
Southbound,2,3.561075028,4,10/26/2019 5:00:00,2019,10,26,5,0,7,7,Early Morning,2,103,0.98,79.14,163.08,0,2,43,128.2,34.88,0,27,light rain,8,B,2
Southbound,2,3.548911833,4,10/26/2019 6:00:00,2019,10,26,6,0,7,7,Early Morning,2,225,0.45,69.84,183.48,0,3,3,127.76,55.72,0,25,light rain,8,C,3
Southbound,2,3.548677556,4,10/26/2019 7:00:00,2019,10,26,7,0,7,7,Early Morning,2,493,0.72,75.59,170.35,0,2,50,127.75,42.6,0,25,light rain,8,F,6
Southbound,2,3.5475315,4,10/26/2019 8:00:00,2019,10,26,8,0,7,7,Early Morning,2,688,0.59,75.86,168.77,0,2,48,127.71,41.06,0,23,mist,16,F,6
Southbound,2,3.547928,4,10/26/2019 9:00:00,2019,10,26,9,0,7,7,Late Morning,3,808,0.66,75.55,169.32,0,2,49,127.73,41.59,0,25,mist,16,F,6
Southbound,2,3.547354583,4,10/26/2019 10:00:00,2019,10,26,10,0,7,7,Late Morning,3,847,0.55,76.27,168.59,0,2,48,127.7,40.89,0,26,few clouds,2,F,6
Southbound,2,3.547234167,4,10/26/2019 11:00:00,2019,10,26,11,0,7,7,Late Morning,3,827,0.8,79.61,160.56,0,2,40,127.7,32.86,0,26,overcast clouds,5,F,6
Southbound,2,3.546988917,4,10/26/2019 12:00:00,2019,10,26,12,0,7,7,Early Afternoon,4,945,0.6,79.41,161.33,0,2,41,127.69,33.64,0,27,overcast clouds,5,F,6
Southbound,2,3.547436667,4,10/26/2019 13:00:00,2019,10,26,13,0,7,7,Early Afternoon,4,928,0.89,78.82,162.63,0,2,42,127.71,34.92,0,27,overcast clouds,5,F,6
Southbound,2,3.547234167,4,10/26/2019 14:00:00,2019,10,26,14,0,7,7,Early Afternoon,4,892,0.61,79.41,160.99,0,2,40,127.7,33.29,0,29,scattered clouds,3,F,6
Southbound,2,3.547162306,4,10/26/2019 15:00:00,2019,10,26,15,0,7,7,Late Afternoon,5,825,0.65,84.31,151.57,0,2,31,127.7,23.87,0,28,scattered clouds,3,F,6
Southbound,2,3.54714875,4,10/26/2019 16:00:00,2019,10,26,16,0,7,7,Late Afternoon,5,1053,0.83,78.49,163.56,0,2,43,127.7,35.86,0,28,scattered clouds,3,F,6
Southbound,2,3.547443,4,10/26/2019 17:00:00,2019,10,26,17,0,7,7,Late Afternoon,5,955,0.58,77.33,166.02,0,2,46,127.71,38.31,0,28,haze,17,F,6
Southbound,2,3.548106083,4,10/26/2019 18:00:00,2019,10,26,18,0,7,7,Evening,6,926,0.8,76.13,168.07,0,2,48,127.73,40.34,0,27,haze,17,F,6
Southbound,2,3.547328,4,10/26/2019 19:00:00,2019,10,26,19,0,7,7,Evening,6,974,0.99,75.1,170.89,0,2,50,127.7,43.19,0,27,haze,17,F,6
Southbound,2,3.5477345,4,10/26/2019 20:00:00,2019,10,26,20,0,7,7,Evening,6,918,0.86,67.44,191.39,0,3,11,127.72,63.67,0,26,haze,17,F,6
Southbound,2,3.546938222,4,10/26/2019 21:00:00,2019,10,26,21,0,7,7,Late Evening,7,692,0.71,72.51,177.68,0,2,57,127.69,49.99,0,26,few clouds,2,F,6
Southbound,2,3.547686722,4,10/26/2019 22:00:00,2019,10,26,22,0,7,7,Late Evening,7,574,0.61,84.5,151.92,0,2,31,127.72,24.2,0,26,few clouds,2,F,6
Southbound,2,3.547224083,4,10/26/2019 23:00:00,2019,10,26,23,0,7,7,Late Evening,7,470,0.63,81.12,157.9,0,2,37,127.7,30.2,0,25,few clouds,2,F,6
Southbound,2,3.546930667,4,10/27/2019 0:00:00,2019,10,27,0,0,1,1,Late Night,1,318,1.08,91.3,140.35,0,2,20,127.69,12.66,0,25,few clouds,2,E,5
Southbound,2,3.5514645,4,10/27/2019 1:00:00,2019,10,27,1,0,1,1,Late Night,1,155,0.67,89.42,143.06,0,2,23,127.85,15.21,0,25,few clouds,2,B,2
Southbound,2,3.550449083,4,10/27/2019 5:00:00,2019,10,27,5,0,1,1,Early Morning,2,72,1.01,89.48,147.02,0,2,27,127.82,19.2,0,,,,A,1
Southbound,2,3.551971333,4,10/27/2019 6:00:00,2019,10,27,6,0,1,1,Early Morning,2,160,0.43,81.52,158.95,0,2,38,127.87,31.08,0,,,,C,3
Southbound,2,3.547827,4,10/27/2019 7:00:00,2019,10,27,7,0,1,1,Early Morning,2,360,0.72,80.23,159.69,0,2,39,127.72,31.97,0,,,,E,5
Southbound,2,3.547945139,4,10/27/2019 8:00:00,2019,10,27,8,0,1,1,Early Morning,2,463,0.68,78.88,163.68,0,2,43,127.73,35.95,0,,,,F,6
Southbound,2,3.5474625,4,10/27/2019 9:00:00,2019,10,27,9,0,1,1,Late Morning,3,571,0.8,75.76,170.18,0,2,50,127.71,42.47,0,,,,F,6
Southbound,2,3.547284167,4,10/27/2019 10:00:00,2019,10,27,10,0,1,1,Late Morning,3,607,0.88,77.92,164.48,0,2,44,127.7,36.78,0,27,light rain,8,F,6
Southbound,2,3.5476875,4,10/27/2019 11:00:00,2019,10,27,11,0,1,1,Late Morning,3,626,0.76,78.24,164.31,0,2,44,127.72,36.59,0,26,haze,17,F,6
Southbound,2,3.5483,4,10/27/2019 12:00:00,2019,10,27,12,0,1,1,Early Afternoon,4,568,0.6,88.55,144.47,0,2,24,127.74,16.73,0,27,broken clouds,4,F,6
Southbound,2,3.547811556,4,10/27/2019 13:00:00,2019,10,27,13,0,1,1,Early Afternoon,4,684,0.75,81.18,159.25,0,2,39,127.72,31.53,0,28,broken clouds,4,F,6
Southbound,2,3.54722625,4,10/27/2019 14:00:00,2019,10,27,14,0,1,1,Early Afternoon,4,731,0.67,81.52,157.25,0,2,37,127.7,29.55,0,29,broken clouds,4,F,6
Southbound,2,3.547107361,4,10/27/2019 15:00:00,2019,10,27,15,0,1,1,Late Afternoon,5,754,0.53,87.38,146.33,0,2,26,127.7,18.63,0,27,light rain,8,F,6
Southbound,2,3.547174222,4,10/27/2019 16:00:00,2019,10,27,16,0,1,1,Late Afternoon,5,837,0.6,84.46,151.46,0,2,31,127.7,23.76,0,29,thunderstorm,12,F,6
Southbound,2,3.548778306,4,10/27/2019 17:00:00,2019,10,27,17,0,1,1,Late Afternoon,5,832,0.77,85.3,150.02,0,2,30,127.76,22.26,0,28,thunderstorm,12,F,6
Southbound,2,3.548319833,4,10/27/2019 18:00:00,2019,10,27,18,0,1,1,Evening,6,734,0.64,86.81,147.52,0,2,27,127.74,19.78,0,28,thunderstorm,12,F,6
Southbound,2,3.547131944,4,10/27/2019 19:00:00,2019,10,27,19,0,1,1,Evening,6,796,0.9,79.55,161.78,0,2,41,127.7,34.08,0,28,few clouds,2,F,6
Southbound,2,3.5472785,4,10/27/2019 20:00:00,2019,10,27,20,0,1,1,Evening,6,782,0.93,73.84,173.15,0,2,53,127.7,45.45,0,27,few clouds,2,F,6
Southbound,2,3.547411722,4,10/27/2019 21:00:00,2019,10,27,21,0,1,1,Late Evening,7,645,0.82,78.4,163.62,0,2,43,127.71,35.91,0,27,few clouds,2,F,6
Southbound,2,3.546890667,4,10/27/2019 22:00:00,2019,10,27,22,0,1,1,Late Evening,7,515,0.59,79.28,161.38,0,2,41,127.69,33.69,0,27,moderate rain,9,F,6
Southbound,2,3.548266417,4,10/27/2019 23:00:00,2019,10,27,23,0,1,1,Late Evening,7,443,0.68,84.02,152.11,0,2,32,127.74,24.37,0,26,few clouds,2,F,6
Southbound,2,3.547010778,4,10/28/2019 0:00:00,2019,10,28,0,0,2,2,Late Night,1,247,0.72,82.72,154.55,0,2,34,127.69,26.86,0,25,few clouds,2,D,4
Southbound,2,3.547972333,4,10/28/2019 1:00:00,2019,10,28,1,0,2,2,Late Night,1,122,1.03,93.05,137.4,0,2,17,127.73,9.67,0,25,scattered clouds,3,B,2
Southbound,2,3.553454722,4,10/28/2019 2:00:00,2019,10,28,2,0,2,2,Late Night,1,63,0.72,80.8,158.58,0,2,38,127.92,30.66,0,25,scattered clouds,3,A,1
Southbound,2,3.54797,4,10/28/2019 3:00:00,2019,10,28,3,0,2,2,Late Night,1,28,1.7,90.17,141.9,0,2,21,127.73,14.17,0,25,scattered clouds,3,A,1
Southbound,2,3.659267778,4,10/28/2019 5:00:00,2019,10,28,5,0,2,2,Early Morning,2,139,0.71,88.41,146.14,0,2,26,131.73,14.41,0,25,scattered clouds,3,B,2
Southbound,2,3.723938944,4,10/28/2019 6:00:00,2019,10,28,6,0,2,2,Early Morning,2,939,0.64,62.97,215.93,0,3,35,134.06,81.87,0,25,few clouds,2,F,6
Southbound,2,3.567592,4,10/28/2019 7:00:00,2019,10,28,7,0,2,2,Early Morning,2,1094,6.9,25.68,573.63,0,9,33,128.43,445.2,0,25,thunderstorm,12,F,6
Southbound,2,3.78932925,4,10/28/2019 8:00:00,2019,10,28,8,0,2,2,Early Morning,2,878,11.57,13.02,985.17,0,16,25,136.42,848.75,0,25,thunderstorm,12,F,6
Southbound,2,3.5490625,4,10/28/2019 9:00:00,2019,10,28,9,0,2,2,Late Morning,3,918,4.72,47.09,366.99,0,6,6,127.77,239.22,0,22,thunderstorm with light rain,13,F,6
Southbound,2,3.547029694,4,10/28/2019 10:00:00,2019,10,28,10,0,2,2,Late Morning,3,958,0.98,71.57,178.6,0,2,58,127.69,50.91,0,23,thunderstorm,12,F,6
Southbound,2,3.547171694,4,10/28/2019 11:00:00,2019,10,28,11,0,2,2,Late Morning,3,940,0.86,69.86,183.43,0,3,3,127.7,55.73,0,23,thunderstorm,12,F,6
Southbound,2,3.549299389,4,10/28/2019 12:00:00,2019,10,28,12,0,2,2,Early Afternoon,4,873,0.76,64.45,199.42,0,3,19,127.77,71.65,0,23,light rain,8,F,6
Southbound,2,3.547465,4,10/28/2019 13:00:00,2019,10,28,13,0,2,2,Early Afternoon,4,961,0.88,66.46,192.56,0,3,12,127.71,64.85,0,23,light rain,8,F,6
Southbound,2,3.547488056,4,10/28/2019 14:00:00,2019,10,28,14,0,2,2,Early Afternoon,4,864,0.68,78.45,163.36,0,2,43,127.71,35.65,0,23,light rain,8,F,6
Southbound,2,3.54782625,4,10/28/2019 15:00:00,2019,10,28,15,0,2,2,Late Afternoon,5,897,0.79,79.5,161.08,0,2,41,127.72,33.36,0,24,drizzle,7,F,6
Southbound,2,3.547239167,4,10/28/2019 16:00:00,2019,10,28,16,0,2,2,Late Afternoon,5,967,0.68,84.93,150.53,0,2,30,127.7,22.83,0,25,scattered clouds,3,F,6
Southbound,2,3.547333333,4,10/28/2019 17:00:00,2019,10,28,17,0,2,2,Late Afternoon,5,1020,0.95,79.7,160.42,0,2,40,127.7,32.72,0,25,scattered clouds,3,F,6
Southbound,2,3.548213278,4,10/28/2019 18:00:00,2019,10,28,18,0,2,2,Evening,6,1130,0.77,80.12,160.32,0,2,40,127.74,32.58,0,25,scattered clouds,3,F,6
Southbound,2,3.547362667,4,10/28/2019 19:00:00,2019,10,28,19,0,2,2,Evening,6,1108,0.84,75.27,170.26,0,2,50,127.71,42.55,0,25,few clouds,2,F,6
Southbound,2,3.548197778,4,10/28/2019 20:00:00,2019,10,28,20,0,2,2,Evening,6,1142,1.2,77.55,165.41,0,2,45,127.74,37.67,0,25,haze,17,F,6
Southbound,2,3.5475685,4,10/28/2019 21:00:00,2019,10,28,21,0,2,2,Late Evening,7,812,1.01,74.18,172.95,0,2,52,127.71,45.24,0,24,few clouds,2,F,6
Southbound,2,3.548241417,4,10/28/2019 22:00:00,2019,10,28,22,0,2,2,Late Evening,7,590,2.09,55.08,234.01,0,3,54,127.74,106.27,0,24,few clouds,2,F,6
Southbound,2,3.547435889,4,10/28/2019 23:00:00,2019,10,28,23,0,2,2,Late Evening,7,412,1.38,80.28,161.44,0,2,41,127.71,33.73,0,24,few clouds,2,F,6
Southbound,2,3.547458444,4,10/29/2019 0:00:00,2019,10,29,0,0,3,3,Late Night,1,163,0.69,93.47,136.84,0,2,16,127.71,9.13,0,24,few clouds,2,C,3
Southbound,2,3.547564722,4,10/29/2019 1:00:00,2019,10,29,1,0,3,3,Late Night,1,59,2.13,78.42,163.12,0,2,43,127.71,35.41,0,24,few clouds,2,A,1
Southbound,2,3.606879167,4,10/29/2019 5:00:00,2019,10,29,5,0,3,3,Early Morning,2,57,0.81,80.19,160.06,0,2,40,129.85,30.21,0,25,overcast clouds,5,A,1
Southbound,2,3.554261917,4,10/29/2019 6:00:00,2019,10,29,6,0,3,3,Early Morning,2,723,0.93,70.9,183.62,0,3,3,127.95,55.67,0,24,mist,16,F,6
Southbound,2,3.570068944,4,10/29/2019 7:00:00,2019,10,29,7,0,3,3,Early Morning,2,1034,1.3,70.05,184.22,0,3,4,128.52,55.7,0,24,mist,16,F,6
Southbound,2,3.576931333,4,10/29/2019 8:00:00,2019,10,29,8,0,3,3,Early Morning,2,943,13.5,30.28,516.44,0,8,36,128.77,387.67,0,23,mist,16,F,6
Southbound,2,3.547628,4,10/29/2019 9:00:00,2019,10,29,9,0,3,3,Late Morning,3,869,1.48,78.43,165.13,0,2,45,127.71,37.42,0,24,mist,16,F,6
Southbound,2,3.547326,4,10/29/2019 10:00:00,2019,10,29,10,0,3,3,Late Morning,3,984,0.91,74.26,172.41,0,2,52,127.7,44.71,0,26,scattered clouds,3,F,6
Southbound,2,3.547278,4,10/29/2019 11:00:00,2019,10,29,11,0,3,3,Late Morning,3,1105,0.97,71.51,181.28,0,3,1,127.7,53.58,0,27,scattered clouds,3,F,6
Southbound,2,3.547433333,4,10/29/2019 12:00:00,2019,10,29,12,0,3,3,Early Afternoon,4,1062,0.86,75.12,170.65,0,2,50,127.71,42.94,0,29,broken clouds,4,F,6
Southbound,2,3.547247972,4,10/29/2019 13:00:00,2019,10,29,13,0,3,3,Early Afternoon,4,945,0.79,78.5,163.24,0,2,43,127.7,35.54,0,29,broken clouds,4,F,6
Southbound,2,3.547658,4,10/29/2019 14:00:00,2019,10,29,14,0,3,3,Early Afternoon,4,988,0.7,75.96,169.22,0,2,49,127.72,41.5,0,30,broken clouds,4,F,6
Southbound,2,3.547300889,4,10/29/2019 15:00:00,2019,10,29,15,0,3,3,Late Afternoon,5,1024,0.88,74.89,170.88,0,2,50,127.7,43.18,0,30,broken clouds,4,F,6
Southbound,2,3.547302667,4,10/29/2019 16:00:00,2019,10,29,16,0,3,3,Late Afternoon,5,947,6.15,81,157.8,0,2,37,127.7,30.1,0,30,broken clouds,4,F,6
Southbound,2,3.547168056,4,10/29/2019 17:00:00,2019,10,29,17,0,3,3,Late Afternoon,5,1230,3.79,79,162.05,0,2,42,127.7,34.35,0,30,broken clouds,4,F,6
Southbound,2,3.547820667,4,10/29/2019 18:00:00,2019,10,29,18,0,3,3,Evening,6,1236,2.98,80.9,159.21,0,2,39,127.72,31.49,0,30,few clouds,2,F,6
Southbound,2,3.5474165,4,10/29/2019 19:00:00,2019,10,29,19,0,3,3,Evening,6,1094,2.99,78.52,162.79,0,2,42,127.71,35.08,0,28,few clouds,2,F,6
Southbound,2,3.547481667,4,10/29/2019 20:00:00,2019,10,29,20,0,3,3,Evening,6,1306,6.86,78.06,163.81,0,2,43,127.71,36.1,0,27,few clouds,2,F,6
Southbound,2,3.547453,4,10/29/2019 21:00:00,2019,10,29,21,0,3,3,Late Evening,7,995,7.54,74.37,173.47,0,2,53,127.71,45.76,0,27,clear sky,1,F,6
Southbound,2,3.547437333,4,10/29/2019 22:00:00,2019,10,29,22,0,3,3,Late Evening,7,856,8.45,65.08,199.14,0,3,19,127.71,71.43,0,26,few clouds,2,F,6
Southbound,2,3.547386667,4,10/29/2019 23:00:00,2019,10,29,23,0,3,3,Late Evening,7,449,0.8,74.18,172.59,0,2,52,127.71,44.88,0,26,few clouds,2,F,6
Southbound,2,3.547306639,4,10/30/2019 0:00:00,2019,10,30,0,0,4,4,Late Night,1,211,0.54,74.82,171.26,0,2,51,127.7,43.56,0,26,few clouds,2,C,3
Southbound,2,3.549103833,4,10/30/2019 1:00:00,2019,10,30,1,0,4,4,Late Night,1,97,0.38,88.04,146.19,0,2,26,127.77,18.42,0,25,few clouds,2,A,1
Southbound,2,3.547486222,4,10/30/2019 2:00:00,2019,10,30,2,0,4,4,Late Night,1,35,2.91,93.88,138.02,0,2,18,127.71,10.31,0,25,few clouds,2,A,1
Southbound,2,3.596249194,4,10/30/2019 5:00:00,2019,10,30,5,0,4,4,Early Morning,2,72,1.26,73.15,175.61,0,2,55,129.46,46.15,0,25,thunderstorm with light rain,13,A,1
