Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Temperature,Weather,Level of Service,Length of Detection (km),Number of Lanes,Day of Week,Time of Day,Derived typical travel time,Derived lost time,Derived gained time
3MB-NB,01/06/2019 00:00,2019,6,1,0,0,4,0,97.67,130.15,0,2,10,0,0,0,0,86.72,146.58,0,26,few clouds,D,3.530949333,4,7,Late Night,127.11,3.04,0.00
3MB-NB,01/06/2019 01:00,2019,6,1,1,0,44,0.2,94.7,135.13,0,2,15,0,0,0,0,90.64,140.36,0,26,thunderstorm,D,3.533952889,4,7,Late Night,127.22,7.91,0.00
3MB-NB,01/06/2019 02:00,2019,6,1,2,0,34,3.37,91.31,139.53,0,2,19,0,0,0,0,97.07,130.99,0,26,thunderstorm,E,3.531999806,4,7,Late Night,127.15,12.38,0.00
3MB-NB,01/06/2019 03:00,2019,6,1,3,0,26,0.1,98.88,128.64,0,2,8,0,0,0,0,98.15,129.52,0,25,thunderstorm,D,3.531218889,4,7,Late Night,127.12,1.52,0.00
3MB-NB,01/06/2019 04:00,2019,6,1,4,0,22,0.03,97.88,130.05,0,2,10,0,0,0,0,98.19,129.46,0,25,thunderstorm,D,3.5310215,4,7,Early Morning,127.12,2.93,0.00
3MB-NB,01/06/2019 05:00,2019,6,1,5,0,31,11.02,85.37,149.47,0,2,29,0,0,0,0,95.98,132.53,0,25,thunderstorm,E,3.533397056,4,7,Early Morning,127.20,22.27,0.00
3MB-NB,01/06/2019 06:00,2019,6,1,6,0,110,0.55,75.09,169.87,0,2,49,0,0,0,0,86.49,147.07,0,25,thunderstorm,F,3.53335675,4,7,Early Morning,127.20,42.67,0.00
3MB-NB,01/06/2019 07:00,2019,6,1,7,0,167,2.51,72.17,176.69,0,2,56,0,0,0,0,82.35,154.39,0,24,thunderstorm with rain,F,3.53167125,4,7,Early Morning,127.14,49.55,0.00
3MB-NB,01/06/2019 08:00,2019,6,1,8,0,170,0.39,76.82,165.94,0,2,45,0,0,0,0,84.98,149.61,0,23,thunderstorm with light rain,F,3.531627167,4,7,Early Morning,127.14,38.80,0.00
3MB-NB,01/06/2019 09:00,2019,6,1,9,0,222,0.93,66.59,192.53,0,3,12,0,0,0,0,83.23,152.74,0,24,thunderstorm with light rain,F,3.531263944,4,7,Late Morning,127.13,65.40,0.00
3MB-NB,01/06/2019 10:00,2019,6,1,10,0,178,0.97,78.29,162.94,0,2,42,0,0,0,0,82.96,153.24,0,25,thunderstorm with light rain,F,3.531330667,4,7,Late Morning,127.13,35.81,0.00
3MB-NB,01/06/2019 11:00,2019,6,1,11,0,209,0.25,79.73,160.3,0,2,40,0,0,0,0,83.29,152.61,0,25,light rain,F,3.530801917,4,7,Late Morning,127.11,33.19,0.00
3MB-NB,01/06/2019 12:00,2019,6,1,12,0,209,2.52,82.46,154.65,0,2,34,0,0,0,0,81.72,155.64,0,28,light rain,E,3.533028,4,7,Early Afternoon,127.19,27.46,0.00
3MB-NB,01/06/2019 13:00,2019,6,1,13,0,218,0.23,82.16,155.11,0,2,35,0,0,0,0,77.43,164.21,0,27,few clouds,E,3.531883417,4,7,Early Afternoon,127.15,27.96,0.00
3MB-NB,01/06/2019 14:00,2019,6,1,14,0,241,0.25,79.48,160.79,0,2,40,0,0,0,0,76.85,165.44,0,29,scattered clouds,F,3.531684444,4,7,Early Afternoon,127.14,33.65,0.00
3MB-NB,01/06/2019 15:00,2019,6,1,15,0,252,0.72,79.37,160.48,0,2,40,0,0,0,0,74.48,170.72,0,30,scattered clouds,F,3.532007111,4,7,Late Afternoon,127.15,33.33,0.00
3MB-NB,01/06/2019 16:00,2019,6,1,16,0,261,0.3,75.96,167.76,0,2,47,0,0,0,0,70.93,179.23,0,29,scattered clouds,F,3.531328861,4,7,Late Afternoon,127.13,40.63,0.00
3MB-NB,01/06/2019 17:00,2019,6,1,17,0,218,0.16,73.41,173.91,0,2,53,0,0,0,0,70.97,179.13,0,29,broken clouds,F,3.531348917,4,7,Late Afternoon,127.13,46.78,0.00
3MB-NB,01/06/2019 18:00,2019,6,1,18,0,334,0.44,72.32,176.48,0,2,56,0,0,0,0,72.05,176.46,0,29,broken clouds,F,3.531650833,4,7,Evening,127.14,49.34,0.00
3MB-NB,01/06/2019 19:00,2019,6,1,19,0,251,0.75,71.64,178.69,0,2,58,0,0,0,0,69.27,183.64,0,28,scattered clouds,F,3.533539667,4,7,Evening,127.21,51.48,0.00
3MB-NB,01/06/2019 20:00,2019,6,1,20,0,248,0.65,69.15,184.6,0,3,4,0,0,0,0,63.34,200.73,0,28,few clouds,F,3.531732833,4,7,Evening,127.14,57.46,0.00
3MB-NB,01/06/2019 21:00,2019,6,1,21,0,235,0.79,63.9,213.48,0,3,33,0,0,0,0,66.39,191.58,0,27,few clouds,F,3.5330545,4,7,Late Evening,127.19,86.29,0.00
3MB-NB,01/06/2019 22:00,2019,6,1,22,0,168,1.05,73.83,173.9,0,2,53,0,0,0,0,71.72,177.5,0,26,few clouds,F,3.536194444,4,7,Late Evening,127.30,46.60,0.00
3MB-NB,01/06/2019 23:00,2019,6,1,23,0,158,0.57,78.12,163.31,0,2,43,0,0,0,0,77.95,163.26,0,26,few clouds,F,3.5350325,4,7,Late Evening,127.26,36.05,0.00
3MB-NB,02/06/2019 00:00,2019,6,2,0,0,115,3.8,90.81,140.21,0,2,20,0,0,0,0,86.2,147.55,0,26,few clouds,E,3.533002778,4,1,Late Night,127.19,13.02,0.00
3MB-NB,02/06/2019 01:00,2019,6,2,1,0,43,0.73,98.8,128.77,0,2,8,0,0,0,0,93.15,136.51,0,26,few clouds,D,3.53219625,4,1,Late Night,127.16,1.61,0.00
3MB-NB,02/06/2019 02:00,2019,6,2,2,0,25,0.37,93.55,135.98,0,2,15,0,0,0,0,95.45,133.18,0,26,few clouds,E,3.531119722,4,1,Late Night,127.12,8.86,0.00
3MB-NB,02/06/2019 03:00,2019,6,2,3,0,29,0.33,104.09,122.26,0,2,2,0,0,0,0,96.48,131.76,0,25,few clouds,A,3.531168,4,1,Late Night,127.12,0.00,4.86
3MB-NB,02/06/2019 04:00,2019,6,2,4,0,15,0.22,108.71,117.29,0,1,57,0,0,0,0,96.96,131.1,0,25,few clouds,A,3.53096,4,1,Early Morning,127.11,0.00,9.82
3MB-NB,02/06/2019 05:00,2019,6,2,5,0,30,0,99.96,127.22,0,2,7,0,0,0,0,95.33,133.36,0,25,few clouds,D,3.531446889,4,1,Early Morning,127.13,0.09,0.00
3MB-NB,02/06/2019 06:00,2019,6,2,6,0,77,1.48,94.62,134.42,0,2,14,0,0,0,0,89.22,142.54,0,25,few clouds,D,3.532616333,4,1,Early Morning,127.17,7.25,0.00
3MB-NB,02/06/2019 07:00,2019,6,2,7,0,113,1.12,87.87,146.06,0,2,26,0,0,0,0,86.81,146.49,0,25,few clouds,E,3.532443583,4,1,Early Morning,127.17,18.89,0.00
3MB-NB,02/06/2019 08:00,2019,6,2,8,0,148,0.51,89.53,144.88,0,2,24,0,0,0,0,89.34,142.29,0,25,scattered clouds,E,3.5311635,4,1,Early Morning,127.12,17.76,0.00
3MB-NB,02/06/2019 09:00,2019,6,2,9,0,130,0.83,89.58,142.58,0,2,22,0,0,0,0,88.62,143.46,0,26,scattered clouds,E,3.531507,4,1,Late Morning,127.13,15.45,0.00
3MB-NB,02/06/2019 10:00,2019,6,2,10,0,163,0.77,90.89,140.29,0,2,20,0,0,0,0,88.29,143.97,0,29,scattered clouds,E,3.53086425,4,1,Late Morning,127.11,13.18,0.00
3MB-NB,02/06/2019 11:00,2019,6,2,11,0,168,0.38,93.48,136.4,0,2,16,0,0,0,0,90.43,140.6,0,29,broken clouds,E,3.531793889,4,1,Late Morning,127.14,9.26,0.00
3MB-NB,02/06/2019 12:00,2019,6,2,12,0,161,2.57,90.38,141.18,0,2,21,0,0,0,0,91.85,138.4,0,29,broken clouds,E,3.531122222,4,1,Early Afternoon,127.12,14.06,0.00
3MB-NB,02/06/2019 13:00,2019,6,2,13,0,177,2.2,93.76,135.94,0,2,15,0,0,0,0,88.2,144.17,0,31,broken clouds,E,3.532165,4,1,Early Afternoon,127.16,8.78,0.00
3MB-NB,02/06/2019 14:00,2019,6,2,14,0,174,0.66,93.31,136.33,0,2,16,0,0,0,0,87.58,145.17,0,31,broken clouds,E,3.5316635,4,1,Early Afternoon,127.14,9.19,0.00
3MB-NB,02/06/2019 15:00,2019,6,2,15,0,184,1.23,88.63,144.15,0,2,24,0,0,0,0,83.78,151.86,0,32,broken clouds,E,3.534119667,4,1,Late Afternoon,127.23,16.92,0.00
3MB-NB,02/06/2019 16:00,2019,6,2,16,0,195,0.77,87.65,145.38,0,2,25,0,0,0,0,86.63,146.81,0,32,broken clouds,E,3.532819528,4,1,Late Afternoon,127.18,18.20,0.00
3MB-NB,02/06/2019 17:00,2019,6,2,17,0,200,1.43,81.54,156.89,0,2,36,0,0,0,0,87.3,145.61,0,31,broken clouds,F,3.5310425,4,1,Late Afternoon,127.12,29.77,0.00
3MB-NB,02/06/2019 18:00,2019,6,2,18,0,174,0.35,84.69,151,0,2,31,0,0,0,0,86.1,147.65,0,29,scattered clouds,E,3.531295833,4,1,Evening,127.13,23.87,0.00
3MB-NB,02/06/2019 19:00,2019,6,2,19,0,192,0.53,81.57,156.76,0,2,36,0,0,0,0,83.55,152.24,0,29,scattered clouds,F,3.533236667,4,1,Evening,127.20,29.56,0.00
3MB-NB,02/06/2019 20:00,2019,6,2,20,0,163,1.34,80.37,159.58,0,2,39,0,0,0,0,77.67,163.69,0,28,scattered clouds,F,3.53161175,4,1,Evening,127.14,32.44,0.00
3MB-NB,02/06/2019 21:00,2019,6,2,21,0,156,0.52,81.17,158.04,0,2,38,0,0,0,0,79.01,160.91,0,28,scattered clouds,F,3.531527528,4,1,Late Evening,127.13,30.91,0.00
3MB-NB,02/06/2019 22:00,2019,6,2,22,0,152,1.08,83.31,153.29,0,2,33,0,0,0,0,81.85,155.37,0,27,few clouds,E,3.532509583,4,1,Late Evening,127.17,26.12,0.00
3MB-NB,02/06/2019 23:00,2019,6,2,23,0,84,8.81,83.28,153.13,0,2,33,0,0,0,0,84.77,149.97,0,27,few clouds,E,3.531376917,4,1,Late Evening,127.13,26.00,0.00
3MB-NB,03/06/2019 00:00,2019,6,3,0,0,47,1.38,91.25,139.38,0,2,19,0,0,0,0,91.59,138.93,0,27,few clouds,E,3.53461075,4,2,Late Night,127.25,12.13,0.00
3MB-NB,03/06/2019 01:00,2019,6,3,1,0,23,0.58,99.23,128.16,0,2,8,0,0,0,0,97.11,130.9,0,27,few clouds,D,3.5310275,4,2,Late Night,127.12,1.04,0.00
3MB-NB,03/06/2019 02:00,2019,6,3,2,0,17,1.15,102.12,124.9,0,2,4,0,0,0,0,98.02,129.69,0,26,few clouds,A,3.5311705,4,2,Late Night,127.12,0.00,2.22
3MB-NB,03/06/2019 06:00,2019,6,3,6,0,304,2.69,87.91,144.99,0,2,24,0,0,0,0,90.54,140.58,0,26,overcast clouds,E,3.535587,4,2,Early Morning,127.28,17.71,0.00
3MB-NB,03/06/2019 07:00,2019,6,3,7,0,300,4.09,89.55,142.3,0,2,22,0,0,0,0,84.09,151.25,0,26,overcast clouds,E,3.532947917,4,2,Early Morning,127.19,15.11,0.00
3MB-NB,03/06/2019 08:00,2019,6,3,8,0,212,2.6,92.41,138.32,0,2,18,0,0,0,0,87.96,144.52,0,26,overcast clouds,E,3.531105333,4,2,Early Morning,127.12,11.20,0.00
3MB-NB,03/06/2019 09:00,2019,6,3,9,0,209,0.96,89.85,142.86,0,2,22,0,0,0,0,86.82,146.43,0,31,overcast clouds,E,3.5314035,4,2,Late Morning,127.13,15.73,0.00
3MB-NB,03/06/2019 10:00,2019,6,3,10,0,209,0.6,82.29,155.35,0,2,35,0,0,0,0,83.36,152.5,0,31,overcast clouds,E,3.531222222,4,2,Late Morning,127.12,28.23,0.00
3MB-NB,03/06/2019 11:00,2019,6,3,11,0,260,0.48,85.7,148.82,0,2,28,0,0,0,0,80.47,157.97,0,31,overcast clouds,E,3.531068306,4,2,Late Morning,127.12,21.70,0.00
3MB-NB,03/06/2019 12:00,2019,6,3,12,0,282,0.43,86.19,147.87,0,2,27,0,0,0,0,80.33,158.24,0,33,overcast clouds,E,3.530949778,4,2,Early Afternoon,127.11,20.76,0.00
3MB-NB,03/06/2019 13:00,2019,6,3,13,0,236,0.63,86.35,148.04,0,2,28,0,0,0,0,79.73,159.45,0,32,scattered clouds,E,3.531374583,4,2,Early Afternoon,127.13,20.91,0.00
3MB-NB,03/06/2019 14:00,2019,6,3,14,0,292,0.43,79.15,161.9,0,2,41,0,0,0,0,80.63,157.66,0,32,scattered clouds,F,3.531146056,4,2,Early Afternoon,127.12,34.78,0.00
3MB-NB,03/06/2019 15:00,2019,6,3,15,0,286,0.47,81.3,156.64,0,2,36,0,0,0,0,79.08,160.75,0,32,scattered clouds,F,3.531141667,4,2,Late Afternoon,127.12,29.52,0.00
3MB-NB,03/06/2019 16:00,2019,6,3,16,0,336,0.52,76.11,168.72,0,2,48,0,0,0,0,74.61,170.58,0,31,few clouds,F,3.5352705,4,2,Late Afternoon,127.27,41.45,0.00
3MB-NB,03/06/2019 17:00,2019,6,3,17,0,344,1.94,69.51,185.09,0,3,5,0,0,0,0,60.65,211.05,0,31,few clouds,F,3.55560625,4,2,Late Afternoon,128.00,57.09,0.00
3MB-NB,03/06/2019 18:00,2019,6,3,18,0,363,0.68,42.05,321.08,0,5,21,3.29,0,0,3,45.16,285.48,0,31,few clouds,F,3.581188,4,2,Evening,128.92,192.16,0.00
3MB-NB,03/06/2019 19:00,2019,6,3,19,0,388,1.36,48.51,320.33,0,5,20,2.54,0,0,2,26.79,479.14,161.35,30,few clouds,F,3.565600167,4,2,Evening,128.36,191.97,0.00
3MB-NB,03/06/2019 20:00,2019,6,3,20,0,315,0.82,54.95,236.47,0,3,56,0,0,0,0,20.53,620.57,302.78,27,few clouds,F,3.538972806,4,2,Evening,127.40,109.07,0.00
3MB-NB,03/06/2019 21:00,2019,6,3,21,0,312,1.42,25.67,607.98,0,10,7,290.19,0,4,50,22.71,568.16,250.37,27,few clouds,F,3.584142667,4,2,Late Evening,129.03,478.95,0.00
3MB-NB,03/06/2019 22:00,2019,6,3,22,0,255,1,11.68,1123.63,0,18,43,805.84,0,13,25,45.42,289.75,0,27,few clouds,F,3.655679167,4,2,Late Evening,131.60,992.03,0.00
3MB-NB,03/06/2019 23:00,2019,6,3,23,0,199,0.43,9.01,1416.69,0,23,36,1098.9,0,18,18,71.03,180.05,0,27,few clouds,F,3.552486528,4,2,Late Evening,127.89,1288.80,0.00
3MB-NB,04/06/2019 00:00,2019,6,4,0,0,186,0.72,31.22,932.27,0,15,32,614.48,0,10,14,85.6,149.03,0,27,few clouds,F,3.543602222,4,3,Late Night,127.57,804.70,0.00
3MB-NB,04/06/2019 01:00,2019,6,4,1,0,47,2.54,80.65,157.95,0,2,37,0,0,0,0,94.66,134.3,0,27,few clouds,F,3.531343889,4,3,Late Night,127.13,30.82,0.00
3MB-NB,04/06/2019 02:00,2019,6,4,2,0,6,0.42,92.19,138.2,0,2,18,0,0,0,0,93.87,135.43,0,27,few clouds,E,3.53133725,4,3,Late Night,127.13,11.07,0.00
3MB-NB,04/06/2019 05:00,2019,6,4,5,0,30,2.74,88.83,143.23,0,2,23,0,0,0,0,91.58,138.82,0,26,few clouds,E,3.531426556,4,3,Early Morning,127.13,16.10,0.00
3MB-NB,04/06/2019 06:00,2019,6,4,6,0,76,3.91,76.33,168.5,0,2,48,0,0,0,0,91.07,139.75,0,26,few clouds,F,3.535286806,4,3,Early Morning,127.27,41.23,0.00
3MB-NB,04/06/2019 07:00,2019,6,4,7,0,136,1.32,72.14,177.26,0,2,57,0,0,0,0,82.68,153.79,0,26,few clouds,F,3.532043667,4,3,Early Morning,127.15,50.11,0.00
3MB-NB,04/06/2019 08:00,2019,6,4,8,0,159,1.86,75.8,168.97,0,2,48,0,0,0,0,85.95,147.92,0,26,scattered clouds,F,3.53159,4,3,Early Morning,127.14,41.83,0.00
3MB-NB,04/06/2019 09:00,2019,6,4,9,0,142,2,75.92,171.32,0,2,51,0,0,0,0,84.85,149.85,0,,,F,3.53188125,4,3,Late Morning,127.15,44.17,0.00
3MB-NB,04/06/2019 10:00,2019,6,4,10,0,178,0.96,87.09,146.26,0,2,26,0,0,0,0,83.35,152.52,0,,,E,3.531261667,4,3,Late Morning,127.13,19.13,0.00
3MB-NB,04/06/2019 11:00,2019,6,4,11,0,180,0.32,85.94,148.5,0,2,28,0,0,0,0,82.11,154.83,0,27,thunderstorm,E,3.53141425,4,3,Late Morning,127.13,21.37,0.00
3MB-NB,04/06/2019 12:00,2019,6,4,12,0,201,0.34,87.6,145.41,0,2,25,0,0,0,0,83.68,151.91,0,28,thunderstorm,E,3.531063556,4,3,Early Afternoon,127.12,18.29,0.00
3MB-NB,04/06/2019 13:00,2019,6,4,13,0,174,0.43,81.08,157.02,0,2,37,0,0,0,0,81.83,155.35,0,29,thunderstorm,F,3.531191806,4,3,Early Afternoon,127.12,29.90,0.00
3MB-NB,04/06/2019 14:00,2019,6,4,14,0,166,3.64,85.19,149.69,0,2,29,0,0,0,0,80.49,157.95,0,29,broken clouds,E,3.53149875,4,3,Early Afternoon,127.13,22.56,0.00
3MB-NB,04/06/2019 15:00,2019,6,4,15,0,232,0.66,86.35,147.49,0,2,27,0,0,0,0,77.11,164.92,0,30,broken clouds,E,3.532494778,4,3,Late Afternoon,127.17,20.32,0.00
3MB-NB,04/06/2019 16:00,2019,6,4,16,0,237,0.31,84.24,151.55,0,2,31,0,0,0,0,66.36,192.37,0,31,broken clouds,E,3.546020333,4,3,Late Afternoon,127.66,23.89,0.00
3MB-NB,04/06/2019 17:00,2019,6,4,17,0,208,0.81,80.61,158.1,0,2,38,0,0,0,0,54.6,234.46,0,30,broken clouds,F,3.555976667,4,3,Late Afternoon,128.02,30.08,0.00
3MB-NB,04/06/2019 18:00,2019,6,4,18,0,239,0.64,81.96,155.42,0,2,35,0,0,0,0,38.96,333.92,16.13,30,scattered clouds,F,3.613756444,4,3,Evening,130.10,25.32,0.00
3MB-NB,04/06/2019 19:00,2019,6,4,19,0,194,1.14,83.36,153.11,0,2,33,0,0,0,0,23.77,542.37,224.58,29,scattered clouds,E,3.581148583,4,3,Evening,128.92,24.19,0.00
3MB-NB,04/06/2019 20:00,2019,6,4,20,0,175,0.95,73.35,175.03,0,2,55,0,0,0,0,21.53,591.24,273.45,28,scattered clouds,F,3.535943667,4,3,Evening,127.29,47.74,0.00
3MB-NB,04/06/2019 21:00,2019,6,4,21,0,138,0.82,73.82,172.58,0,2,52,0,0,0,0,21.81,584.94,267.15,27,few clouds,F,3.5437615,4,3,Late Evening,127.58,45.00,0.00
3MB-NB,04/06/2019 22:00,2019,6,4,22,0,132,0.98,82.65,154.63,0,2,34,0,0,0,0,36.96,354.95,37.16,27,few clouds,E,3.644153333,4,3,Late Evening,131.19,23.44,0.00
3MB-NB,04/06/2019 23:00,2019,6,4,23,0,84,1.76,82.16,155.2,0,2,35,0,0,0,0,66.01,196.23,0,27,overcast clouds,E,3.598095083,4,3,Late Evening,129.53,25.67,0.00
3MB-NB,05/06/2019 00:00,2019,6,5,0,0,41,3.58,89.35,142.75,0,2,22,0,0,0,0,85.96,148.19,0,27,few clouds,E,3.538447889,4,4,Late Night,127.38,15.37,0.00
3MB-NB,05/06/2019 01:00,2019,6,5,1,0,24,0.32,102.05,124.6,0,2,4,0,0,0,0,93.05,136.64,0,27,few clouds,A,3.531764444,4,4,Late Night,127.14,0.00,2.54
3MB-NB,05/06/2019 02:00,2019,6,5,2,0,23,4.07,102.04,124.63,0,2,4,0,0,0,0,91.84,138.45,0,27,few clouds,A,3.532013333,4,4,Late Night,127.15,0.00,2.52
3MB-NB,05/06/2019 03:00,2019,6,5,3,0,12,0.25,97.67,130.22,0,2,10,0,0,0,0,91.78,138.53,0,26,few clouds,D,3.531745389,4,4,Late Night,127.14,3.08,0.00
3MB-NB,05/06/2019 04:00,2019,6,5,4,0,14,0.32,101.55,125.61,0,2,5,0,0,0,0,90.93,139.81,0,26,few clouds,A,3.531367583,4,4,Early Morning,127.13,0.00,1.52
3MB-NB,05/06/2019 05:00,2019,6,5,5,0,25,3.33,94.45,135,0,2,15,0,0,0,0,92.53,137.4,0,26,few clouds,D,3.531561667,4,4,Early Morning,127.14,7.86,0.00
3MB-NB,05/06/2019 06:00,2019,6,5,6,0,90,6.65,89.51,142.43,0,2,22,0,0,0,0,90.89,139.96,0,25,few clouds,E,3.533601222,4,4,Early Morning,127.21,15.22,0.00
3MB-NB,05/06/2019 07:00,2019,6,5,7,0,115,1.08,90.09,142.16,0,2,22,0,0,0,0,82.92,153.43,0,25,few clouds,E,3.534004333,4,4,Early Morning,127.22,14.94,0.00
3MB-NB,05/06/2019 08:00,2019,6,5,8,0,118,2.74,79.56,162.48,0,2,42,0,0,0,0,86.04,147.76,0,26,few clouds,F,3.531464,4,4,Early Morning,127.13,35.35,0.00
3MB-NB,05/06/2019 09:00,2019,6,5,9,0,127,2.36,86.84,147.35,0,2,27,0,0,0,0,85.79,148.21,0,26,broken clouds,E,3.531926639,4,4,Late Morning,127.15,20.20,0.00
3MB-NB,05/06/2019 10:00,2019,6,5,10,0,161,0.32,86.57,147.73,0,2,27,0,0,0,0,84.39,150.63,0,27,scattered clouds,E,3.53101825,4,4,Late Morning,127.12,20.61,0.00
3MB-NB,05/06/2019 11:00,2019,6,5,11,0,173,0.93,87.39,145.73,0,2,25,0,0,0,0,83.06,153.05,0,28,scattered clouds,E,3.531203611,4,4,Late Morning,127.12,18.61,0.00
3MB-NB,05/06/2019 12:00,2019,6,5,12,0,191,0.42,86.62,147.32,0,2,27,0,0,0,0,83.01,153.15,0,29,broken clouds,E,3.53138375,4,4,Early Afternoon,127.13,20.19,0.00
3MB-NB,05/06/2019 13:00,2019,6,5,13,0,223,0.29,83.72,152.94,0,2,32,0,0,0,0,81.34,156.28,0,29,broken clouds,E,3.531059778,4,4,Early Afternoon,127.12,25.82,0.00
3MB-NB,05/06/2019 14:00,2019,6,5,14,0,203,0.74,79.64,160.31,0,2,40,0,0,0,0,80.98,156.97,0,30,broken clouds,F,3.530952944,4,4,Early Afternoon,127.11,33.20,0.00
3MB-NB,05/06/2019 15:00,2019,6,5,15,0,232,0.85,82.08,155.39,0,2,35,0,0,0,0,76.6,166.07,0,30,broken clouds,F,3.533600556,4,4,Late Afternoon,127.21,28.18,0.00
3MB-NB,05/06/2019 16:00,2019,6,5,16,0,220,0.78,82.75,154.08,0,2,34,0,0,0,0,67.63,188.3,0,30,broken clouds,E,3.537424722,4,4,Late Afternoon,127.35,26.73,0.00
3MB-NB,05/06/2019 17:00,2019,6,5,17,0,227,0.31,78.03,163.36,0,2,43,0,0,0,0,55.74,230.05,0,29,thunderstorm with light rain,F,3.561940833,4,4,Late Afternoon,128.23,35.13,0.00
3MB-NB,05/06/2019 18:00,2019,6,5,18,0,242,0.7,79.4,160.71,0,2,40,0,0,0,0,39.27,330.3,12.51,29,thunderstorm,F,3.6030225,4,4,Evening,129.71,31.00,0.00
3MB-NB,05/06/2019 19:00,2019,6,5,19,0,249,0.47,80.54,158.67,0,2,38,0,0,0,0,25.12,509.09,191.3,27,overcast clouds,F,3.552316889,4,4,Evening,127.88,30.79,0.00
3MB-NB,05/06/2019 20:00,2019,6,5,20,0,221,0.64,74.72,170.98,0,2,50,0,0,0,0,21.24,599.71,281.92,29,thunderstorm,F,3.538289,4,4,Evening,127.38,43.60,0.00
3MB-NB,05/06/2019 21:00,2019,6,5,21,0,148,4.12,72.55,177.11,0,2,57,0,0,0,0,18.21,699.68,381.89,27,scattered clouds,F,3.539214667,4,4,Late Evening,127.41,49.70,0.00
3MB-NB,05/06/2019 22:00,2019,6,5,22,0,151,1.41,80.63,159.03,0,2,39,0,0,0,0,29.81,441.79,124,27,few clouds,F,3.658266639,4,4,Late Evening,131.70,27.33,0.00
3MB-NB,05/06/2019 23:00,2019,6,5,23,0,82,1.17,82.63,154.46,0,2,34,0,0,0,0,62.31,208.78,0,27,scattered clouds,E,3.613633833,4,4,Late Evening,130.09,24.37,0.00
3MB-NB,06/06/2019 00:00,2019,6,6,0,0,55,0.62,94.73,134.37,0,2,14,0,0,0,0,86.8,146.79,0,27,scattered clouds,D,3.53927,4,5,Late Night,127.41,6.96,0.00
3MB-NB,06/06/2019 01:00,2019,6,6,1,0,27,0.1,101.27,125.86,0,2,5,0,0,0,0,94.91,133.96,0,27,scattered clouds,A,3.531706556,4,5,Late Night,127.14,0.00,1.28
3MB-NB,06/06/2019 02:00,2019,6,6,2,0,15,0.18,99.47,128.13,0,2,8,0,0,0,0,95.3,133.38,0,26,scattered clouds,D,3.530865,4,5,Late Night,127.11,1.02,0.00
3MB-NB,06/06/2019 05:00,2019,6,6,5,0,55,6.68,77.4,164.6,0,2,44,0,0,0,0,93.32,136.25,0,26,scattered clouds,F,3.531902778,4,5,Early Morning,127.15,37.45,0.00
3MB-NB,06/06/2019 06:00,2019,6,6,6,0,335,2.69,92.88,137.45,0,2,17,0,0,0,0,91.32,139.33,0,26,scattered clouds,E,3.534337667,4,5,Early Morning,127.24,10.21,0.00
3MB-NB,06/06/2019 07:00,2019,6,6,7,0,244,1.73,91.63,139.89,0,2,19,0,0,0,0,83.93,151.47,0,26,scattered clouds,E,3.53135475,4,5,Early Morning,127.13,12.76,0.00
3MB-NB,06/06/2019 08:00,2019,6,6,8,0,190,3.91,91.04,140.05,0,2,20,0,0,0,0,87.73,144.91,0,26,scattered clouds,E,3.531376194,4,5,Early Morning,127.13,12.92,0.00
3MB-NB,06/06/2019 09:00,2019,6,6,9,0,213,0.81,86.76,146.7,0,2,26,0,0,0,0,86.24,147.41,0,27,scattered clouds,E,3.531288444,4,5,Late Morning,127.13,19.57,0.00
3MB-NB,06/06/2019 10:00,2019,6,6,10,0,226,0.85,84.67,150.5,0,2,30,0,0,0,0,83.59,152.1,0,28,broken clouds,E,3.5316775,4,5,Late Morning,127.14,23.36,0.00
3MB-NB,06/06/2019 11:00,2019,6,6,11,0,241,1.03,80.29,159.65,0,2,39,0,0,0,0,82.7,153.72,0,28,broken clouds,F,3.53129,4,5,Late Morning,127.13,32.52,0.00
3MB-NB,06/06/2019 12:00,2019,6,6,12,0,214,0.43,78.22,164.39,0,2,44,0,0,0,0,82.88,153.38,0,29,broken clouds,F,3.531148444,4,5,Early Afternoon,127.12,37.27,0.00
3MB-NB,06/06/2019 13:00,2019,6,6,13,0,245,0.33,58.2,287.04,0,4,47,0,0,0,0,82.7,153.72,0,30,overcast clouds,F,3.53129,4,5,Early Afternoon,127.13,159.91,0.00
3MB-NB,06/06/2019 14:00,2019,6,6,14,0,276,0.38,44.82,480.93,0,8,0,163.14,0,2,43,81.6,155.78,0,30,overcast clouds,F,3.531013333,4,5,Early Afternoon,127.12,353.81,0.00
3MB-NB,06/06/2019 15:00,2019,6,6,15,0,250,0.4,79.7,160.7,0,2,40,0,0,0,0,79.82,159.32,0,30,overcast clouds,F,3.532478444,4,5,Late Afternoon,127.17,33.53,0.00
3MB-NB,06/06/2019 16:00,2019,6,6,16,0,329,0.53,68.7,187.4,0,3,7,0,0,0,0,73.03,174.26,0,30,overcast clouds,F,3.535057722,4,5,Late Afternoon,127.26,60.14,0.00
