Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,,
3MB_ SB,25-01-20 15:00,2020,1,25,15,0,1769,0.2,80.91,158.32,0,2,38,0,0,0,0,80.29,159.03,0,27,scattered clouds
3MB_ SB,25-01-20 16:00,2020,1,25,16,0,2031,0,81.58,156.84,0,2,36,0,0,0,0,80.47,158.68,0,27,scattered clouds
3MB_ SB,25-01-20 17:00,2020,1,25,17,0,1981,0,80.83,158.6,0,2,38,0,0,0,0,81.43,156.82,0,27,scattered clouds
3MB_ SB,25-01-20 18:00,2020,1,25,18,0,1943,0,79.67,161.28,0,2,41,0,0,0,0,81.78,156.15,0,28,scattered clouds
3MB_ SB,25-01-20 19:00,2020,1,25,19,0,1047,0.52,84.44,151.48,0,2,31,0,0,0,0,81.19,157.35,0,28,scattered clouds
3MB_ SB,25-01-20 20:00,2020,1,25,20,0,1297,0.74,78.59,162.92,0,2,42,0,0,0,0,77.2,165.42,0,27,scattered clouds
3MB_ SB,25-01-20 21:00,2020,1,25,21,0,1732,0,77.85,164.81,0,2,44,0,0,0,0,79.48,160.71,0,28,broken clouds
3MB_ SB,25-01-20 22:00,2020,1,25,22,0,1130,0,85.4,149.92,0,2,29,0,0,0,0,81.07,157.5,0,28,broken clouds
3MB_ SB,25-01-20 23:00,2020,1,25,23,0,1020,0,89.3,143.15,0,2,23,0,0,0,0,82.65,154.54,0,28,broken clouds
3MB_ SB,26-01-20 0:00,2020,1,26,0,0,580,0,90.27,141.62,0,2,21,0,0,0,0,86.81,147.1,0,27,broken clouds
3MB_ SB,26-01-20 1:00,2020,1,26,1,0,277,0.06,100.3,127.38,0,2,7,0,0,0,0,89.77,142.25,0,23,haze
3MB_ SB,26-01-20 2:00,2020,1,26,2,0,94,1.63,103.1,124.14,0,2,4,0,0,0,0,92.27,138.4,0,23,haze
3MB_ SB,26-01-20 3:00,2020,1,26,3,0,56,0.85,91.7,140.28,0,2,20,0,0,0,0,89.3,143.02,0,22,haze
3MB_ SB,26-01-20 4:00,2020,1,26,4,0,32,0.91,82.76,154.9,0,2,34,0,0,0,0,90.53,141.06,0,22,haze
3MB_ SB,26-01-20 6:00,2020,1,26,6,0,181,1.02,73.44,177.05,0,2,57,0,0,0,0,78.8,162.19,0,21,haze
3MB_ SB,26-01-20 7:00,2020,1,26,7,0,371,0.69,77.82,164.56,0,2,44,0,0,0,0,77.56,164.89,0,20,haze
3MB_ SB,26-01-20 8:00,2020,1,26,8,0,536,0.57,91.26,140.41,0,2,20,0,0,0,0,81.9,155.97,0,21,haze
3MB_ SB,26-01-20 9:00,2020,1,26,9,0,948,0.23,88.65,144.69,0,2,24,0,0,0,0,82.56,154.69,0,20,haze
3MB_ SB,26-01-20 10:00,2020,1,26,10,0,1187,0,86.81,147.64,0,2,27,0,0,0,0,82.54,154.7,0,21,haze
3MB_ SB,26-01-20 11:00,2020,1,26,11,0,1217,0,87.7,146.32,0,2,26,0,0,0,0,86.53,147.58,0,25,haze
3MB_ SB,26-01-20 12:00,2020,1,26,12,0,1264,0,89.92,142.27,0,2,22,0,0,0,0,86.21,148.13,0,26,broken clouds
3MB_ SB,26-01-20 13:00,2020,1,26,13,0,1263,0,87.89,145.44,0,2,25,0,0,0,0,84.33,151.48,0,26,broken clouds
3MB_ SB,26-01-20 14:00,2020,1,26,14,0,1647,0,86.98,148.47,0,2,28,0,0,0,0,84.3,151.51,0,27,overcast clouds
3MB_ SB,26-01-20 15:00,2020,1,26,15,0,1658,0,86.83,147.41,0,2,27,0,0,0,0,82.36,155.05,0,27,few clouds
3MB_ SB,26-01-20 16:00,2020,1,26,16,0,1835,0,87.03,146.91,0,2,26,0,0,0,0,84.57,151,0,27,few clouds
3MB_ SB,26-01-20 17:00,2020,1,26,17,0,1738,0,86.34,148.32,0,2,28,0,0,0,0,85.2,149.88,0,35,haze
3MB_ SB,26-01-20 18:00,2020,1,26,18,0,1758,0,89.21,143.4,0,2,23,0,0,0,0,82.82,154.26,0,35,haze
3MB_ SB,26-01-20 19:00,2020,1,26,19,0,1673,0,84.99,150.69,0,2,30,0,0,0,0,82.94,154.02,0,33,haze
3MB_ SB,26-01-20 20:00,2020,1,26,20,0,1320,0.36,78.16,164.31,0,2,44,0,0,0,0,77.15,165.53,0,31,haze
3MB_ SB,26-01-20 21:00,2020,1,26,21,0,719,0.7,73.69,176.55,0,2,56,0,0,0,0,79.53,160.57,0,29,haze
3MB_ SB,26-01-20 22:00,2020,1,26,22,0,645,0.57,79.2,162.36,0,2,42,0,0,0,0,82.06,155.63,0,28,haze
3MB_ SB,26-01-20 23:00,2020,1,26,23,0,408,0.55,87.44,146.17,0,2,26,0,0,0,0,85.21,149.87,0,27,haze
3MB_ SB,27-01-20 0:00,2020,1,27,0,0,272,0.72,90.46,141.53,0,2,21,0,0,0,0,87.36,146.21,0,26,haze
3MB_ SB,27-01-20 1:00,2020,1,27,1,0,91,0.74,89.98,142.73,0,2,22,0,0,0,0,88.66,144.04,0,26,haze
3MB_ SB,27-01-20 4:00,2020,1,27,4,0,33,1.88,96.88,132.97,0,2,12,0,0,0,0,83.6,152.96,0,24,haze
3MB_ SB,27-01-20 5:00,2020,1,27,5,0,189,0.9,86.71,147.82,0,2,27,0,0,0,0,89.6,142.56,0,24,haze
3MB_ SB,27-01-20 6:00,2020,1,27,6,0,1212,0.74,65.05,202.02,0,3,22,0,0,0,0,65.75,199.67,0,23,haze
3MB_ SB,27-01-20 7:00,2020,1,27,7,0,1046,14.59,21.53,919.47,0,15,19,600.24,0,10,0,33.63,395.18,75.95,22,haze
3MB_ SB,27-01-20 8:00,2020,1,27,8,0,1721,3.58,8.11,1634.29,0,27,14,1315.06,0,21,55,26.24,490.37,171.14,21,haze
3MB_ SB,27-01-20 9:00,2020,1,27,9,0,1964,0,44.31,485.25,0,8,5,166.02,0,2,46,50.39,267.93,0,20,haze
3MB_ SB,27-01-20 10:00,2020,1,27,10,0,2052,0,78.16,163.69,0,2,43,0,0,0,0,69.72,183.22,0,23,haze
3MB_ SB,27-01-20 11:00,2020,1,27,11,0,1952,0,78.79,162.42,0,2,42,0,0,0,0,72.93,175.1,0,25,haze
3MB_ SB,27-01-20 12:00,2020,1,27,12,0,2013,0,78.7,162.49,0,2,42,0,0,0,0,70.69,180.65,0,28,haze
3MB_ SB,27-01-20 13:00,2020,1,27,13,0,1245,0.6,79.12,161.71,0,2,41,0,0,0,0,74.69,171.06,0,31,haze
3MB_ SB,27-01-20 14:00,2020,1,27,14,0,1939,0,78.69,162.96,0,2,42,0,0,0,0,78.92,161.8,0,32,haze
3MB_ SB,27-01-20 15:00,2020,1,27,15,0,1920,0,82.87,154.43,0,2,34,0,0,0,0,80.39,158.86,0,33,haze
3MB_ SB,27-01-20 16:00,2020,1,27,16,0,1806,0,82.93,154.57,0,2,34,0,0,0,0,81.5,156.72,0,34,haze
3MB_ SB,27-01-20 17:00,2020,1,27,17,0,1815,0.27,82.69,155.07,0,2,35,0,0,0,0,79.33,160.98,0,34,haze
3MB_ SB,27-01-20 18:00,2020,1,27,18,0,2268,0.02,83.72,152.72,0,2,32,0,0,0,0,80.29,159.04,0,33,haze
3MB_ SB,27-01-20 19:00,2020,1,27,19,0,2421,0.02,80.7,158.89,0,2,38,0,0,0,0,79.18,161.33,0,30,haze
3MB_ SB,27-01-20 20:00,2020,1,27,20,0,1167,9.08,75.08,170.86,0,2,50,0,0,0,0,75.54,169.07,0,30,haze
3MB_ SB,27-01-20 21:00,2020,1,27,21,0,973,13.59,79.98,161.09,0,2,41,0,0,0,0,77.3,165.26,0,26,haze
3MB_ SB,27-01-20 22:00,2020,1,27,22,0,797,4.47,76.58,167.47,0,2,47,0,0,0,0,76.93,166,0,25,haze
3MB_ SB,27-01-20 23:00,2020,1,27,23,0,404,0.4,88.06,145.11,0,2,25,0,0,0,0,82.39,155.03,0,25,haze
3MB_ SB,28-01-20 0:00,2020,1,28,0,0,215,0.55,80.84,158.62,0,2,38,0,0,0,0,84.53,151.1,0,25,haze
3MB_ SB,28-01-20 1:00,2020,1,28,1,0,94,1.17,77.43,165.16,0,2,45,0,0,0,0,85.32,149.68,0,25,haze
3MB_ SB,28-01-20 5:00,2020,1,28,5,0,137,0.67,72.35,178.5,0,2,58,0,0,0,0,84.28,151.53,0,22,haze
3MB_ SB,28-01-20 6:00,2020,1,28,6,0,808,0.72,72.77,179.48,0,2,59,0,0,0,0,71.81,180.8,0,22,haze
3MB_ SB,28-01-20 7:00,2020,1,28,7,0,1570,1.9,43.26,364.14,0,6,4,44.91,0,0,44,55.14,231.89,0,21,haze
3MB_ SB,28-01-20 8:00,2020,1,28,8,0,1823,0.05,16.1,799.94,0,13,19,480.71,0,8,0,45.45,282.72,0,21,haze
3MB_ SB,28-01-20 9:00,2020,1,28,9,0,1807,0.28,62.19,268.89,0,4,28,0,0,0,0,68.7,186.9,0,26,clear sky
3MB_ SB,28-01-20 10:00,2020,1,28,10,0,1179,0.71,76.84,166.36,0,2,46,0,0,0,0,73.21,174.45,0,23,haze
3MB_ SB,28-01-20 11:00,2020,1,28,11,0,1164,0.85,78.55,162.95,0,2,42,0,0,0,0,71.45,178.73,0,26,clear sky
3MB_ SB,28-01-20 12:00,2020,1,28,12,0,1435,0.52,70.56,181.84,0,3,1,0,0,0,0,71.73,178.03,0,28,haze
3MB_ SB,28-01-20 13:00,2020,1,28,13,0,2133,0,77.41,165.12,0,2,45,0,0,0,0,74.55,171.3,0,31,haze
3MB_ SB,28-01-20 14:00,2020,1,28,14,0,1928,0,77.61,164.97,0,2,44,0,0,0,0,76.69,166.51,0,32,haze
3MB_ SB,28-01-20 15:00,2020,1,28,15,0,1909,0,81.45,157.63,0,2,37,0,0,0,0,79.65,160.33,0,33,haze
3MB_ SB,28-01-20 16:00,2020,1,28,16,0,1879,0,83.77,153.15,0,2,33,0,0,0,0,80.89,157.87,0,34,haze
3MB_ SB,28-01-20 17:00,2020,1,28,17,0,1879,0.21,83.7,153.09,0,2,33,0,0,0,0,80.18,159.28,0,34,haze
3MB_ SB,28-01-20 18:00,2020,1,28,18,0,2087,0.02,79.67,161.02,0,2,41,0,0,0,0,80.84,157.98,0,34,haze
3MB_ SB,28-01-20 19:00,2020,1,28,19,0,1976,0.18,77.79,165.72,0,2,45,0,0,0,0,78.31,163.11,0,31,haze
3MB_ SB,28-01-20 20:00,2020,1,28,20,0,1050,11.23,79.67,161,0,2,41,0,0,0,0,74.45,171.54,0,29,haze
3MB_ SB,28-01-20 21:00,2020,1,28,21,0,1261,10.55,77.87,165.68,0,2,45,0,0,0,0,75.93,168.17,0,28,haze
3MB_ SB,28-01-20 22:00,2020,1,28,22,0,1938,0.05,78.88,161.91,0,2,41,0,0,0,0,76.8,166.29,0,27,haze
3MB_ SB,28-01-20 23:00,2020,1,28,23,0,1361,0.01,70.92,182.03,0,3,2,0,0,0,0,80.61,158.44,0,27,haze
3MB_ SB,29-01-20 0:00,2020,1,29,0,0,351,0.65,61.09,216.89,0,3,36,0,0,0,0,82.45,154.88,0,27,haze
3MB_ SB,29-01-20 1:00,2020,1,29,1,0,91,0.83,63.69,220.12,0,3,40,0,0,0,0,86.73,147.25,0,27,haze
3MB_ SB,29-01-20 5:00,2020,1,29,5,0,81,1.56,88.3,145.87,0,2,25,0,0,0,0,81.72,156.27,0,24,haze
3MB_ SB,29-01-20 6:00,2020,1,29,6,0,744,0.64,71.99,179.76,0,2,59,0,0,0,0,71.83,180.21,0,24,haze
3MB_ SB,29-01-20 7:00,2020,1,29,7,0,1366,5.87,43.46,343.8,0,5,43,24.57,0,0,24,56.67,225.37,0,23,haze
3MB_ SB,29-01-20 8:00,2020,1,29,8,0,1003,8.79,47.29,318.81,0,5,18,0,0,0,0,53.42,239.31,0,23,haze
3MB_ SB,29-01-20 9:00,2020,1,29,9,0,1068,0.73,77.28,166.19,0,2,46,0,0,0,0,64.45,198.35,0,23,haze
3MB_ SB,29-01-20 10:00,2020,1,29,10,0,1184,0.56,75.81,169.02,0,2,49,0,0,0,0,72.35,176.75,0,25,haze
3MB_ SB,29-01-20 11:00,2020,1,29,11,0,1292,0.8,76.73,166.65,0,2,46,0,0,0,0,70.29,181.73,0,26,haze
3MB_ SB,29-01-20 12:00,2020,1,29,12,0,1347,0.68,74.34,172.27,0,2,52,0,0,0,0,75.11,170.06,0,29,haze
3MB_ SB,29-01-20 13:00,2020,1,29,13,0,1254,0.71,73.93,173.36,0,2,53,0,0,0,0,76.33,167.3,0,31,haze
3MB_ SB,29-01-20 14:00,2020,1,29,14,0,1140,0.7,81.16,157.79,0,2,37,0,0,0,0,78.53,162.64,0,33,haze
3MB_ SB,29-01-20 15:00,2020,1,29,15,0,1227,0.75,79.81,160.76,0,2,40,0,0,0,0,80.74,158.15,0,35,haze
3MB_ SB,29-01-20 16:00,2020,1,29,16,0,1179,3.23,81.57,157.53,0,2,37,0,0,0,0,81.48,156.73,0,36,haze
3MB_ SB,29-01-20 17:00,2020,1,29,17,0,1366,8.3,80.36,159.75,0,2,39,0,0,0,0,81.25,157.16,0,36,haze
3MB_ SB,29-01-20 18:00,2020,1,29,18,0,1204,9.25,87.38,146.38,0,2,26,0,0,0,0,81.83,156.05,0,33,haze
3MB_ SB,29-01-20 19:00,2020,1,29,19,0,2381,2.47,86.86,147.37,0,2,27,0,0,0,0,79.87,159.92,0,31,haze
3MB_ SB,29-01-20 20:00,2020,1,29,20,0,2603,0,74.89,171.68,0,2,51,0,0,0,0,75.42,169.32,0,29,haze
3MB_ SB,29-01-20 21:00,2020,1,29,21,0,1734,5.79,77.17,165.76,0,2,45,0,0,0,0,76.07,167.86,0,28,haze
3MB_ SB,29-01-20 22:00,2020,1,29,22,0,841,3.43,82,157.11,0,2,37,0,0,0,0,78.14,163.48,0,27,haze
3MB_ SB,29-01-20 23:00,2020,1,29,23,0,982,0.12,84.13,152.13,0,2,32,0,0,0,0,80.06,159.5,0,27,haze
3MB_ SB,30-01-20 0:00,2020,1,30,0,0,512,0,92.65,137.91,0,2,17,0,0,0,0,85.4,149.56,0,26,haze
3MB_ SB,30-01-20 1:00,2020,1,30,1,0,152,0.89,79.36,161.76,0,2,41,0,0,0,0,85.14,150.01,0,26,haze
3MB_ SB,30-01-20 5:00,2020,1,30,5,0,93,1.55,75.12,171.21,0,2,51,0,0,0,0,83.37,153.25,0,24,mist
3MB_ SB,30-01-20 6:00,2020,1,30,6,0,790,0.63,74.72,173.36,0,2,53,0,0,0,0,73.31,176.48,0,24,fog
3MB_ SB,30-01-20 7:00,2020,1,30,7,0,1266,0.8,68.54,187.61,0,3,7,0,0,0,0,60.46,211.87,0,24,fog
3MB_ SB,30-01-20 8:00,2020,1,30,8,0,924,2.04,79.72,160.42,0,2,40,0,0,0,0,62.47,204.76,0,24,mist
3MB_ SB,30-01-20 9:00,2020,1,30,9,0,951,0.81,80.23,159.42,0,2,39,0,0,0,0,72.95,175.17,0,25,mist
3MB_ SB,30-01-20 10:00,2020,1,30,10,0,1478,0.39,75.33,170.11,0,2,50,0,0,0,0,76.08,167.87,0,26,haze
3MB_ SB,30-01-20 11:00,2020,1,30,11,0,2114,0,75.19,170.79,0,2,50,0,0,0,0,73.42,173.94,0,27,haze
3MB_ SB,30-01-20 12:00,2020,1,30,12,0,2030,0.08,75.67,169.03,0,2,49,0,0,0,0,74.51,171.42,0,29,haze
3MB_ SB,30-01-20 13:00,2020,1,30,13,0,2000,0,78.22,163.87,0,2,43,0,0,0,0,76.76,166.37,0,30,haze
3MB_ SB,30-01-20 14:00,2020,1,30,14,0,2004,0,80.96,158.1,0,2,38,0,0,0,0,76.52,167.02,0,26,clear sky
3MB_ SB,30-01-20 15:00,2020,1,30,15,0,1819,0,82.31,155.43,0,2,35,0,0,0,0,80.15,159.32,0,27,clear sky
3MB_ SB,30-01-20 16:00,2020,1,30,16,0,1987,0,84.75,151.22,0,2,31,0,0,0,0,78.85,161.95,0,34,haze
3MB_ SB,30-01-20 17:00,2020,1,30,17,0,2222,0.01,83.09,153.75,0,2,33,0,0,0,0,79.37,160.94,0,35,haze
3MB_ SB,30-01-20 18:00,2020,1,30,18,0,2373,0.1,78.33,163.52,0,2,43,0,0,0,0,80.6,158.46,0,34,haze
3MB_ SB,30-01-20 19:00,2020,1,30,19,0,2383,0.01,81.59,157.09,0,2,37,0,0,0,0,79.16,161.34,0,31,haze
3MB_ SB,30-01-20 20:00,2020,1,30,20,0,2419,0,79.76,160.3,0,2,40,0,0,0,0,75.54,169.05,0,29,haze
3MB_ SB,30-01-20 21:00,2020,1,30,21,0,1651,0.38,77.46,165.55,0,2,45,0,0,0,0,75.99,168.05,0,27,clear sky
3MB_ SB,30-01-20 22:00,2020,1,30,22,0,895,2.68,82.41,155.36,0,2,35,0,0,0,0,78.74,162.2,0,28,haze
3MB_ SB,30-01-20 23:00,2020,1,30,23,0,863,6.6,80.27,159.51,0,2,39,0,0,0,0,82.24,155.29,0,27,haze
3MB_ SB,31-01-20 0:00,2020,1,31,0,0,470,0,90.5,141.5,0,2,21,0,0,0,0,85.46,149.45,0,27,clear sky
