Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,,
3MB_ SB,08-01-20 9:00,2020,1,8,9,0,1741,0,79.22,161.94,0,2,41,0,0,0,0,64.45,198.35,0,24,haze
3MB_ SB,08-01-20 10:00,2020,1,8,10,0,1896,0,76.71,167.08,0,2,47,0,0,0,0,72.35,176.75,0,26,haze
3MB_ SB,08-01-20 11:00,2020,1,8,11,0,1356,0,36.24,410.14,0,6,50,90.91,0,1,30,70.29,181.73,0,28,haze
3MB_ SB,08-01-20 12:00,2020,1,8,12,0,2169,0,61.72,218.21,0,3,38,0,0,0,0,75.11,170.06,0,29,haze
3MB_ SB,08-01-20 13:00,2020,1,8,13,0,2011,0,78.31,163.25,0,2,43,0,0,0,0,76.33,167.3,0,33,haze
3MB_ SB,08-01-20 14:00,2020,1,8,14,0,1883,0,76.57,167.09,0,2,47,0,0,0,0,78.53,162.64,0,34,haze
3MB_ SB,08-01-20 15:00,2020,1,8,15,0,1802,0,83.35,153.32,0,2,33,0,0,0,0,80.74,158.15,0,35,haze
3MB_ SB,08-01-20 16:00,2020,1,8,16,0,1873,0,84.22,152.06,0,2,32,0,0,0,0,81.48,156.73,0,35,haze
3MB_ SB,08-01-20 17:00,2020,1,8,17,0,2111,0.03,81.6,156.81,0,2,36,0,0,0,0,81.25,157.16,0,35,haze
3MB_ SB,08-01-20 18:00,2020,1,8,18,0,2212,0.13,80.14,159.88,0,2,39,0,0,0,0,81.85,156.01,0,32,haze
3MB_ SB,08-01-20 19:00,2020,1,8,19,0,1951,1.64,85.55,149.55,0,2,29,0,0,0,0,79.87,159.92,0,31,haze
3MB_ SB,08-01-20 20:00,2020,1,8,20,0,2306,0.01,81.21,157.47,0,2,37,0,0,0,0,75.42,169.32,0,29,haze
3MB_ SB,08-01-20 21:00,2020,1,8,21,0,1794,0.16,78.73,162.36,0,2,42,0,0,0,0,76.05,167.91,0,28,haze
3MB_ SB,08-01-20 22:00,2020,1,8,22,0,1416,0,72.84,176.07,0,2,56,0,0,0,0,78.14,163.48,0,27,haze
3MB_ SB,08-01-20 23:00,2020,1,8,23,0,837,0,78.82,162.26,0,2,42,0,0,0,0,80.06,159.5,0,27,haze
3MB_ SB,09-01-20 0:00,2020,1,9,0,0,421,0,82.75,154.37,0,2,34,0,0,0,0,85.4,149.56,0,27,haze
3MB_ SB,09-01-20 1:00,2020,1,9,1,0,146,0,77.41,165.32,0,2,45,0,0,0,0,85.14,150.01,0,26,haze
3MB_ SB,09-01-20 5:00,2020,1,9,5,0,191,0.38,75.73,179.38,0,2,59,0,0,0,0,83.33,153.31,0,25,haze
3MB_ SB,09-01-20 6:00,2020,1,9,6,0,1430,0,75.72,170.65,0,2,50,0,0,0,0,73.31,176.48,0,25,haze
3MB_ SB,09-01-20 7:00,2020,1,9,7,0,2083,0,65.47,196.31,0,3,16,0,0,0,0,60.46,211.87,0,24,haze
3MB_ SB,09-01-20 8:00,2020,1,9,8,0,1526,0,81.43,157.39,0,2,37,0,0,0,0,62.47,204.76,0,24,haze
3MB_ SB,09-01-20 9:00,2020,1,9,9,0,1603,0,82.06,155.94,0,2,35,0,0,0,0,72.95,175.17,0,24,haze
3MB_ SB,09-01-20 10:00,2020,1,9,10,0,1976,0,78.56,163.04,0,2,43,0,0,0,0,76.08,167.87,0,27,clear sky
3MB_ SB,09-01-20 11:00,2020,1,9,11,0,2069,0,77.01,166.06,0,2,46,0,0,0,0,73.42,173.94,0,28,haze
3MB_ SB,09-01-20 12:00,2020,1,9,12,0,2025,0,77.83,164.54,0,2,44,0,0,0,0,74.51,171.42,0,30,haze
3MB_ SB,09-01-20 13:00,2020,1,9,13,0,2024,0,77.94,164.02,0,2,44,0,0,0,0,76.76,166.37,0,32,haze
3MB_ SB,09-01-20 14:00,2020,1,9,14,0,1906,0,78.75,162.54,0,2,42,0,0,0,0,76.52,167.02,0,34,haze
3MB_ SB,09-01-20 15:00,2020,1,9,15,0,1815,0,82.26,156.26,0,2,36,0,0,0,0,80.15,159.32,0,35,haze
3MB_ SB,09-01-20 16:00,2020,1,9,16,0,1924,0,81.51,156.82,0,2,36,0,0,0,0,78.85,161.95,0,36,haze
3MB_ SB,09-01-20 17:00,2020,1,9,17,0,2223,0,84.84,150.77,0,2,30,0,0,0,0,79.37,160.94,0,34,haze
3MB_ SB,09-01-20 18:00,2020,1,9,18,0,2224,0,78.36,163.2,0,2,43,0,0,0,0,80.6,158.46,0,32,haze
3MB_ SB,09-01-20 19:00,2020,1,9,19,0,2639,0,81.67,156.7,0,2,36,0,0,0,0,79.16,161.34,0,31,haze
3MB_ SB,09-01-20 20:00,2020,1,9,20,0,1831,0,75.06,170.58,0,2,50,0,0,0,0,75.54,169.05,0,29,haze
3MB_ SB,09-01-20 21:00,2020,1,9,21,0,1384,0,74.66,171.44,0,2,51,0,0,0,0,75.99,168.05,0,28,haze
3MB_ SB,09-01-20 22:00,2020,1,9,22,0,1179,0,76.2,167.66,0,2,47,0,0,0,0,78.74,162.2,0,28,haze
3MB_ SB,09-01-20 23:00,2020,1,9,23,0,741,0,85.24,150.72,0,2,30,0,0,0,0,82.24,155.29,0,28,haze
3MB_ SB,10-01-20 0:00,2020,1,10,0,0,369,0,84.35,151.47,0,2,31,0,0,0,0,85.46,149.45,0,27,haze
3MB_ SB,10-01-20 1:00,2020,1,10,1,0,199,0,85.25,149.88,0,2,29,0,0,0,0,89.06,143.39,0,27,haze
3MB_ SB,10-01-20 4:00,2020,1,10,4,0,89,0,77.74,164.82,0,2,44,0,0,0,0,81.52,156.7,0,27,haze
3MB_ SB,10-01-20 5:00,2020,1,10,5,0,189,0.28,80.04,160.97,0,2,40,0,0,0,0,79.62,160.51,0,27,haze
3MB_ SB,10-01-20 6:00,2020,1,10,6,0,1464,0,71.72,179.62,0,2,59,0,0,0,0,73.09,176.2,0,27,haze
3MB_ SB,10-01-20 7:00,2020,1,10,7,0,2223,0,69.92,183.42,0,3,3,0,0,0,0,62.92,203.1,0,27,haze
3MB_ SB,10-01-20 8:00,2020,1,10,8,0,1582,0,78.47,163.3,0,2,43,0,0,0,0,66.16,193.04,0,26,haze
3MB_ SB,10-01-20 9:00,2020,1,10,9,0,1797,0,77.5,165.88,0,2,45,0,0,0,0,70.07,182.26,0,26,haze
3MB_ SB,10-01-20 10:00,2020,1,10,10,0,1768,0,74.74,171.9,0,2,51,0,0,0,0,73.24,174.35,0,28,haze
3MB_ SB,10-01-20 11:00,2020,1,10,11,0,1871,0,75.02,170.55,0,2,50,0,0,0,0,71.82,177.82,0,29,haze
3MB_ SB,10-01-20 12:00,2020,1,10,12,0,2147,0,74.23,172.41,0,2,52,0,0,0,0,72.12,177.06,0,31,haze
3MB_ SB,10-01-20 13:00,2020,1,10,13,0,1904,0,77.12,166.47,0,2,46,0,0,0,0,75.46,169.29,0,32,haze
3MB_ SB,10-01-20 14:00,2020,1,10,14,0,1961,0,78.83,162.13,0,2,42,0,0,0,0,78.08,163.62,0,32,haze
3MB_ SB,10-01-20 15:00,2020,1,10,15,0,1763,0.04,79.25,161.4,0,2,41,0,0,0,0,80.7,158.23,0,32,haze
3MB_ SB,10-01-20 16:00,2020,1,10,16,0,1889,0,81.43,157.49,0,2,37,0,0,0,0,80.57,158.49,0,33,haze
3MB_ SB,10-01-20 17:00,2020,1,10,17,0,1855,0.17,85.4,149.75,0,2,29,0,0,0,0,79.65,160.33,0,33,haze
3MB_ SB,10-01-20 18:00,2020,1,10,18,0,1222,0.73,81.52,156.71,0,2,36,0,0,0,0,78.71,162.27,0,33,haze
3MB_ SB,10-01-20 19:00,2020,1,10,19,0,1337,0.88,80.43,159.03,0,2,39,0,0,0,0,78.95,161.76,0,31,haze
3MB_ SB,10-01-20 20:00,2020,1,10,20,0,1137,0.86,77.03,167.23,0,2,47,0,0,0,0,74.56,171.29,0,30,haze
3MB_ SB,10-01-20 21:00,2020,1,10,21,0,882,0.86,75.85,169.02,0,2,49,0,0,0,0,77.4,164.99,0,29,haze
3MB_ SB,10-01-20 22:00,2020,1,10,22,0,728,0.71,76.72,167.21,0,2,47,0,0,0,0,79.93,159.78,0,29,haze
3MB_ SB,10-01-20 23:00,2020,1,10,23,0,602,0.61,88.48,144.35,0,2,24,0,0,0,0,82.36,155.05,0,28,haze
3MB_ SB,11-01-20 0:00,2020,1,11,0,0,435,0.9,88.58,144.37,0,2,24,0,0,0,0,84.81,150.6,0,28,haze
3MB_ SB,11-01-20 1:00,2020,1,11,1,0,181,0.4,92.85,137.66,0,2,17,0,0,0,0,89.49,142.72,0,28,haze
3MB_ SB,11-01-20 2:00,2020,1,11,2,0,91,1.33,86.44,148.06,0,2,28,0,0,0,0,90.71,140.85,0,28,haze
3MB_ SB,11-01-20 4:00,2020,1,11,4,0,67,1.09,89.8,142.24,0,2,22,0,0,0,0,89.26,143.15,0,27,haze
3MB_ SB,11-01-20 5:00,2020,1,11,5,0,115,0.85,78.81,163.21,0,2,43,0,0,0,0,85.61,149.16,0,27,mist
3MB_ SB,11-01-20 6:00,2020,1,11,6,0,296,0.75,73.18,175.58,0,2,55,0,0,0,0,77.02,166.4,0,27,mist
3MB_ SB,11-01-20 7:00,2020,1,11,7,0,479,0.71,70.22,182.62,0,3,2,0,0,0,0,73.94,172.8,0,27,haze
3MB_ SB,11-01-20 8:00,2020,1,11,8,0,872,0.4,80.55,159.46,0,2,39,0,0,0,0,77.05,165.79,0,27,mist
3MB_ SB,11-01-20 9:00,2020,1,11,9,0,1660,0,77.94,165.29,0,2,45,0,0,0,0,74.06,172.45,0,27,haze
3MB_ SB,11-01-20 10:00,2020,1,11,10,0,1840,0,77.96,164.41,0,2,44,0,0,0,0,72.93,175.14,0,29,haze
3MB_ SB,11-01-20 11:00,2020,1,11,11,0,1734,0,76.75,167.03,0,2,47,0,0,0,0,75.82,168.42,0,30,scattered clouds
3MB_ SB,11-01-20 12:00,2020,1,11,12,0,1896,0.02,76.14,167.92,0,2,47,0,0,0,0,75.86,168.32,0,27,clear sky
3MB_ SB,11-01-20 13:00,2020,1,11,13,0,1068,0.56,74.8,171.36,0,2,51,0,0,0,0,76.79,166.29,0,32,broken clouds
3MB_ SB,11-01-20 14:00,2020,1,11,14,0,1184,0.55,78.64,162.62,0,2,42,0,0,0,0,77.65,164.48,0,32,broken clouds
3MB_ SB,11-01-20 15:00,2020,1,11,15,0,1940,0,79.59,160.79,0,2,40,0,0,0,0,80.29,159.03,0,34,broken clouds
3MB_ SB,11-01-20 16:00,2020,1,11,16,0,2097,0,81.99,156,0,2,36,0,0,0,0,80.47,158.68,0,33,scattered clouds
3MB_ SB,11-01-20 17:00,2020,1,11,17,0,1446,0.31,76.4,167.43,0,2,47,0,0,0,0,81.43,156.82,0,33,few clouds
3MB_ SB,11-01-20 18:00,2020,1,11,18,0,1039,0.67,82.46,155.52,0,2,35,0,0,0,0,81.78,156.15,0,31,scattered clouds
3MB_ SB,11-01-20 19:00,2020,1,11,19,0,978,0.75,82.46,155.25,0,2,35,0,0,0,0,81.19,157.35,0,30,scattered clouds
3MB_ SB,11-01-20 20:00,2020,1,11,20,0,1023,0.86,79.02,162.08,0,2,42,0,0,0,0,77.2,165.42,0,29,scattered clouds
3MB_ SB,11-01-20 21:00,2020,1,11,21,0,896,0.74,77.03,166.03,0,2,46,0,0,0,0,79.48,160.71,0,28,few clouds
3MB_ SB,11-01-20 22:00,2020,1,11,22,0,1102,0.17,77.22,165.71,0,2,45,0,0,0,0,81.07,157.5,0,27,few clouds
3MB_ SB,11-01-20 23:00,2020,1,11,23,0,1062,0,81.65,156.63,0,2,36,0,0,0,0,82.65,154.54,0,27,few clouds
3MB_ SB,12-01-20 0:00,2020,1,12,0,0,497,0.21,88.17,145.08,0,2,25,0,0,0,0,86.81,147.1,0,27,few clouds
3MB_ SB,12-01-20 2:00,2020,1,12,2,0,83,0.87,102.08,125.84,0,2,5,0,0,0,0,92.27,138.4,0,27,few clouds
3MB_ SB,12-01-20 3:00,2020,1,12,3,0,60,1.54,103.02,124.51,0,2,4,0,0,0,0,89.3,143.02,0,27,scattered clouds
3MB_ SB,12-01-20 5:00,2020,1,12,5,0,146,0,97.33,131.81,0,2,11,0,0,0,0,85.16,150.2,0,26,few clouds
3MB_ SB,12-01-20 6:00,2020,1,12,6,0,391,0,79.43,164.63,0,2,44,0,0,0,0,78.8,162.19,0,26,scattered clouds
3MB_ SB,12-01-20 7:00,2020,1,12,7,0,335,0.43,72.41,176.91,0,2,56,0,0,0,0,77.48,165.08,0,26,scattered clouds
3MB_ SB,12-01-20 8:00,2020,1,12,8,0,501,0.48,82.21,157.95,0,2,37,0,0,0,0,81.9,155.97,0,25,few clouds
3MB_ SB,12-01-20 9:00,2020,1,12,9,0,639,0.48,83.11,155.87,0,2,35,0,0,0,0,82.56,154.69,0,25,haze
3MB_ SB,12-01-20 10:00,2020,1,12,10,0,1157,0,86.82,148.24,0,2,28,0,0,0,0,82.54,154.7,0,27,haze
3MB_ SB,12-01-20 11:00,2020,1,12,11,0,1224,0,86.22,148.91,0,2,28,0,0,0,0,86.53,147.58,0,29,haze
3MB_ SB,12-01-20 12:00,2020,1,12,12,0,1141,0.11,90.85,140.82,0,2,20,0,0,0,0,86.21,148.13,0,31,broken clouds
3MB_ SB,12-01-20 13:00,2020,1,12,13,0,783,0.51,85.97,148.92,0,2,28,0,0,0,0,84.33,151.48,0,32,broken clouds
3MB_ SB,12-01-20 14:00,2020,1,12,14,0,805,0.55,86.75,147.39,0,2,27,0,0,0,0,84.3,151.51,0,33,broken clouds
3MB_ SB,12-01-20 15:00,2020,1,12,15,0,917,0.5,85.18,150.21,0,2,30,0,0,0,0,82.36,155.05,0,33,broken clouds
3MB_ SB,12-01-20 16:00,2020,1,12,16,0,925,0.53,83.46,153.41,0,2,33,0,0,0,0,84.57,151,0,35,broken clouds
3MB_ SB,12-01-20 17:00,2020,1,12,17,0,942,0.59,83.27,153.78,0,2,33,0,0,0,0,85.2,149.88,0,34,scattered clouds
3MB_ SB,12-01-20 18:00,2020,1,12,18,0,822,0.66,84.93,150.84,0,2,30,0,0,0,0,82.82,154.26,0,33,few clouds
3MB_ SB,12-01-20 19:00,2020,1,12,19,0,812,0.61,81.17,157.93,0,2,37,0,0,0,0,82.94,154.02,0,31,clear sky
3MB_ SB,12-01-20 20:00,2020,1,12,20,0,809,0.66,77.49,165.35,0,2,45,0,0,0,0,77.15,165.53,0,29,clear sky
3MB_ SB,12-01-20 21:00,2020,1,12,21,0,663,0.5,82.46,155.05,0,2,35,0,0,0,0,79.53,160.57,0,28,clear sky
3MB_ SB,12-01-20 22:00,2020,1,12,22,0,578,0.62,83.7,152.9,0,2,32,0,0,0,0,82.06,155.63,0,27,clear sky
3MB_ SB,12-01-20 23:00,2020,1,12,23,0,434,0.66,83.64,152.73,0,2,32,0,0,0,0,85.2,149.89,0,27,clear sky
3MB_ SB,13-01-20 0:00,2020,1,13,0,0,276,0.58,85.16,150.26,0,2,30,0,0,0,0,87.36,146.21,0,27,clear sky
3MB_ SB,13-01-20 1:00,2020,1,13,1,0,246,0,94.55,135.3,0,2,15,0,0,0,0,88.66,144.04,0,27,clear sky
3MB_ SB,13-01-20 5:00,2020,1,13,5,0,208,1.24,89.78,142.87,0,2,22,0,0,0,0,89.59,142.58,0,27,few clouds
3MB_ SB,13-01-20 6:00,2020,1,13,6,0,1070,0.91,58.52,240.87,0,4,0,0,0,0,0,66.4,197.58,0,26,few clouds
3MB_ SB,13-01-20 7:00,2020,1,13,7,0,1162,7.76,20.14,723.7,0,12,3,404.47,0,6,44,33.63,395.18,75.95,25,few clouds
3MB_ SB,13-01-20 8:00,2020,1,13,8,0,1011,12.2,8.83,1497.73,0,24,57,1178.5,0,19,38,26.24,490.37,171.14,25,few clouds
3MB_ SB,13-01-20 9:00,2020,1,13,9,0,1080,2.42,69.75,238.07,0,3,58,0,0,0,0,51.26,262.12,0,26,haze
3MB_ SB,13-01-20 10:00,2020,1,13,10,0,1990,0,77.42,165.12,0,2,45,0,0,0,0,69.72,183.22,0,28,haze
3MB_ SB,13-01-20 11:00,2020,1,13,11,0,1981,0,74.12,173.25,0,2,53,0,0,0,0,72.93,175.1,0,29,broken clouds
3MB_ SB,13-01-20 12:00,2020,1,13,12,0,1680,0,26.66,625.43,0,10,25,306.2,0,5,6,70.69,180.65,0,31,broken clouds
3MB_ SB,13-01-20 13:00,2020,1,13,13,0,2110,0,46.23,332.01,0,5,32,12.78,0,0,12,74.69,171.06,0,27,broken clouds
3MB_ SB,13-01-20 14:00,2020,1,13,14,0,1419,0.41,78.52,162.76,0,2,42,0,0,0,0,78.92,161.8,0,27,broken clouds
3MB_ SB,13-01-20 15:00,2020,1,13,15,0,1078,0.52,84.87,150.61,0,2,30,0,0,0,0,80.39,158.86,0,28,few clouds
3MB_ SB,13-01-20 16:00,2020,1,13,16,0,1889,0,88.27,144.88,0,2,24,0,0,0,0,81.5,156.72,0,28,few clouds
3MB_ SB,13-01-20 17:00,2020,1,13,17,0,2284,0,80.92,158.19,0,2,38,0,0,0,0,79.33,160.98,0,28,thunderstorm
3MB_ SB,13-01-20 18:00,2020,1,13,18,0,2435,0,81.21,157.76,0,2,37,0,0,0,0,80.29,159.04,0,29,few clouds
3MB_ SB,13-01-20 19:00,2020,1,13,19,0,2438,0,81.5,157.17,0,2,37,0,0,0,0,79.18,161.33,0,28,clear sky
3MB_ SB,13-01-20 20:00,2020,1,13,20,0,2334,0.01,75.56,170.15,0,2,50,0,0,0,0,75.54,169.05,0,29,few clouds
3MB_ SB,13-01-20 21:00,2020,1,13,21,0,1849,0,80.28,159.21,0,2,39,0,0,0,0,77.3,165.26,0,28,few clouds
3MB_ SB,13-01-20 22:00,2020,1,13,22,0,1144,0.3,83.49,153.09,0,2,33,0,0,0,0,76.93,166,0,27,clear sky
3MB_ SB,13-01-20 23:00,2020,1,13,23,0,470,0.77,84.1,152.17,0,2,32,0,0,0,0,82.39,155.03,0,27,clear sky
3MB_ SB,14-01-20 0:00,2020,1,14,0,0,205,0.79,76.37,167.4,0,2,47,0,0,0,0,84.53,151.1,0,28,few clouds
3MB_ SB,14-01-20 1:00,2020,1,14,1,0,81,0.75,77.61,164.64,0,2,44,0,0,0,0,85.32,149.68,0,28,few clouds
3MB_ SB,14-01-20 5:00,2020,1,14,5,0,117,1.83,90.52,142.01,0,2,22,0,0,0,0,84.35,151.41,0,27,scattered clouds
3MB_ SB,14-01-20 6:00,2020,1,14,6,0,913,0.62,69.15,188.94,0,3,8,0,0,0,0,70.87,183.22,0,26,few clouds
3MB_ SB,14-01-20 7:00,2020,1,14,7,0,1344,4.85,45.82,309.28,0,5,9,0,0,0,0,55.14,231.89,0,26,few clouds
3MB_ SB,14-01-20 8:00,2020,1,14,8,0,1728,4.41,32.49,540.82,0,9,0,221.59,0,3,41,45.45,282.72,0,26,mist
3MB_ SB,14-01-20 9:00,2020,1,14,9,0,1717,0,81.04,157.7,0,2,37,0,0,0,0,68.7,186.9,0,27,mist
3MB_ SB,14-01-20 10:00,2020,1,14,10,0,1620,0.27,76.84,166.6,0,2,46,0,0,0,0,73.21,174.45,0,28,haze
3MB_ SB,14-01-20 11:00,2020,1,14,11,0,1145,0.7,76.78,166.49,0,2,46,0,0,0,0,71.45,178.73,0,29,scattered clouds
3MB_ SB,14-01-20 12:00,2020,1,14,12,0,1972,0.14,75.09,170.3,0,2,50,0,0,0,0,71.73,178.03,0,31,scattered clouds
3MB_ SB,14-01-20 13:00,2020,1,14,13,0,2194,0,76.09,168.07,0,2,48,0,0,0,0,74.55,171.3,0,31,broken clouds
3MB_ SB,14-01-20 14:00,2020,1,14,14,0,1198,0.68,78.35,163.56,0,2,43,0,0,0,0,76.69,166.51,0,34,broken clouds
3MB_ SB,14-01-20 15:00,2020,1,14,15,0,1266,0.78,78.1,163.85,0,2,43,0,0,0,0,79.65,160.33,0,35,broken clouds
3MB_ SB,14-01-20 16:00,2020,1,14,16,0,1131,0.83,84.57,151.31,0,2,31,0,0,0,0,80.89,157.87,0,35,broken clouds
3MB_ SB,14-01-20 17:00,2020,1,14,17,0,1222,0.9,85.24,150.09,0,2,30,0,0,0,0,80.18,159.28,0,35,scattered clouds
3MB_ SB,14-01-20 18:00,2020,1,14,18,0,1351,5.27,81.86,156.25,0,2,36,0,0,0,0,80.88,157.9,0,33,few clouds
3MB_ SB,14-01-20 19:00,2020,1,14,19,0,1270,8.94,74.74,171.61,0,2,51,0,0,0,0,78.31,163.11,0,31,few clouds
3MB_ SB,14-01-20 20:00,2020,1,14,20,0,1219,10.59,74.09,173.18,0,2,53,0,0,0,0,74.45,171.54,0,29,few clouds
3MB_ SB,14-01-20 21:00,2020,1,14,21,0,1091,4.07,79.18,161.93,0,2,41,0,0,0,0,75.93,168.17,0,29,few clouds
3MB_ SB,14-01-20 22:00,2020,1,14,22,0,754,0.79,82.18,155.82,0,2,35,0,0,0,0,76.8,166.29,0,28,few clouds
3MB_ SB,14-01-20 23:00,2020,1,14,23,0,660,0.5,83.34,154.39,0,2,34,0,0,0,0,80.61,158.44,0,28,few clouds
3MB_ SB,15-01-20 0:00,2020,1,15,0,0,412,0,85.86,149.3,0,2,29,0,0,0,0,82.45,154.88,0,28,few clouds
3MB_ SB,15-01-20 1:00,2020,1,15,1,0,127,1.92,100.29,127.54,0,2,7,0,0,0,0,86.73,147.25,0,28,few clouds
3MB_ SB,15-01-20 2:00,2020,1,15,2,0,49,0.71,83.62,153.66,0,2,33,0,0,0,0,85.3,149.76,0,27,few clouds
3MB_ SB,15-01-20 5:00,2020,1,15,5,0,86,5.94,86.72,148.59,0,2,28,0,0,0,0,81.7,156.3,0,27,few clouds
3MB_ SB,15-01-20 6:00,2020,1,15,6,0,867,0.74,70.83,183.59,0,3,3,0,0,0,0,71.83,180.21,0,26,scattered clouds
3MB_ SB,15-01-20 7:00,2020,1,15,7,0,1240,2.15,59.42,219.71,0,3,39,0,0,0,0,56.67,225.37,0,26,broken clouds
3MB_ SB,15-01-20 8:00,2020,1,15,8,0,1007,6.64,54.11,274.25,0,4,34,0,0,0,0,53.42,239.31,0,26,broken clouds
3MB_ SB,15-01-20 9:00,2020,1,15,9,0,937,0.7,80.22,159.34,0,2,39,0,0,0,0,64.65,197.71,0,27,broken clouds
3MB_ SB,15-01-20 10:00,2020,1,15,10,0,1187,0.75,77.57,165.33,0,2,45,0,0,0,0,72.35,176.75,0,27,scattered clouds
3MB_ SB,15-01-20 11:00,2020,1,15,11,0,1168,0.72,76.72,166.77,0,2,46,0,0,0,0,70.29,181.73,0,29,scattered clouds
3MB_ SB,15-01-20 12:00,2020,1,15,12,0,1217,0.75,74.25,172.29,0,2,52,0,0,0,0,75.11,170.06,0,31,few clouds
3MB_ SB,15-01-20 13:00,2020,1,15,13,0,1222,0.58,73.34,174.91,0,2,54,0,0,0,0,76.33,167.3,0,33,clear sky
3MB_ SB,15-01-20 14:00,2020,1,15,14,0,1087,0.75,78.21,163.52,0,2,43,0,0,0,0,78.53,162.64,0,34,clear sky
3MB_ SB,15-01-20 15:00,2020,1,15,15,0,1089,0.76,80.84,158.67,0,2,38,0,0,0,0,80.74,158.15,0,35,clear sky
3MB_ SB,15-01-20 16:00,2020,1,15,16,0,1046,0.68,82.71,154.6,0,2,34,0,0,0,0,81.45,156.78,0,36,clear sky
3MB_ SB,15-01-20 17:00,2020,1,15,17,0,1170,0.75,82.09,157,0,2,37,0,0,0,0,81.27,157.13,0,35,clear sky
3MB_ SB,15-01-20 18:00,2020,1,15,18,0,1293,0.69,78.73,163.06,0,2,43,0,0,0,0,81.85,156.01,0,33,clear sky
3MB_ SB,15-01-20 19:00,2020,1,15,19,0,1239,10.82,78.61,163.87,0,2,43,0,0,0,0,79.87,159.92,0,32,clear sky
3MB_ SB,15-01-20 20:00,2020,1,15,20,0,1413,8.43,74.66,171.67,0,2,51,0,0,0,0,75.42,169.32,0,29,clear sky
3MB_ SB,15-01-20 21:00,2020,1,15,21,0,911,2.62,82.93,154.68,0,2,34,0,0,0,0,76.05,167.91,0,28,clear sky
3MB_ SB,15-01-20 22:00,2020,1,15,22,0,720,0.85,78.08,164.83,0,2,44,0,0,0,0,78.14,163.48,0,28,clear sky
3MB_ SB,15-01-20 23:00,2020,1,15,23,0,573,0.72,81.45,157.1,0,2,37,0,0,0,0,80.06,159.5,0,28,clear sky
3MB_ SB,16-01-20 0:00,2020,1,16,0,0,443,0,82.67,154.6,0,2,34,0,0,0,0,85.4,149.56,0,28,few clouds
3MB_ SB,16-01-20 1:00,2020,1,16,1,0,193,0.32,78.84,164.49,0,2,44,0,0,0,0,85.14,150.01,0,27,few clouds
3MB_ SB,16-01-20 5:00,2020,1,16,5,0,114,0.92,75.35,186.33,0,3,6,0,0,0,0,83.33,153.31,0,27,scattered clouds
3MB_ SB,16-01-20 6:00,2020,1,16,6,0,888,0.62,69.69,189.15,0,3,9,0,0,0,0,73.31,176.48,0,27,broken clouds
3MB_ SB,16-01-20 7:00,2020,1,16,7,0,2284,0.07,37.74,347.99,0,5,47,28.76,0,0,28,60.46,211.87,0,26,scattered clouds
3MB_ SB,16-01-20 8:00,2020,1,16,8,0,2052,0.01,29.28,471.86,0,7,51,152.63,0,2,32,62.47,204.76,0,26,mist
3MB_ SB,16-01-20 9:00,2020,1,16,9,0,1897,0,73.8,176,0,2,56,0,0,0,0,72.95,175.17,0,26,mist
3MB_ SB,16-01-20 10:00,2020,1,16,10,0,2071,0,76.61,167.4,0,2,47,0,0,0,0,76.08,167.87,0,27,haze
3MB_ SB,16-01-20 11:00,2020,1,16,11,0,2219,0,31.51,423.76,0,7,3,104.53,0,1,44,73.42,173.94,0,29,scattered clouds
3MB_ SB,16-01-20 12:00,2020,1,16,12,0,2308,0,66.68,199.47,0,3,19,0,0,0,0,74.51,171.42,0,30,scattered clouds
3MB_ SB,16-01-20 13:00,2020,1,16,13,0,2164,0,79.42,161.05,0,2,41,0,0,0,0,76.76,166.37,0,33,scattered clouds
3MB_ SB,16-01-20 14:00,2020,1,16,14,0,1628,0.31,78.87,162.03,0,2,42,0,0,0,0,76.52,167.02,0,33,scattered clouds
3MB_ SB,16-01-20 15:00,2020,1,16,15,0,1173,0.81,80.93,158.01,0,2,38,0,0,0,0,80.15,159.32,0,34,few clouds
3MB_ SB,16-01-20 16:00,2020,1,16,16,0,2113,0,83.73,152.79,0,2,32,0,0,0,0,78.85,161.95,0,35,few clouds
3MB_ SB,16-01-20 17:00,2020,1,16,17,0,2384,0,78.85,162.2,0,2,42,0,0,0,0,79.37,160.94,0,35,few clouds
3MB_ SB,16-01-20 18:00,2020,1,16,18,0,2567,0,78.7,163.64,0,2,43,0,0,0,0,80.6,158.46,0,33,clear sky
3MB_ SB,16-01-20 19:00,2020,1,16,19,0,2751,0.02,80.12,159.78,0,2,39,0,0,0,0,79.16,161.34,0,31,clear sky
3MB_ SB,16-01-20 20:00,2020,1,16,20,0,2069,2.18,75.69,169.48,0,2,49,0,0,0,0,75.49,169.16,0,29,clear sky
3MB_ SB,16-01-20 21:00,2020,1,16,21,0,1645,0,74.83,172.31,0,2,52,0,0,0,0,75.99,168.05,0,29,clear sky
3MB_ SB,16-01-20 22:00,2020,1,16,22,0,1374,0,75.99,168.91,0,2,48,0,0,0,0,78.74,162.2,0,28,clear sky
3MB_ SB,16-01-20 23:00,2020,1,16,23,0,872,0,78.83,164.05,0,2,44,0,0,0,0,82.24,155.29,0,28,clear sky
