Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Congestion Alarm,Temperature,Weather
3MB-SB,23-06-19 22:00,2019,6,23,22,0,401,0.72,76.87,167.17,0,2,47,0,0,0,0,82.19,155.38,0,,25,scattered clouds
3MB-SB,23-06-19 23:00,2019,6,23,23,0,277,0.46,78.04,163.82,0,2,43,0,0,0,0,85.08,150.08,0,,25,scattered clouds
3MB-SB,24-06-19 0:00,2019,6,24,0,0,181,0.74,85.67,149.3,0,2,29,0,0,0,0,87.33,146.27,0,,25,light rain
3MB-SB,24-06-19 1:00,2019,6,24,1,0,85,0.53,92.65,137.87,0,2,17,0,0,0,0,88.59,144.15,0,,25,light rain
3MB-SB,24-06-19 3:00,2019,6,24,3,0,30,4.92,88.07,145.73,0,2,25,0,0,0,0,89.74,142.55,0,,24,light rain
3MB-SB,24-06-19 5:00,2019,6,24,5,0,138,0.65,84.93,151.36,0,2,31,0,0,0,0,88.67,144.04,0,,24,light rain
3MB-SB,24-06-19 6:00,2019,6,24,6,0,789,0.89,57.57,239.25,0,3,59,0,0,0,0,64.55,204.08,0,,25,scattered clouds
3MB-SB,24-06-19 7:00,2019,6,24,7,0,808,10.15,24.06,676.78,0,11,16,357.55,0,5,57,31.22,429.41,110.18,,24,moderate rain
3MB-SB,24-06-19 8:00,2019,6,24,8,0,877,7.26,19.84,781.09,0,13,1,461.86,0,7,41,23.52,546.06,226.83,,25,scattered clouds
3MB-SB,24-06-19 9:00,2019,6,24,9,0,1060,0,73.91,176.17,0,2,56,0,0,0,0,47.53,287.01,0,,27,light rain
3MB-SB,24-06-19 10:00,2019,6,24,10,0,1327,0,75.62,169.21,0,2,49,0,0,0,0,69.25,184.5,0,,27,scattered clouds
3MB-SB,24-06-19 11:00,2019,6,24,11,0,1502,0,78.52,163.04,0,2,43,0,0,0,0,72.59,175.91,0,,27,broken clouds
3MB-SB,24-06-19 12:00,2019,6,24,12,0,1477,0,77.31,165.44,0,2,45,0,0,0,0,70.33,181.57,0,,29,broken clouds
3MB-SB,24-06-19 13:00,2019,6,24,13,0,1254,0,74.7,171.76,0,2,51,0,0,0,0,74.21,172.18,0,,30,broken clouds
3MB-SB,24-06-19 14:00,2019,6,24,14,0,1376,0,81.47,157,0,2,37,0,0,0,0,78.93,161.8,0,,30,broken clouds
3MB-SB,24-06-19 15:00,2019,6,24,15,0,1076,0,58.93,225.16,0,3,45,0,0,0,0,80.27,159.1,0,,28,light rain
3MB-SB,24-06-19 16:00,2019,6,24,16,0,983,0.53,74.07,172.66,0,2,52,0,0,0,0,81.45,156.81,0,,22,thunderstorm with rain
3MB-SB,24-06-19 17:00,2019,6,24,17,0,901,1.41,73.41,174.25,0,2,54,0,0,0,0,79.17,161.3,0,,28,light rain
3MB-SB,24-06-19 18:00,2019,6,24,18,0,1710,0.01,76.27,167.87,0,2,47,0,0,0,0,80,159.63,0,,22,thunderstorm with light rain
3MB-SB,24-06-19 19:00,2019,6,24,19,0,1840,0,78.96,161.83,0,2,41,0,0,0,0,79.27,161.14,0,,23,thunderstorm with light rain
3MB-SB,24-06-19 20:00,2019,6,24,20,0,1423,0.07,80.35,159.18,0,2,39,0,0,0,0,75.36,169.46,0,,23,thunderstorm
3MB-SB,24-06-19 21:00,2019,6,24,21,0,1196,5.32,74.69,171.17,0,2,51,0,0,0,0,77.2,165.46,0,,23,light intensity drizzle
3MB-SB,24-06-19 22:00,2019,6,24,22,0,1321,0.73,64.21,200.54,0,3,20,0,0,0,0,76.58,166.77,0,,23,light intensity drizzle
3MB-SB,24-06-19 23:00,2019,6,24,23,0,863,0.07,64.34,202.96,0,3,22,0,0,0,0,82.79,154.29,0,,23,scattered clouds
3MB-SB,25-06-19 0:00,2019,6,25,0,0,135,0.7,73.66,182.19,0,3,2,0,0,0,0,84.14,151.78,0,,23,light intensity drizzle
3MB-SB,25-06-19 1:00,2019,6,25,1,0,47,1.72,80.48,158.91,0,2,38,0,0,0,0,84.62,150.92,0,,24,heavy intensity rain
3MB-SB,25-06-19 5:00,2019,6,25,5,0,124,0.13,96.39,132.84,0,2,12,0,0,0,0,84.41,151.3,0,,23,light intensity drizzle
3MB-SB,25-06-19 6:00,2019,6,25,6,0,1212,0,70.49,183.66,0,3,3,0,0,0,0,70.15,185.1,0,,23,mist
3MB-SB,25-06-19 7:00,2019,6,25,7,0,1169,2.38,62.43,209,0,3,29,0,0,0,0,53.49,239.21,0,,23,mist
3MB-SB,25-06-19 8:00,2019,6,25,8,0,808,9.45,27.31,499.66,0,8,19,180.43,0,3,0,43.01,298.82,0,,24,overcast clouds
3MB-SB,25-06-19 9:00,2019,6,25,9,0,1086,0,74.66,172.03,0,2,52,0,0,0,0,67.92,189.59,0,,23,light rain
3MB-SB,25-06-19 10:00,2019,6,25,10,0,1215,0,78.52,162.97,0,2,42,0,0,0,0,73.16,174.57,0,,25,light rain
3MB-SB,25-06-19 11:00,2019,6,25,11,0,835,0.58,79.26,161.17,0,2,41,0,0,0,0,71.16,179.46,0,,25,mist
3MB-SB,25-06-19 12:00,2019,6,25,12,0,855,0.59,77.82,164.41,0,2,44,0,0,0,0,71.88,177.66,0,,27,broken clouds
3MB-SB,25-06-19 13:00,2019,6,25,13,0,1265,0.06,67.33,198.09,0,3,18,0,0,0,0,74.4,171.65,0,,29,broken clouds
3MB-SB,25-06-19 14:00,2019,6,25,14,0,1293,0,70.39,185.4,0,3,5,0,0,0,0,76.97,165.91,0,,26,light rain
3MB-SB,25-06-19 15:00,2019,6,25,15,0,1442,0,81.19,157.8,0,2,37,0,0,0,0,79.44,160.77,0,,27,light rain
3MB-SB,25-06-19 16:00,2019,6,25,16,0,1105,0.06,63.83,203.93,0,3,23,0,0,0,0,81.04,157.58,0,,27,light rain
3MB-SB,25-06-19 17:00,2019,6,25,17,0,1197,0.22,71.63,178.94,0,2,58,0,0,0,0,80.16,159.31,0,,,
3MB-SB,25-06-19 18:00,2019,6,25,18,0,1847,0,82.71,154.48,0,2,34,0,0,0,0,80.75,158.14,0,,25,light rain
3MB-SB,25-06-19 19:00,2019,6,25,19,0,1923,0,85.04,150.32,0,2,30,0,0,0,0,77.86,164.04,0,,25,light rain
3MB-SB,25-06-19 20:00,2019,6,25,20,0,1540,0.01,66.96,191.73,0,3,11,0,0,0,0,74.43,171.58,0,,,
3MB-SB,25-06-19 21:00,2019,6,25,21,0,1466,1.48,82.2,155.43,0,2,35,0,0,0,0,75.9,168.26,0,,24,light rain
3MB-SB,25-06-19 22:00,2019,6,25,22,0,659,6.12,70.34,182.35,0,3,2,0,0,0,0,76.44,167.07,0,,24,light rain
3MB-SB,25-06-19 23:00,2019,6,25,23,0,408,2.15,82.48,155.3,0,2,35,0,0,0,0,80.3,159.05,0,,24,light rain
3MB-SB,26-06-19 0:00,2019,6,26,0,0,163,0.83,85.5,149.5,0,2,29,0,0,0,0,82.2,155.36,0,,24,light rain
3MB-SB,26-06-19 5:00,2019,6,26,5,0,66,0.86,81.54,157.49,0,2,37,0,0,0,0,82.16,155.44,0,,24,light rain
3MB-SB,26-06-19 6:00,2019,6,26,6,0,590,0.6,72.57,179.31,0,2,59,0,0,0,0,71.69,180.59,0,,24,light rain
3MB-SB,26-06-19 7:00,2019,6,26,7,0,811,0.55,64.11,211.82,0,3,31,0,0,0,0,55.48,230.21,0,,24,light rain
3MB-SB,26-06-19 8:00,2019,6,26,8,0,626,0.47,80.95,158.32,0,2,38,0,0,0,0,52.61,243.17,0,,24,light rain
3MB-SB,26-06-19 9:00,2019,6,26,9,0,682,0.79,71.04,180.17,0,3,0,0,0,0,0,64.51,198.19,0,,26,moderate rain
3MB-SB,26-06-19 10:00,2019,6,26,10,0,1137,0.27,73.08,174.83,0,2,54,0,0,0,0,72.21,177.09,0,,26,moderate rain
3MB-SB,26-06-19 11:00,2019,6,26,11,0,1381,0,75.85,168.81,0,2,48,0,0,0,0,70.09,182.24,0,,26,moderate rain
3MB-SB,26-06-19 12:00,2019,6,26,12,0,1484,0,71.44,179.57,0,2,59,0,0,0,0,74.9,170.53,0,,27,light rain
3MB-SB,26-06-19 13:00,2019,6,26,13,0,1440,0,70.64,181.34,0,3,1,0,0,0,0,76.38,167.18,0,,27,moderate rain
3MB-SB,26-06-19 14:00,2019,6,26,14,0,1348,0,69.39,184.15,0,3,4,0,0,0,0,78.53,162.62,0,,27,moderate rain
3MB-SB,26-06-19 15:00,2019,6,26,15,0,1290,0,77.42,165.07,0,2,45,0,0,0,0,80.62,158.39,0,,27,moderate rain
3MB-SB,26-06-19 16:00,2019,6,26,16,0,1403,0,82.4,155.42,0,2,35,0,0,0,0,81.49,156.69,0,,27,moderate rain
3MB-SB,26-06-19 17:00,2019,6,26,17,0,1409,0,84.03,152.22,0,2,32,0,0,0,0,81.28,157.1,0,,27,moderate rain
3MB-SB,26-06-19 18:00,2019,6,26,18,0,1619,0,72.92,178.08,0,2,58,0,0,0,0,81.71,156.27,0,,25,broken clouds
3MB-SB,26-06-19 19:00,2019,6,26,19,0,1640,0,77.75,164.5,0,2,44,0,0,0,0,79.99,159.68,0,,25,broken clouds
3MB-SB,26-06-19 20:00,2019,6,26,20,0,1446,0,73.83,173.27,0,2,53,0,0,0,0,75.39,169.39,0,,25,broken clouds
3MB-SB,26-06-19 21:00,2019,6,26,21,0,1360,0,77.54,165.58,0,2,45,0,0,0,0,76.45,167.03,0,,24,light rain
3MB-SB,26-06-19 22:00,2019,6,26,22,0,880,0,60.39,215.79,0,3,35,0,0,0,0,78.13,163.5,0,,24,light rain
3MB-SB,26-06-19 23:00,2019,6,26,23,0,824,0.01,74.49,171.77,0,2,51,0,0,0,0,80.01,159.62,0,,24,light rain
3MB-SB,27-06-19 0:00,2019,6,27,0,0,226,0.98,79.42,160.94,0,2,40,0,0,0,0,85.25,149.82,0,,24,light rain
3MB-SB,27-06-19 1:00,2019,6,27,1,0,90,0.8,82.74,155.39,0,2,35,0,0,0,0,85.31,149.72,0,,24,light rain
3MB-SB,27-06-19 6:00,2019,6,27,6,0,1087,0,72.95,177.22,0,2,57,0,0,0,0,73.13,176.89,0,,24,light rain
3MB-SB,27-06-19 7:00,2019,6,27,7,0,1040,0.35,71.42,180.8,0,3,0,0,0,0,0,60.66,211.07,0,,24,light rain
3MB-SB,27-06-19 8:00,2019,6,27,8,0,977,0.03,85.87,149.21,0,2,29,0,0,0,0,62.44,204.85,0,,24,light rain
3MB-SB,27-06-19 9:00,2019,6,27,9,0,1317,0,87.62,146.09,0,2,26,0,0,0,0,72.64,175.9,0,,25,moderate rain
3MB-SB,27-06-19 10:00,2019,6,27,10,0,890,0.47,79.99,159.93,0,2,39,0,0,0,0,74.94,170.43,0,,25,moderate rain
3MB-SB,27-06-19 11:00,2019,6,27,11,0,864,0.61,74.82,171.48,0,2,51,0,0,0,0,73.04,174.85,0,,25,moderate rain
3MB-SB,27-06-19 12:00,2019,6,27,12,0,929,0.48,75.17,170.19,0,2,50,0,0,0,0,74.67,171.08,0,,27,light rain
3MB-SB,27-06-19 13:00,2019,6,27,13,0,1304,0,59.51,230.53,0,3,50,0,0,0,0,76.5,166.93,0,,27,moderate rain
3MB-SB,27-06-19 14:00,2019,6,27,14,0,1478,0,68.16,194.47,0,3,14,0,0,0,0,76.67,166.69,0,,27,moderate rain
3MB-SB,27-06-19 15:00,2019,6,27,15,0,989,0.26,80.53,159.05,0,2,39,0,0,0,0,80.38,158.87,0,,27,light rain
3MB-SB,27-06-19 16:00,2019,6,27,16,0,851,0.48,77.76,164.63,0,2,44,0,0,0,0,78.91,161.82,0,,27,light rain
3MB-SB,27-06-19 17:00,2019,6,27,17,0,1565,0.12,76.22,168.21,0,2,48,0,0,0,0,79.89,159.88,0,,27,light rain
3MB-SB,27-06-19 18:00,2019,6,27,18,0,1957,0,80.67,161.17,0,2,41,0,0,0,0,80.81,158.04,0,,25,broken clouds
3MB-SB,27-06-19 19:00,2019,6,27,19,0,2043,0.01,77.79,164.43,0,2,44,0,0,0,0,78.93,161.8,0,,25,broken clouds
3MB-SB,27-06-19 20:00,2019,6,27,20,0,1867,0.04,78.58,162.74,0,2,42,0,0,0,0,75.6,168.92,0,,25,broken clouds
3MB-SB,27-06-19 21:00,2019,6,27,21,0,1539,0.03,73.48,174.28,0,2,54,0,0,0,0,76.38,167.2,0,,24,broken clouds
3MB-SB,27-06-19 22:00,2019,6,27,22,0,990,0,74.71,171.32,0,2,51,0,0,0,0,78.93,161.81,0,,24,broken clouds
3MB-SB,27-06-19 23:00,2019,6,27,23,0,538,0.4,79.58,160.82,0,2,40,0,0,0,0,81.95,155.84,0,,24,broken clouds
3MB-SB,28-06-19 0:00,2019,6,28,0,0,191,0.93,77.85,164.29,0,2,44,0,0,0,0,84.72,150.74,0,,24,overcast clouds
3MB-SB,28-06-19 1:00,2019,6,28,1,0,91,1.03,84.7,150.83,0,2,30,0,0,0,0,88.99,143.53,0,,24,broken clouds
3MB-SB,28-06-19 3:00,2019,6,28,3,0,27,1.51,87.37,146.32,0,2,26,0,0,0,0,84.91,150.45,0,,23,broken clouds
3MB-SB,28-06-19 5:00,2019,6,28,5,0,75,1.14,81.18,158.04,0,2,38,0,0,0,0,79.61,160.51,0,,23,broken clouds
3MB-SB,28-06-19 6:00,2019,6,28,6,0,532,0.6,73.86,174.86,0,2,54,0,0,0,0,72.79,177,0,,24,broken clouds
3MB-SB,28-06-19 7:00,2019,6,28,7,0,805,0.72,66.86,192.67,0,3,12,0,0,0,0,61.24,208.64,0,,24,broken clouds
3MB-SB,28-06-19 8:00,2019,6,28,8,0,767,0.34,80.46,159.12,0,2,39,0,0,0,0,63.98,199.68,0,,23,few clouds
3MB-SB,28-06-19 9:00,2019,6,28,9,0,1073,0,78.5,162.84,0,2,42,0,0,0,0,69.68,183.29,0,,27,light rain
3MB-SB,28-06-19 10:00,2019,6,28,10,0,753,0.18,74.5,171.44,0,2,51,0,0,0,0,72.8,175.43,0,,27,light rain
3MB-SB,28-06-19 11:00,2019,6,28,11,0,763,0.35,73.48,174.4,0,2,54,0,0,0,0,70.34,181.55,0,,24,thunderstorm with light rain
3MB-SB,28-06-19 12:00,2019,6,28,12,0,1142,0,75.16,170.82,0,2,50,0,0,0,0,72.19,176.88,0,,24,thunderstorm with rain
3MB-SB,28-06-19 13:00,2019,6,28,13,0,1174,0,72.84,175.53,0,2,55,0,0,0,0,75.46,169.27,0,,23,thunderstorm with light rain
3MB-SB,28-06-19 14:00,2019,6,28,14,0,1386,0,61.2,210.45,0,3,30,0,0,0,0,78.13,163.51,0,,24,thunderstorm with light rain
3MB-SB,28-06-19 15:00,2019,6,28,15,0,1051,0.17,70.19,183,0,3,3,0,0,0,0,80.66,158.32,0,,24,thunderstorm with light rain
3MB-SB,28-06-19 16:00,2019,6,28,16,0,807,0.79,78.34,163.16,0,2,43,0,0,0,0,80.61,158.43,0,,25,thunderstorm with light rain
3MB-SB,28-06-19 17:00,2019,6,28,17,0,1603,0,84.5,151.84,0,2,31,0,0,0,0,79.66,160.31,0,,25,light intensity drizzle
3MB-SB,28-06-19 18:00,2019,6,28,18,0,1475,0.08,77.95,164.06,0,2,44,0,0,0,0,78.95,161.76,0,,26,scattered clouds
3MB-SB,28-06-19 19:00,2019,6,28,19,0,1660,0.24,75.61,169.45,0,2,49,0,0,0,0,78.98,161.72,0,,26,scattered clouds
3MB-SB,28-06-19 20:00,2019,6,28,20,0,1806,0,76.95,166.51,0,2,46,0,0,0,0,74.77,170.8,0,,26,scattered clouds
3MB-SB,28-06-19 21:00,2019,6,28,21,0,1466,0.24,78.73,163.36,0,2,43,0,0,0,0,77.29,165.24,0,,26,thunderstorm
3MB-SB,28-06-19 22:00,2019,6,28,22,0,670,0.38,82,156.15,0,2,36,0,0,0,0,80.06,159.52,0,,25,few clouds
3MB-SB,28-06-19 23:00,2019,6,28,23,0,457,0.69,88.5,144.57,0,2,24,0,0,0,0,82.35,155.07,0,,25,few clouds
3MB-SB,29-06-19 0:00,2019,6,29,0,0,308,0.64,94.59,135.11,0,2,15,0,0,0,0,84.77,150.69,0,,25,few clouds
3MB-SB,29-06-19 1:00,2019,6,29,1,0,148,0.84,87.27,146.62,0,2,26,0,0,0,0,89.38,142.91,0,,24,few clouds
3MB-SB,29-06-19 2:00,2019,6,29,2,0,104,1.02,88.18,145.05,0,2,25,0,0,0,0,91.19,140.11,0,,24,few clouds
3MB-SB,29-06-19 3:00,2019,6,29,3,0,61,1.26,91.47,139.7,0,2,19,0,0,0,0,89.99,141.92,0,,24,few clouds
3MB-SB,29-06-19 4:00,2019,6,29,4,0,58,1.5,86.61,147.5,0,2,27,0,0,0,0,90.22,141.57,0,,23,few clouds
3MB-SB,29-06-19 5:00,2019,6,29,5,0,101,1.49,83.47,153.09,0,2,33,0,0,0,0,86.34,147.91,0,,23,few clouds
3MB-SB,29-06-19 6:00,2019,6,29,6,0,248,0.45,74.55,172.2,0,2,52,0,0,0,0,77.41,165.61,0,,23,few clouds
3MB-SB,29-06-19 7:00,2019,6,29,7,0,389,0.59,77.08,167.16,0,2,47,0,0,0,0,73.91,172.86,0,,23,few clouds
3MB-SB,29-06-19 8:00,2019,6,29,8,0,475,0.6,82.24,155.88,0,2,35,0,0,0,0,77.08,165.74,0,,23,few clouds
3MB-SB,29-06-19 9:00,2019,6,29,9,0,924,0.09,80.28,159.16,0,2,39,0,0,0,0,73.83,172.98,0,,24,light intensity drizzle
3MB-SB,29-06-19 10:00,2019,6,29,10,0,1189,0,74.99,172.2,0,2,52,0,0,0,0,72.72,175.64,0,,25,broken clouds
3MB-SB,29-06-19 11:00,2019,6,29,11,0,1333,0,78.29,164.11,0,2,44,0,0,0,0,75.65,168.81,0,,26,light intensity drizzle
3MB-SB,29-06-19 12:00,2019,6,29,12,0,1313,0,77.66,164.76,0,2,44,0,0,0,0,75.14,169.95,0,,27,broken clouds
3MB-SB,29-06-19 13:00,2019,6,29,13,0,1488,0,79.5,160.89,0,2,40,0,0,0,0,76.43,167.07,0,,28,broken clouds
3MB-SB,29-06-19 14:00,2019,6,29,14,0,1483,0,79.94,160.16,0,2,40,0,0,0,0,77.67,164.44,0,,28,broken clouds
3MB-SB,29-06-19 15:00,2019,6,29,15,0,1331,0,82.96,154.05,0,2,34,0,0,0,0,80.34,158.95,0,,30,broken clouds
3MB-SB,29-06-19 16:00,2019,6,29,16,0,1583,0,81.49,157.02,0,2,37,0,0,0,0,80.47,158.69,0,,30,scattered clouds
3MB-SB,29-06-19 17:00,2019,6,29,17,0,1295,0,79.73,161.11,0,2,41,0,0,0,0,81.31,157.05,0,,30,scattered clouds
3MB-SB,29-06-19 18:00,2019,6,29,18,0,1498,0,83.54,153.26,0,2,33,0,0,0,0,81.54,156.62,0,,29,few clouds
3MB-SB,29-06-19 19:00,2019,6,29,19,0,1315,0,87.61,145.92,0,2,25,0,0,0,0,80.93,157.83,0,,29,few clouds
3MB-SB,29-06-19 20:00,2019,6,29,20,0,1703,0,78.97,162.53,0,2,42,0,0,0,0,77.34,165.12,0,,27,few clouds
3MB-SB,29-06-19 21:00,2019,6,29,21,0,1167,0.65,80.27,159.34,0,2,39,0,0,0,0,79.62,160.41,0,,26,few clouds
3MB-SB,29-06-19 22:00,2019,6,29,22,0,663,0.81,84.45,151.62,0,2,31,0,0,0,0,81.44,156.79,0,,26,few clouds
3MB-SB,29-06-19 23:00,2019,6,29,23,0,451,0.71,82.12,155.87,0,2,35,0,0,0,0,82.82,154.21,0,,25,few clouds
3MB-SB,30-06-19 0:00,2019,6,30,0,0,215,0.91,88.08,145.13,0,2,25,0,0,0,0,87.11,146.59,0,,25,few clouds
3MB-SB,30-06-19 1:00,2019,6,30,1,0,158,0.69,97.27,131.42,0,2,11,0,0,0,0,89.72,142.32,0,,25,few clouds
3MB-SB,30-06-19 2:00,2019,6,30,2,0,101,1.18,98.68,129.49,0,2,9,0,0,0,0,92.06,138.71,0,,25,few clouds
3MB-SB,30-06-19 6:00,2019,6,30,6,0,134,0.3,77.44,165.19,0,2,45,0,0,0,0,78.69,162.43,0,,25,few clouds
3MB-SB,30-06-19 7:00,2019,6,30,7,0,312,0.62,85.79,150.14,0,2,30,0,0,0,0,77.35,165.33,0,,25,few clouds
3MB-SB,30-06-19 8:00,2019,6,30,8,0,560,0.32,87.41,146.84,0,2,26,0,0,0,0,81.81,156.12,0,,25,light intensity drizzle
3MB-SB,30-06-19 9:00,2019,6,30,9,0,893,0,94.33,135.65,0,2,15,0,0,0,0,82.25,155.29,0,,25,broken clouds
3MB-SB,30-06-19 10:00,2019,6,30,10,0,861,0.06,86.01,149,0,2,29,0,0,0,0,82.26,155.25,0,,26,haze
3MB-SB,30-06-19 11:00,2019,6,30,11,0,585,0.73,87.74,146.17,0,2,26,0,0,0,0,85.62,149.15,0,,27,broken clouds
3MB-SB,30-06-19 12:00,2019,6,30,12,0,553,0.68,85.33,150.42,0,2,30,0,0,0,0,85.86,148.75,0,,28,broken clouds
3MB-SB,30-06-19 13:00,2019,6,30,13,0,655,0.6,86.85,147.46,0,2,27,0,0,0,0,84,152.07,0,,28,broken clouds
3MB-SB,30-06-19 14:00,2019,6,30,14,0,762,0.55,82.71,155.1,0,2,35,0,0,0,0,84.16,151.76,0,,29,broken clouds
3MB-SB,30-06-19 15:00,2019,6,30,15,0,827,0.61,80.14,160.75,0,2,40,0,0,0,0,82.35,155.07,0,,30,broken clouds
3MB-SB,30-06-19 16:00,2019,6,30,16,0,796,0.64,85.19,150.46,0,2,30,0,0,0,0,84.55,151.03,0,,30,broken clouds
3MB-SB,30-06-19 17:00,2019,6,30,17,0,795,0.51,87.31,146.48,0,2,26,0,0,0,0,85.28,149.74,0,,30,broken clouds
3MB-SB,30-06-19 18:00,2019,6,30,18,0,878,0.61,88.58,144.57,0,2,24,0,0,0,0,82.91,154.09,0,,29,broken clouds
3MB-SB,30-06-19 19:00,2019,6,30,19,0,1089,0.29,86.82,147.33,0,2,27,0,0,0,0,83.37,153.22,0,,28,broken clouds
3MB-SB,30-06-19 20:00,2019,6,30,20,0,1308,0,78.73,162.47,0,2,42,0,0,0,0,77.5,164.77,0,,27,broken clouds
3MB-SB,30-06-19 21:00,2019,6,30,21,0,1026,0.11,77.77,164.87,0,2,44,0,0,0,0,79.58,160.47,0,,27,few clouds
3MB-SB,30-06-19 22:00,2019,6,30,22,0,599,0.8,89.66,143.38,0,2,23,0,0,0,0,82.19,155.38,0,,26,few clouds
3MB-SB,30-06-19 23:00,2019,6,30,23,0,384,0.61,83.6,152.82,0,2,32,0,0,0,0,85.08,150.08,0,,26,thunderstorm
3MB-SB,01-07-19 0:00,2019,7,1,0,0,206,0.62,88.21,145.16,0,2,25,0,0,0,0,87.33,146.27,0,,26,few clouds
3MB-SB,01-07-19 1:00,2019,7,1,1,0,100,1.88,80.01,159.81,0,2,39,0,0,0,0,88.59,144.15,0,,25,few clouds
3MB-SB,01-07-19 2:00,2019,7,1,2,0,49,1.43,85.76,149.12,0,2,29,0,0,0,0,89.86,142.14,0,,25,few clouds
3MB-SB,01-07-19 3:00,2019,7,1,3,0,31,0.6,96.15,132.94,0,2,12,0,0,0,0,89.74,142.55,0,,25,few clouds
3MB-SB,01-07-19 4:00,2019,7,1,4,0,24,1.42,90.78,141.18,0,2,21,0,0,0,0,84.56,151.19,0,,25,few clouds
3MB-SB,01-07-19 5:00,2019,7,1,5,0,167,0.77,82.96,155.63,0,2,35,0,0,0,0,88.67,144.04,0,,25,light intensity drizzle
3MB-SB,01-07-19 6:00,2019,7,1,6,0,1006,1.97,54.16,263.39,0,4,23,0,0,0,0,64.55,204.08,0,,25,scattered clouds
3MB-SB,01-07-19 7:00,2019,7,1,7,0,748,13.67,12.97,1219.59,0,20,19,900.36,0,15,0,31.22,429.41,110.18,,25,scattered clouds
3MB-SB,01-07-19 8:00,2019,7,1,8,0,860,12.44,8.13,1581.11,0,26,21,1261.88,0,21,1,23.52,546.06,226.83,,25,scattered clouds
3MB-SB,01-07-19 9:00,2019,7,1,9,0,1474,0.02,46.61,466.06,0,7,46,146.83,0,2,26,47.53,287.01,0,,26,light intensity drizzle
3MB-SB,01-07-19 10:00,2019,7,1,10,0,1297,0.03,69.39,184.89,0,3,4,0,0,0,0,69.25,184.5,0,,25,light rain
3MB-SB,01-07-19 11:00,2019,7,1,11,0,671,0.94,67.62,190.4,0,3,10,0,0,0,0,72.59,175.91,0,,25,moderate rain
3MB-SB,01-07-19 12:00,2019,7,1,12,0,469,0.9,66.68,191.88,0,3,11,0,0,0,0,70.37,181.48,0,,30,light rain
3MB-SB,01-07-19 13:00,2019,7,1,13,0,539,0.83,77.73,164.96,0,2,44,0,0,0,0,74.21,172.18,0,,30,light rain
3MB-SB,01-07-19 14:00,2019,7,1,14,0,742,0.61,74.5,172.26,0,2,52,0,0,0,0,78.93,161.8,0,,30,light rain
3MB-SB,01-07-19 15:00,2019,7,1,15,0,843,0.9,72.33,177.37,0,2,57,0,0,0,0,80.27,159.1,0,,28,clear sky
3MB-SB,01-07-19 16:00,2019,7,1,16,0,784,0.67,82.95,156.01,0,2,36,0,0,0,0,81.45,156.81,0,,25,thunderstorm with light rain
3MB-SB,01-07-19 17:00,2019,7,1,17,0,804,0.67,85.26,150.06,0,2,30,0,0,0,0,79.17,161.3,0,,28,clear sky
3MB-SB,01-07-19 18:00,2019,7,1,18,0,1029,1.15,82.43,155.32,0,2,35,0,0,0,0,80,159.63,0,,25,clear sky
3MB-SB,01-07-19 19:00,2019,7,1,19,0,931,0.6,82.47,155.55,0,2,35,0,0,0,0,79.27,161.14,0,,25,clear sky
3MB-SB,01-07-19 20:00,2019,7,1,20,0,847,0.73,86.05,148.77,0,2,28,0,0,0,0,75.36,169.46,0,,25,scattered clouds
3MB-SB,01-07-19 21:00,2019,7,1,21,0,966,1.15,80.85,158.2,0,2,38,0,0,0,0,77.2,165.46,0,,25,few clouds
3MB-SB,01-07-19 22:00,2019,7,1,22,0,609,0.47,78.84,162.43,0,2,42,0,0,0,0,76.58,166.77,0,,25,few clouds
3MB-SB,01-07-19 23:00,2019,7,1,23,0,641,0,85.84,148.85,0,2,28,0,0,0,0,82.79,154.29,0,,25,few clouds
3MB-SB,02-07-19 0:00,2019,7,2,0,0,252,0.43,82.26,155.42,0,2,35,0,0,0,0,84.14,151.78,0,,25,few clouds
3MB-SB,02-07-19 1:00,2019,7,2,1,0,70,1.29,83.48,153.55,0,2,33,0,0,0,0,84.62,150.92,0,,25,few clouds
3MB-SB,02-07-19 5:00,2019,7,2,5,0,72,1,101.14,127.27,0,2,7,0,0,0,0,84.41,151.3,0,,24,broken clouds
3MB-SB,02-07-19 6:00,2019,7,2,6,0,701,0.75,72.47,181.59,0,3,1,0,0,0,0,70.15,185.1,0,,24,scattered clouds
3MB-SB,02-07-19 7:00,2019,7,2,7,0,972,0.77,67.94,197.69,0,3,17,0,0,0,0,53.49,239.21,0,,24,few clouds
3MB-SB,02-07-19 8:00,2019,7,2,8,0,733,0.75,85.77,149.27,0,2,29,0,0,0,0,43.01,298.82,0,,24,mist
3MB-SB,02-07-19 9:00,2019,7,2,9,0,730,0.53,82.67,154.81,0,2,34,0,0,0,0,67.92,189.59,0,,25,mist
3MB-SB,02-07-19 10:00,2019,7,2,10,0,860,0.53,80.19,159.87,0,2,39,0,0,0,0,73.16,174.57,0,,26,few clouds
3MB-SB,02-07-19 11:00,2019,7,2,11,0,868,0.53,78.88,162.15,0,2,42,0,0,0,0,71.16,179.46,0,,27,broken clouds
