Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Congestion Alarm,Temperature,Weather
3MB-SB,01-06-19 0:00,2019,6,1,0,0,10,0,79.77,160.08,0,2,40,0,0,0,0,86.58,147.48,0,,26,few clouds
3MB-SB,01-06-19 1:00,2019,6,1,1,0,143,0.65,76.64,166.93,0,2,46,0,0,0,0,89.38,142.91,0,,26,thunderstorm
3MB-SB,01-06-19 6:00,2019,6,1,6,0,210,0.58,69.95,183.68,0,3,3,0,0,0,0,77.41,165.61,0,,25,thunderstorm
3MB-SB,01-06-19 7:00,2019,6,1,7,0,344,0.9,69.1,185.23,0,3,5,0,0,0,0,73.91,172.86,0,,24,thunderstorm with rain
3MB-SB,01-06-19 8:00,2019,6,1,8,0,536,0.63,68.83,185.79,0,3,5,0,0,0,0,77.08,165.74,0,,23,thunderstorm with light rain
3MB-SB,01-06-19 9:00,2019,6,1,9,0,647,0.88,69.81,183.16,0,3,3,0,0,0,0,73.83,172.98,0,,24,thunderstorm with light rain
3MB-SB,01-06-19 10:00,2019,6,1,10,0,674,0.54,67.76,188.86,0,3,8,0,0,0,0,72.72,175.64,0,,25,thunderstorm with light rain
3MB-SB,01-06-19 11:00,2019,6,1,11,0,650,0.68,76.5,167.28,0,2,47,0,0,0,0,75.65,168.81,0,,25,light rain
3MB-SB,01-06-19 12:00,2019,6,1,12,0,691,0.6,79.64,160.51,0,2,40,0,0,0,0,75.14,169.95,0,,28,light rain
3MB-SB,01-06-19 13:00,2019,6,1,13,0,724,0.69,77.92,164.66,0,2,44,0,0,0,0,76.43,167.07,0,,27,few clouds
3MB-SB,01-06-19 14:00,2019,6,1,14,0,729,0.63,79.58,160.59,0,2,40,0,0,0,0,77.67,164.44,0,,29,scattered clouds
3MB-SB,01-06-19 15:00,2019,6,1,15,0,760,0.82,82.02,156.03,0,2,36,0,0,0,0,80.34,158.95,0,,30,scattered clouds
3MB-SB,01-06-19 16:00,2019,6,1,16,0,724,0.57,86.92,147.09,0,2,27,0,0,0,0,80.47,158.69,0,,29,scattered clouds
3MB-SB,01-06-19 17:00,2019,6,1,17,0,748,0.47,82.7,154.56,0,2,34,0,0,0,0,81.31,157.05,0,,29,broken clouds
3MB-SB,01-06-19 18:00,2019,6,1,18,0,835,0.68,88.26,144.76,0,2,24,0,0,0,0,81.54,156.62,0,,29,broken clouds
3MB-SB,01-06-19 19:00,2019,6,1,19,0,709,0.51,89.23,143.57,0,2,23,0,0,0,0,80.93,157.83,0,,28,scattered clouds
3MB-SB,01-06-19 20:00,2019,6,1,20,0,752,0.69,82.19,155.65,0,2,35,0,0,0,0,77.34,165.12,0,,28,few clouds
3MB-SB,01-06-19 21:00,2019,6,1,21,0,620,0.58,82.43,155.77,0,2,35,0,0,0,0,79.62,160.41,0,,27,few clouds
3MB-SB,01-06-19 22:00,2019,6,1,22,0,408,0.71,87.26,146.58,0,2,26,0,0,0,0,81.44,156.79,0,,26,few clouds
3MB-SB,01-06-19 23:00,2019,6,1,23,0,395,0.68,85.26,150.25,0,2,30,0,0,0,0,82.82,154.21,0,,26,few clouds
3MB-SB,02-06-19 0:00,2019,6,2,0,0,253,0.49,89.86,142.25,0,2,22,0,0,0,0,87.09,146.63,0,,26,few clouds
3MB-SB,02-06-19 1:00,2019,6,2,1,0,99,1.03,90.77,141.24,0,2,21,0,0,0,0,89.72,142.32,0,,26,few clouds
3MB-SB,02-06-19 2:00,2019,6,2,2,0,59,1.03,85.96,151.12,0,2,31,0,0,0,0,92.06,138.71,0,,26,few clouds
3MB-SB,02-06-19 6:00,2019,6,2,6,0,124,0.65,85.05,150.84,0,2,30,0,0,0,0,78.69,162.43,0,,25,few clouds
3MB-SB,02-06-19 7:00,2019,6,2,7,0,269,0.47,75.09,178.41,0,2,58,0,0,0,0,77.46,165.08,0,,25,few clouds
3MB-SB,02-06-19 8:00,2019,6,2,8,0,367,0.44,79.48,162.06,0,2,42,0,0,0,0,81.81,156.12,0,,25,scattered clouds
3MB-SB,02-06-19 9:00,2019,6,2,9,0,402,0.48,89.75,143.96,0,2,23,0,0,0,0,82.25,155.29,0,,26,scattered clouds
3MB-SB,02-06-19 10:00,2019,6,2,10,0,404,0.52,91.16,140.46,0,2,20,0,0,0,0,82.26,155.25,0,,29,scattered clouds
3MB-SB,02-06-19 11:00,2019,6,2,11,0,451,0.52,90.47,141.54,0,2,21,0,0,0,0,85.62,149.15,0,,29,broken clouds
3MB-SB,02-06-19 12:00,2019,6,2,12,0,404,0.64,86.97,147.11,0,2,27,0,0,0,0,85.86,148.75,0,,29,broken clouds
3MB-SB,02-06-19 13:00,2019,6,2,13,0,480,0.43,89.67,142.75,0,2,22,0,0,0,0,84,152.07,0,,31,broken clouds
3MB-SB,02-06-19 14:00,2019,6,2,14,0,493,0.4,88.33,145.05,0,2,25,0,0,0,0,84.16,151.76,0,,31,broken clouds
3MB-SB,02-06-19 15:00,2019,6,2,15,0,551,0.45,87,146.8,0,2,26,0,0,0,0,82.35,155.07,0,,32,broken clouds
3MB-SB,02-06-19 16:00,2019,6,2,16,0,592,0.48,84.89,150.91,0,2,30,0,0,0,0,84.55,151.03,0,,32,broken clouds
3MB-SB,02-06-19 17:00,2019,6,2,17,0,566,0.62,90.5,141.35,0,2,21,0,0,0,0,85.28,149.74,0,,31,broken clouds
3MB-SB,02-06-19 18:00,2019,6,2,18,0,556,0.54,87.99,145.38,0,2,25,0,0,0,0,82.91,154.09,0,,29,scattered clouds
3MB-SB,02-06-19 19:00,2019,6,2,19,0,570,0.5,87.21,147.18,0,2,27,0,0,0,0,83.37,153.22,0,,29,scattered clouds
3MB-SB,02-06-19 20:00,2019,6,2,20,0,428,0.86,77.96,164.15,0,2,44,0,0,0,0,77.5,164.77,0,,28,scattered clouds
3MB-SB,02-06-19 21:00,2019,6,2,21,0,419,0.33,76.83,166.76,0,2,46,0,0,0,0,79.58,160.47,0,,28,scattered clouds
3MB-SB,02-06-19 22:00,2019,6,2,22,0,369,0.66,75.49,170.38,0,2,50,0,0,0,0,82.19,155.38,0,,27,few clouds
3MB-SB,02-06-19 23:00,2019,6,2,23,0,253,0.37,79.65,160.43,0,2,40,0,0,0,0,85.08,150.08,0,,27,few clouds
3MB-SB,03-06-19 0:00,2019,6,3,0,0,126,0.41,82.44,155.5,0,2,35,0,0,0,0,87.33,146.27,0,,27,few clouds
3MB-SB,03-06-19 5:00,2019,6,3,5,0,125,0.64,91.19,140.6,0,2,20,0,0,0,0,88.67,144.04,0,,25,few clouds
3MB-SB,03-06-19 6:00,2019,6,3,6,0,824,1.41,64.2,205.09,0,3,25,0,0,0,0,64.55,204.08,0,,26,overcast clouds
3MB-SB,03-06-19 7:00,2019,6,3,7,0,739,11.17,16.66,1001.03,0,16,41,681.8,0,11,21,31.22,429.41,110.18,,26,overcast clouds
3MB-SB,03-06-19 8:00,2019,6,3,8,0,724,12.77,7.97,1632.21,0,27,12,1312.98,0,21,52,23.52,546.06,226.83,,26,overcast clouds
3MB-SB,03-06-19 9:00,2019,6,3,9,0,806,5.24,43.04,467.57,0,7,47,148.34,0,2,28,47.53,287.01,0,,31,overcast clouds
3MB-SB,03-06-19 10:00,2019,6,3,10,0,677,0.61,77.89,164.6,0,2,44,0,0,0,0,69.25,184.5,0,,31,overcast clouds
3MB-SB,03-06-19 11:00,2019,6,3,11,0,783,0.57,77.36,165.55,0,2,45,0,0,0,0,72.59,175.91,0,,31,overcast clouds
3MB-SB,03-06-19 12:00,2019,6,3,12,0,859,0.59,75.34,169.83,0,2,49,0,0,0,0,70.33,181.57,0,,33,overcast clouds
3MB-SB,03-06-19 13:00,2019,6,3,13,0,745,0.65,73.7,174.14,0,2,54,0,0,0,0,74.38,171.77,0,,32,scattered clouds
3MB-SB,03-06-19 14:00,2019,6,3,14,0,842,0.69,76.11,168.67,0,2,48,0,0,0,0,78.93,161.8,0,,32,scattered clouds
3MB-SB,03-06-19 15:00,2019,6,3,15,0,824,0.62,74.56,171.68,0,2,51,0,0,0,0,80.27,159.1,0,,32,scattered clouds
3MB-SB,03-06-19 16:00,2019,6,3,16,0,767,0.6,82.87,154.38,0,2,34,0,0,0,0,81.45,156.81,0,,31,few clouds
3MB-SB,03-06-19 17:00,2019,6,3,17,0,889,0.67,78.42,164.36,0,2,44,0,0,0,0,79.17,161.3,0,,31,few clouds
3MB-SB,03-06-19 18:00,2019,6,3,18,0,926,0.72,71.58,179.68,0,2,59,0,0,0,0,80,159.63,0,,31,few clouds
3MB-SB,03-06-19 19:00,2019,6,3,19,0,837,0.82,77.35,165.63,0,2,45,0,0,0,0,79.27,161.14,0,,30,few clouds
3MB-SB,03-06-19 20:00,2019,6,3,20,0,797,0.97,84.03,152.07,0,2,32,0,0,0,0,75.36,169.46,0,,27,few clouds
3MB-SB,03-06-19 21:00,2019,6,3,21,0,849,0.92,85.18,150.11,0,2,30,0,0,0,0,77.2,165.46,0,,27,few clouds
3MB-SB,03-06-19 22:00,2019,6,3,22,0,748,8.5,85.35,149.68,0,2,29,0,0,0,0,76.58,166.77,0,,27,few clouds
3MB-SB,03-06-19 23:00,2019,6,3,23,0,579,14.11,70.8,186.75,0,3,6,0,0,0,0,82.74,154.39,0,,27,few clouds
3MB-SB,04-06-19 0:00,2019,6,4,0,0,258,1.45,75.25,173.36,0,2,53,0,0,0,0,84.14,151.78,0,,27,few clouds
3MB-SB,04-06-19 1:00,2019,6,4,1,0,87,1.46,96.98,131.95,0,2,11,0,0,0,0,84.62,150.92,0,,27,few clouds
3MB-SB,04-06-19 6:00,2019,6,4,6,0,148,0.58,83.32,153.84,0,2,33,0,0,0,0,70.15,185.1,0,,26,few clouds
3MB-SB,04-06-19 7:00,2019,6,4,7,0,285,0.65,84.32,152.05,0,2,32,0,0,0,0,53.49,239.21,0,,26,few clouds
3MB-SB,04-06-19 8:00,2019,6,4,8,0,409,0.57,72.84,176.23,0,2,56,0,0,0,0,43.01,298.82,0,,26,scattered clouds
3MB-SB,04-06-19 9:00,2019,6,4,9,0,439,0.49,73.26,176.66,0,2,56,0,0,0,0,67.92,189.59,0,,,
3MB-SB,04-06-19 10:00,2019,6,4,10,0,481,0.56,85.45,149.6,0,2,29,0,0,0,0,73.16,174.57,0,,,
3MB-SB,04-06-19 11:00,2019,6,4,11,0,482,0.44,85.96,149.01,0,2,29,0,0,0,0,71.16,179.46,0,,27,thunderstorm
3MB-SB,04-06-19 12:00,2019,6,4,12,0,635,0.55,82.3,155.92,0,2,35,0,0,0,0,71.88,177.66,0,,28,thunderstorm
3MB-SB,04-06-19 13:00,2019,6,4,13,0,630,0.49,78.44,164.13,0,2,44,0,0,0,0,74.4,171.65,0,,29,thunderstorm
3MB-SB,04-06-19 14:00,2019,6,4,14,0,560,0.43,85.47,149.57,0,2,29,0,0,0,0,76.97,165.91,0,,29,broken clouds
3MB-SB,04-06-19 15:00,2019,6,4,15,0,658,0.61,82.48,155.1,0,2,35,0,0,0,0,79.44,160.77,0,,30,broken clouds
3MB-SB,04-06-19 16:00,2019,6,4,16,0,649,0.6,87.57,146.11,0,2,26,0,0,0,0,81.04,157.58,0,,31,broken clouds
3MB-SB,04-06-19 17:00,2019,6,4,17,0,555,0.53,86.43,148.8,0,2,28,0,0,0,0,80.16,159.31,0,,30,broken clouds
3MB-SB,04-06-19 18:00,2019,6,4,18,0,570,0.63,82.71,154.89,0,2,34,0,0,0,0,80.75,158.14,0,,30,scattered clouds
3MB-SB,04-06-19 19:00,2019,6,4,19,0,580,0.54,72.84,176.23,0,2,56,0,0,0,0,77.84,164.08,0,,29,scattered clouds
3MB-SB,04-06-19 20:00,2019,6,4,20,0,492,0.58,82.2,155.44,0,2,35,0,0,0,0,74.46,171.51,0,,28,scattered clouds
3MB-SB,04-06-19 21:00,2019,6,4,21,0,431,0.94,89.78,142.71,0,2,22,0,0,0,0,75.9,168.26,0,,27,few clouds
3MB-SB,04-06-19 22:00,2019,6,4,22,0,353,0.47,82.12,155.87,0,2,35,0,0,0,0,76.44,167.07,0,,27,few clouds
3MB-SB,04-06-19 23:00,2019,6,4,23,0,251,0.64,83.7,154.27,0,2,34,0,0,0,0,80.3,159.05,0,,27,overcast clouds
3MB-SB,05-06-19 6:00,2019,6,5,6,0,122,0.3,77.34,165.86,0,2,45,0,0,0,0,71.69,180.59,0,,25,few clouds
3MB-SB,05-06-19 7:00,2019,6,5,7,0,268,0.47,83.72,152.98,0,2,32,0,0,0,0,55.6,229.74,0,,25,few clouds
3MB-SB,05-06-19 8:00,2019,6,5,8,0,314,0.44,77.48,167.74,0,2,47,0,0,0,0,52.76,242.44,0,,26,few clouds
3MB-SB,05-06-19 9:00,2019,6,5,9,0,453,0.52,55.78,287.6,0,4,47,0,0,0,0,64.51,198.19,0,,26,broken clouds
3MB-SB,05-06-19 10:00,2019,6,5,10,0,472,0.44,60.32,326.55,0,5,26,7.32,0,0,7,72.21,177.09,0,,27,scattered clouds
3MB-SB,05-06-19 11:00,2019,6,5,11,0,570,0.49,83.46,153.34,0,2,33,0,0,0,0,70.09,182.24,0,,28,scattered clouds
3MB-SB,05-06-19 12:00,2019,6,5,12,0,700,0.64,82.71,154.73,0,2,34,0,0,0,0,74.9,170.53,0,,29,broken clouds
3MB-SB,05-06-19 13:00,2019,6,5,13,0,681,0.51,82.67,154.64,0,2,34,0,0,0,0,76.38,167.18,0,,29,broken clouds
3MB-SB,05-06-19 14:00,2019,6,5,14,0,636,0.6,86.08,148.87,0,2,28,0,0,0,0,78.53,162.62,0,,30,broken clouds
3MB-SB,05-06-19 15:00,2019,6,5,15,0,700,0.65,82.99,154.37,0,2,34,0,0,0,0,80.59,158.45,0,,30,broken clouds
3MB-SB,05-06-19 16:00,2019,6,5,16,0,625,0.51,88.7,144.65,0,2,24,0,0,0,0,81.49,156.69,0,,30,broken clouds
3MB-SB,05-06-19 17:00,2019,6,5,17,0,570,0.63,75.88,169.26,0,2,49,0,0,0,0,81.28,157.1,0,,29,thunderstorm with light rain
3MB-SB,05-06-19 18:00,2019,6,5,18,0,613,0.53,88.54,144.32,0,2,24,0,0,0,0,81.71,156.27,0,,29,thunderstorm
3MB-SB,05-06-19 19:00,2019,6,5,19,0,677,0.53,83.93,153.28,0,2,33,0,0,0,0,79.92,159.83,0,,27,overcast clouds
3MB-SB,05-06-19 20:00,2019,6,5,20,0,610,0.79,73.47,175.87,0,2,55,0,0,0,0,75.39,169.39,0,,29,thunderstorm
3MB-SB,05-06-19 21:00,2019,6,5,21,0,470,0.57,66.33,192.94,0,3,12,0,0,0,0,76.45,167.03,0,,27,scattered clouds
3MB-SB,05-06-19 22:00,2019,6,5,22,0,412,0.57,80.84,159.36,0,2,39,0,0,0,0,78.13,163.5,0,,27,few clouds
3MB-SB,05-06-19 23:00,2019,6,5,23,0,229,0.99,90.27,141.87,0,2,21,0,0,0,0,80.01,159.62,0,,27,scattered clouds
3MB-SB,06-06-19 0:00,2019,6,6,0,0,127,0.83,95.33,134,0,2,14,0,0,0,0,85.25,149.82,0,,27,scattered clouds
3MB-SB,06-06-19 1:00,2019,6,6,1,0,56,2.63,87.1,149.69,0,2,29,0,0,0,0,85.31,149.72,0,,27,scattered clouds
3MB-SB,06-06-19 5:00,2019,6,6,5,0,89,0.66,95.33,135.58,0,2,15,0,0,0,0,82.79,154.32,0,,26,scattered clouds
3MB-SB,06-06-19 6:00,2019,6,6,6,0,700,0.9,69.41,188.49,0,3,8,0,0,0,0,73.13,176.89,0,,26,scattered clouds
3MB-SB,06-06-19 7:00,2019,6,6,7,0,619,17.71,22.18,942.15,0,15,42,622.92,0,10,22,60.66,211.07,0,,26,scattered clouds
3MB-SB,06-06-19 8:00,2019,6,6,8,0,704,8.64,7.48,1741.12,0,29,1,1421.89,0,23,41,62.44,204.85,0,,26,scattered clouds
3MB-SB,06-06-19 9:00,2019,6,6,9,0,695,1.83,59.38,317.87,0,5,17,0,0,0,0,72.64,175.9,0,,27,scattered clouds
3MB-SB,06-06-19 10:00,2019,6,6,10,0,816,0.52,82.2,155.44,0,2,35,0,0,0,0,74.94,170.43,0,,28,broken clouds
3MB-SB,06-06-19 11:00,2019,6,6,11,0,743,0.44,78.61,162.55,0,2,42,0,0,0,0,73.01,174.92,0,,28,broken clouds
3MB-SB,06-06-19 12:00,2019,6,6,12,0,746,0.65,79.66,160.7,0,2,40,0,0,0,0,74.67,171.08,0,,29,broken clouds
3MB-SB,06-06-19 13:00,2019,6,6,13,0,797,0.69,78.23,163.52,0,2,43,0,0,0,0,76.5,166.93,0,,30,overcast clouds
3MB-SB,06-06-19 14:00,2019,6,6,14,0,610,0.9,74.95,172.81,0,2,52,0,0,0,0,76.67,166.69,0,,30,overcast clouds
3MB-SB,06-06-19 15:00,2019,6,6,15,0,702,0.59,80.18,159.53,0,2,39,0,0,0,0,80.38,158.85,0,,30,overcast clouds
3MB-SB,06-06-19 16:00,2019,6,6,16,0,759,0.66,83.16,153.99,0,2,33,0,0,0,0,78.91,161.82,0,,30,overcast clouds
3MB-SB,06-06-19 17:00,2019,6,6,17,0,917,0.8,86.28,148.16,0,2,28,0,0,0,0,79.89,159.88,0,,30,overcast clouds
3MB-SB,06-06-19 18:00,2019,6,6,18,0,909,0.87,82.79,154.85,0,2,34,0,0,0,0,80.81,158.04,0,,27,light rain
3MB-SB,06-06-19 19:00,2019,6,6,19,0,975,1.07,81.07,158.01,0,2,38,0,0,0,0,78.93,161.8,0,,27,light rain
3MB-SB,06-06-19 20:00,2019,6,6,20,0,796,9.16,77.57,164.71,0,2,44,0,0,0,0,75.6,168.92,0,,27,broken clouds
3MB-SB,06-06-19 21:00,2019,6,6,21,0,673,11.72,59.53,215.05,0,3,35,0,0,0,0,76.38,167.2,0,,27,light rain
3MB-SB,06-06-19 22:00,2019,6,6,22,0,564,10.11,66.54,192.05,0,3,12,0,0,0,0,78.93,161.81,0,,23,thunderstorm with light rain
3MB-SB,06-06-19 23:00,2019,6,6,23,0,433,0.69,73.86,173.51,0,2,53,0,0,0,0,81.95,155.84,0,,23,thunderstorm with light rain
3MB-SB,07-06-19 0:00,2019,6,7,0,0,196,1,76.12,168.78,0,2,48,0,0,0,0,84.72,150.74,0,,23,thunderstorm with light rain
3MB-SB,07-06-19 1:00,2019,6,7,1,0,82,1.52,79.85,160.18,0,2,40,0,0,0,0,88.93,143.62,0,,23,thunderstorm with light rain
3MB-SB,07-06-19 6:00,2019,6,7,6,0,566,0.79,73.84,176.69,0,2,56,0,0,0,0,72.79,177,0,,23,broken clouds
3MB-SB,07-06-19 7:00,2019,6,7,7,0,675,0.5,69.48,187.6,0,3,7,0,0,0,0,61.24,208.64,0,,23,broken clouds
3MB-SB,07-06-19 8:00,2019,6,7,8,0,493,0.42,84.61,151.49,0,2,31,0,0,0,0,63.98,199.69,0,,23,light intensity drizzle
3MB-SB,07-06-19 9:00,2019,6,7,9,0,571,0.58,80.14,160.01,0,2,40,0,0,0,0,69.67,183.33,0,,24,mist
3MB-SB,07-06-19 10:00,2019,6,7,10,0,771,0.62,80.25,159.37,0,2,39,0,0,0,0,72.75,175.55,0,,25,haze
3MB-SB,07-06-19 11:00,2019,6,7,11,0,701,0.56,80.01,159.88,0,2,39,0,0,0,0,70.34,181.55,0,,25,haze
3MB-SB,07-06-19 12:00,2019,6,7,12,0,768,0.52,80.64,158.43,0,2,38,0,0,0,0,72.19,176.88,0,,27,haze
3MB-SB,07-06-19 13:00,2019,6,7,13,0,723,0.62,76.14,167.96,0,2,47,0,0,0,0,75.46,169.27,0,,27,light rain
3MB-SB,07-06-19 14:00,2019,6,7,14,0,744,0.57,76.94,167.1,0,2,47,0,0,0,0,78.13,163.51,0,,27,light rain
3MB-SB,07-06-19 15:00,2019,6,7,15,0,718,0.57,84.29,151.76,0,2,31,0,0,0,0,80.66,158.32,0,,30,overcast clouds
3MB-SB,07-06-19 16:00,2019,6,7,16,0,813,0.67,86.49,147.92,0,2,27,0,0,0,0,80.61,158.43,0,,30,overcast clouds
3MB-SB,07-06-19 17:00,2019,6,7,17,0,947,0.63,79.31,161.4,0,2,41,0,0,0,0,79.66,160.31,0,,30,overcast clouds
3MB-SB,07-06-19 18:00,2019,6,7,18,0,973,0.83,79.99,159.83,0,2,39,0,0,0,0,78.95,161.76,0,,27,light rain
3MB-SB,07-06-19 19:00,2019,6,7,19,0,996,0.86,78.64,162.76,0,2,42,0,0,0,0,78.98,161.72,0,,29,few clouds
3MB-SB,07-06-19 20:00,2019,6,7,20,0,756,0.85,76.16,167.87,0,2,47,0,0,0,0,74.77,170.8,0,,28,few clouds
3MB-SB,07-06-19 21:00,2019,6,7,21,0,710,0.9,82.73,154.52,0,2,34,0,0,0,0,77.29,165.24,0,,27,broken clouds
3MB-SB,07-06-19 22:00,2019,6,7,22,0,555,0.97,85.55,149.59,0,2,29,0,0,0,0,80.06,159.52,0,,26,broken clouds
3MB-SB,07-06-19 23:00,2019,6,7,23,0,432,0.77,88.03,145.13,0,2,25,0,0,0,0,82.35,155.07,0,,26,broken clouds
3MB-SB,08-06-19 0:00,2019,6,8,0,0,216,0.79,87.5,146.01,0,2,26,0,0,0,0,84.73,150.76,0,,26,few clouds
3MB-SB,08-06-19 1:00,2019,6,8,1,0,138,1.26,91.21,141.75,0,2,21,0,0,0,0,89.38,142.91,0,,25,few clouds
3MB-SB,08-06-19 2:00,2019,6,8,2,0,76,0.82,93.37,137.29,0,2,17,0,0,0,0,91.07,140.29,0,,25,few clouds
3MB-SB,08-06-19 3:00,2019,6,8,3,0,68,0.97,96.8,132.74,0,2,12,0,0,0,0,90.03,141.86,0,,25,overcast clouds
3MB-SB,08-06-19 4:00,2019,6,8,4,0,81,0.78,92.05,139.63,0,2,19,0,0,0,0,90.22,141.57,0,,25,few clouds
3MB-SB,08-06-19 5:00,2019,6,8,5,0,64,0.88,92.02,138.94,0,2,18,0,0,0,0,86.34,147.91,0,,25,few clouds
3MB-SB,08-06-19 6:00,2019,6,8,6,0,187,0.32,81.6,157.03,0,2,37,0,0,0,0,77.29,165.91,0,,25,scattered clouds
3MB-SB,08-06-19 7:00,2019,6,8,7,0,394,0.48,61.86,218.47,0,3,38,0,0,0,0,73.91,172.86,0,,24,scattered clouds
3MB-SB,08-06-19 8:00,2019,6,8,8,0,500,0.39,81.99,155.98,0,2,35,0,0,0,0,77.08,165.74,0,,25,scattered clouds
3MB-SB,08-06-19 9:00,2019,6,8,9,0,614,0.48,77.71,165.88,0,2,45,0,0,0,0,73.83,172.98,0,,25,scattered clouds
3MB-SB,08-06-19 10:00,2019,6,8,10,0,671,0.45,80.7,158.53,0,2,38,0,0,0,0,72.72,175.64,0,,27,broken clouds
3MB-SB,08-06-19 11:00,2019,6,8,11,0,692,0.55,82.06,155.87,0,2,35,0,0,0,0,75.65,168.81,0,,29,broken clouds
3MB-SB,08-06-19 12:00,2019,6,8,12,0,683,0.48,80.29,159.41,0,2,39,0,0,0,0,75.14,169.95,0,,30,broken clouds
3MB-SB,08-06-19 13:00,2019,6,8,13,0,730,0.62,76.23,167.87,0,2,47,0,0,0,0,76.43,167.07,0,,31,broken clouds
3MB-SB,08-06-19 14:00,2019,6,8,14,0,732,0.69,77.51,170.74,0,2,50,0,0,0,0,77.67,164.44,0,,31,broken clouds
3MB-SB,08-06-19 15:00,2019,6,8,15,0,699,0.66,81.29,157.5,0,2,37,0,0,0,0,80.34,158.95,0,,30,broken clouds
3MB-SB,08-06-19 16:00,2019,6,8,16,0,819,0.68,84.17,152.09,0,2,32,0,0,0,0,80.47,158.69,0,,32,scattered clouds
3MB-SB,08-06-19 17:00,2019,6,8,17,0,706,0.75,74.75,172.54,0,2,52,0,0,0,0,81.31,157.05,0,,31,few clouds
3MB-SB,08-06-19 18:00,2019,6,8,18,0,728,0.62,81.65,156.49,0,2,36,0,0,0,0,81.54,156.62,0,,31,few clouds
3MB-SB,08-06-19 19:00,2019,6,8,19,0,831,0.74,81.54,156.97,0,2,36,0,0,0,0,80.93,157.83,0,,29,few clouds
3MB-SB,08-06-19 20:00,2019,6,8,20,0,760,1.06,79.02,162.37,0,2,42,0,0,0,0,77.34,165.12,0,,28,few clouds
3MB-SB,08-06-19 21:00,2019,6,8,21,0,641,0.69,81.85,156.28,0,2,36,0,0,0,0,79.62,160.41,0,,28,few clouds
3MB-SB,08-06-19 22:00,2019,6,8,22,0,439,0.65,84.56,151.27,0,2,31,0,0,0,0,81.43,156.83,0,,28,few clouds
3MB-SB,08-06-19 23:00,2019,6,8,23,0,366,0.73,90.33,141.93,0,2,21,0,0,0,0,82.82,154.21,0,,26,few clouds
3MB-SB,09-06-19 0:00,2019,6,9,0,0,191,0.77,87.52,146.96,0,2,26,0,0,0,0,87.09,146.63,0,,26,few clouds
3MB-SB,09-06-19 1:00,2019,6,9,1,0,114,0.55,78.07,164.08,0,2,44,0,0,0,0,89.72,142.32,0,,26,few clouds
3MB-SB,09-06-19 6:00,2019,6,9,6,0,142,1.02,75.45,172.19,0,2,52,0,0,0,0,78.69,162.43,0,,26,few clouds
3MB-SB,09-06-19 7:00,2019,6,9,7,0,286,0.52,70.28,183.92,0,3,3,0,0,0,0,77.46,165.08,0,,26,few clouds
3MB-SB,09-06-19 8:00,2019,6,9,8,0,329,0.37,78.68,166.99,0,2,46,0,0,0,0,81.81,156.12,0,,25,few clouds
3MB-SB,09-06-19 9:00,2019,6,9,9,0,493,0.41,84.86,151.49,0,2,31,0,0,0,0,82.25,155.29,0,,26,haze
3MB-SB,09-06-19 10:00,2019,6,9,10,0,435,0.54,93.26,137.3,0,2,17,0,0,0,0,82.26,155.25,0,,27,few clouds
3MB-SB,09-06-19 11:00,2019,6,9,11,0,443,0.57,85.92,148.85,0,2,28,0,0,0,0,85.62,149.15,0,,29,broken clouds
3MB-SB,09-06-19 12:00,2019,6,9,12,0,456,0.49,86.48,147.92,0,2,27,0,0,0,0,85.86,148.75,0,,30,broken clouds
3MB-SB,09-06-19 13:00,2019,6,9,13,0,583,0.46,85.84,148.91,0,2,28,0,0,0,0,84,152.07,0,,29,broken clouds
3MB-SB,09-06-19 14:00,2019,6,9,14,0,616,0.6,85.66,150.2,0,2,30,0,0,0,0,84.16,151.76,0,,30,broken clouds
3MB-SB,09-06-19 15:00,2019,6,9,15,0,693,0.72,84.62,151.15,0,2,31,0,0,0,0,82.35,155.07,0,,29,broken clouds
3MB-SB,09-06-19 16:00,2019,6,9,16,0,636,0.43,87.4,146.17,0,2,26,0,0,0,0,84.55,151.03,0,,29,broken clouds
3MB-SB,09-06-19 17:00,2019,6,9,17,0,663,0.43,83.15,154.65,0,2,34,0,0,0,0,85.28,149.74,0,,28,broken clouds
3MB-SB,09-06-19 18:00,2019,6,9,18,0,649,0.68,88.28,144.74,0,2,24,0,0,0,0,82.91,154.09,0,,28,broken clouds
3MB-SB,09-06-19 19:00,2019,6,9,19,0,628,0.45,80.84,158.34,0,2,38,0,0,0,0,83.33,153.3,0,,27,broken clouds
3MB-SB,09-06-19 20:00,2019,6,9,20,0,596,0.64,77.61,165.02,0,2,45,0,0,0,0,77.5,164.77,0,,27,broken clouds
3MB-SB,09-06-19 21:00,2019,6,9,21,0,483,0.65,81.55,156.69,0,2,36,0,0,0,0,79.58,160.47,0,,27,scattered clouds
3MB-SB,09-06-19 22:00,2019,6,9,22,0,430,0.72,67.86,188.69,0,3,8,0,0,0,0,82.19,155.38,0,,27,light intensity drizzle
3MB-SB,09-06-19 23:00,2019,6,9,23,0,333,1.16,70.28,182.68,0,3,2,0,0,0,0,85.08,150.08,0,,26,light intensity drizzle
