Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Temperature,Weather
IKRD_Northbound,01/12/2019 00:00,2019,12,1,0,0,8,1.5,45.71,177.6,0,2,57,0,0,0,0,39.38,206.16,3.21,28,few clouds
IKRD_Northbound,01/12/2019 01:00,2019,12,1,1,0,90,2.29,50.83,160.26,0,2,40,0,0,0,0,41.3,197.07,0,27,few clouds
IKRD_Northbound,01/12/2019 02:00,2019,12,1,2,0,86,2.71,53.57,151.97,0,2,31,0,0,0,0,42.89,189.29,0,27,few clouds
IKRD_Northbound,01/12/2019 03:00,2019,12,1,3,0,61,3.44,48.54,172.55,0,2,52,0,0,0,0,43.73,185.76,0,27,few clouds
IKRD_Northbound,01/12/2019 04:00,2019,12,1,4,0,51,2.65,45.57,179.15,0,2,59,0,0,0,0,49.73,163.52,0,27,few clouds
IKRD_Northbound,01/12/2019 05:00,2019,12,1,5,0,58,3.28,50.33,161.86,0,2,41,0,0,0,0,51.98,156.32,0,26,few clouds
IKRD_Northbound,01/12/2019 06:00,2019,12,1,6,0,177,2.18,44.64,182.92,0,3,2,0,0,0,0,51.31,158.36,0,26,few clouds
IKRD_Northbound,01/12/2019 07:00,2019,12,1,7,0,233,2.1,39.43,207.29,0,3,27,4.34,0,0,4,47.3,171.72,0,26,few clouds
IKRD_Northbound,01/12/2019 08:00,2019,12,1,8,0,247,1.98,32.35,255.83,0,4,15,52.88,0,0,52,48.93,165.94,0,25,few clouds
IKRD_Northbound,01/12/2019 09:00,2019,12,1,9,0,268,2.68,12.89,668.49,0,11,8,465.54,0,7,45,47.8,169.82,0,26,haze
IKRD_Northbound,01/12/2019 10:00,2019,12,1,10,0,323,2.3,45.47,222.39,0,3,42,19.44,0,0,19,47.48,171.03,0,28,broken clouds
IKRD_Northbound,01/12/2019 11:00,2019,12,1,11,0,300,2.72,48.04,170.9,0,2,50,0,0,0,0,47.65,170.37,0,29,broken clouds
IKRD_Northbound,01/12/2019 12:00,2019,12,1,12,0,270,1.34,49.9,162.84,0,2,42,0,0,0,0,49.68,163.46,0,30,broken clouds
IKRD_Northbound,01/12/2019 13:00,2019,12,1,13,0,315,1.88,48.1,169.23,0,2,49,0,0,0,0,48.13,168.74,0,31,broken clouds
IKRD_Northbound,01/12/2019 14:00,2019,12,1,14,0,267,2.97,42.05,195.56,0,3,15,0,0,0,0,42.83,190.36,0,32,broken clouds
IKRD_Northbound,01/12/2019 15:00,2019,12,1,15,0,279,1.65,42.84,192.68,0,3,12,0,0,0,0,36.73,221.17,18.22,32,broken clouds
IKRD_Northbound,01/12/2019 16:00,2019,12,1,16,0,456,0.65,22.5,365.08,0,6,5,162.13,0,2,42,33.84,240.22,37.27,34,broken clouds
IKRD_Northbound,01/12/2019 17:00,2019,12,1,17,0,558,0.19,36.72,235.77,0,3,55,32.82,0,0,32,39.3,206.91,3.96,32,scattered clouds
IKRD_Northbound,01/12/2019 18:00,2019,12,1,18,0,517,0.55,46.88,174.21,0,2,54,0,0,0,0,44.31,183.37,0,31,scattered clouds
IKRD_Northbound,01/12/2019 19:00,2019,12,1,19,0,513,0.14,42.8,189.95,0,3,9,0,0,0,0,43.03,188.87,0,30,few clouds
IKRD_Northbound,01/12/2019 20:00,2019,12,1,20,0,585,0.25,35.41,232.04,0,3,52,29.09,0,0,29,37.5,216.75,13.8,29,few clouds
IKRD_Northbound,01/12/2019 21:00,2019,12,1,21,0,531,0.86,39.93,203.95,0,3,23,1,0,0,1,39.26,206.95,4,28,few clouds
IKRD_Northbound,01/12/2019 22:00,2019,12,1,22,0,294,0.71,32.37,256.38,0,4,16,53.43,0,0,53,42.81,189.72,0,28,few clouds
IKRD_Northbound,01/12/2019 23:00,2019,12,1,23,0,177,4.11,40.44,202.18,0,3,22,0,0,0,0,44.74,181.46,0,28,few clouds
IKRD_Northbound,02/12/2019 00:00,2019,12,2,0,0,99,2.23,44.19,184.08,0,3,4,0,0,0,0,45.8,177.27,0,27,few clouds
IKRD_Northbound,02/12/2019 01:00,2019,12,2,1,0,59,1.52,46.89,173.47,0,2,53,0,0,0,0,46.41,174.92,0,27,few clouds
IKRD_Northbound,02/12/2019 02:00,2019,12,2,2,0,53,5.68,51.62,157.5,0,2,37,0,0,0,0,45.44,178.66,0,27,few clouds
IKRD_Northbound,02/12/2019 04:00,2019,12,2,4,0,26,8.85,49.48,165.05,0,2,45,0,0,0,0,50.88,159.55,0,26,few clouds
IKRD_Northbound,02/12/2019 05:00,2019,12,2,5,0,83,5.58,54.02,152.65,0,2,32,0,0,0,0,53.48,152.3,0,26,few clouds
IKRD_Northbound,02/12/2019 06:00,2019,12,2,6,0,646,0.34,58.27,140.51,0,2,20,0,0,0,0,57.69,140.94,0,26,few clouds
IKRD_Northbound,02/12/2019 07:00,2019,12,2,7,0,638,0.32,44.69,185.93,0,3,5,0,0,0,0,50.95,159.45,0,25,few clouds
IKRD_Northbound,02/12/2019 08:00,2019,12,2,8,0,718,0.59,48.67,168.14,0,2,48,0,0,0,0,47.87,170.17,0,25,mist
IKRD_Northbound,02/12/2019 09:00,2019,12,2,9,0,665,0.33,46.49,176.77,0,2,56,0,0,0,0,43.8,185.37,0,26,haze
IKRD_Northbound,02/12/2019 10:00,2019,12,2,10,0,643,0,46.2,176.9,0,2,56,0,0,0,0,45.7,177.77,0,28,few clouds
IKRD_Northbound,02/12/2019 11:00,2019,12,2,11,0,360,1.89,45.11,180.86,0,3,0,0,0,0,0,46.33,175.26,0,30,scattered clouds
IKRD_Northbound,02/12/2019 12:00,2019,12,2,12,0,580,0.98,41.64,197.91,0,3,17,0,0,0,0,42.23,192.47,0,31,scattered clouds
IKRD_Northbound,02/12/2019 13:00,2019,12,2,13,0,670,0.08,44.38,183.69,0,3,3,0,0,0,0,39.64,205.22,2.27,32,broken clouds
