Local Date, Local Time, Day Type ID, NTIS Link Number, Road, Carriageway, NTIS Link Description, NTIS Model Version, Link Length, Start Node Coordinates, End Node Coordinates, Total Traffic Flow, Profile Traffic Flow, Traffic Flow %value1, Traffic Flow %value2, Traffic Flow %value3, Traffic Flow %value4, Flow Quality, Fused Travel Time, Profile Travel Time, Fused Average Speed, Quality Index
2019-02-05,10:44:34,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,280,280,,,,,0,25.53,24.33,33.13,15
2019-02-05,10:59:32,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,25.47,23.67,33.13,15
2019-02-05,11:14:31,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,260,260,,,,,0,22.60,22.00,37.80,15
2019-02-05,11:29:32,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,245,245,,,,,0,24.20,21.00,34.80,15
2019-02-05,11:44:33,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,22.93,20.00,37.07,15
2019-02-05,11:59:35,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,21.00,20.33,40.60,15
2019-02-05,12:14:36,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,255,255,,,,,0,23.40,21.67,36.60,15
2019-02-05,12:29:33,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,22.87,22.67,37.13,15
2019-02-05,12:44:36,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,275,275,,,,,0,22.80,23.67,37.33,15
2019-02-05,12:59:34,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,23.27,23.33,36.47,15
2019-02-05,13:14:36,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,280,280,,,,,0,22.87,23.00,37.07,15
2019-02-05,13:29:36,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,24.27,23.00,34.80,15
2019-02-05,13:44:34,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,25.73,23.00,32.80,15
2019-02-05,13:59:35,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,24.40,24.00,34.47,15
2019-02-05,14:14:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,22.93,23.33,37.14,14
2019-02-05,14:44:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,34.14,23.00,26.50,14
2019-02-05,14:59:38,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,28.93,21.33,29.73,15
2019-02-05,15:14:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,255,255,,,,,0,23.47,21.00,36.13,15
2019-02-05,15:29:39,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,22.47,22.00,37.93,15
2019-02-05,15:44:39,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,275,275,,,,,0,26.33,22.00,32.13,15
2019-02-05,15:59:41,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,290,290,,,,,0,24.87,24.00,34.00,15
2019-02-05,16:14:42,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,300,300,,,,,0,21.00,25.00,41.20,15
2019-02-05,16:29:42,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,300,300,,,,,0,22.27,25.00,38.33,15
2019-02-05,16:44:45,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,300,300,,,,,0,25.27,25.00,33.33,15
2019-02-05,16:59:46,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,290,290,,,,,0,26.27,24.33,31.73,15
2019-02-05,17:14:50,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,25.87,24.33,32.27,15
2019-02-05,17:29:47,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,275,275,,,,,0,26.00,25.00,32.33,15
2019-02-05,17:44:50,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,25.40,25.00,33.53,15
2019-02-05,17:59:51,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,260,260,,,,,0,32.13,25.00,26.20,15
2019-02-05,18:14:47,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,250,250,,,,,0,23.40,25.00,36.20,15
2019-02-05,18:29:46,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,24.07,24.67,35.20,15
2019-02-05,18:44:44,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,225,225,,,,,0,25.40,24.00,33.00,15
2019-02-05,18:59:44,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,210,210,,,,,0,26.40,24.00,31.80,15
2019-02-05,19:14:41,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,205,205,,,,,0,26.07,22.33,32.60,15
2019-02-05,19:29:38,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,190,190,,,,,0,24.13,21.67,34.87,15
2019-02-05,19:44:38,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,170,170,,,,,0,23.20,22.00,36.67,15
2019-02-05,19:59:38,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,155,155,,,,,0,22.80,20.00,37.60,15
2019-02-05,20:14:38,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,140,140,,,,,0,23.93,20.00,35.20,15
2019-02-05,20:29:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,120,120,,,,,0,21.00,20.33,40.71,14
2019-02-05,20:44:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,105,105,,,,,0,23.83,20.00,35.83,12
2019-02-05,20:59:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,90,90,,,,,0,23.87,22.33,35.47,15
2019-02-05,21:14:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,85,85,,,,,0,21.20,22.00,39.80,15
2019-02-05,21:29:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,65,65,,,,,0,22.67,20.00,37.73,15
2019-02-05,21:44:38,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,60,60,,,,,0,20.43,20.00,41.64,14
2019-02-05,22:14:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,40,40,,,,,0,20.00,20.00,42.33,0
2019-02-05,22:29:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,65,65,,,,,0,21.33,20.00,40.00,15
2019-02-05,22:44:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,90,90,,,,,0,18.73,20.00,45.20,15
2019-02-05,22:59:37,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,80,80,,,,,0,20.00,20.00,43.00,0
2019-02-05,23:29:38,1,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,65,65,,,,,0,20.00,20.00,42.00,6
2019-02-06,00:59:49,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,25,25,,,,,0,20.67,25.00,41.00,9
2019-02-06,01:59:53,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,23.00,20.00,37.00,9
2019-02-06,02:59:55,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,24.00,22.00,35.00,7
2019-02-06,05:29:56,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,30,30,,,,,0,18.00,22.33,47.00,13
2019-02-06,06:44:36,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,120,120,,,,,0,17.83,19.67,46.50,12
2019-02-06,06:59:36,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,150,150,,,,,0,20.80,20.67,40.60,15
2019-02-06,07:14:37,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,190,190,,,,,0,20.47,21.00,41.53,15
2019-02-06,07:29:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,220,220,,,,,0,21.27,22.33,39.73,15
2019-02-06,07:44:43,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,245,245,,,,,0,20.67,23.67,40.78,9
2019-02-06,07:59:45,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,100,100,,,,,0,22.92,24.33,37.15,13
2019-02-06,08:14:21,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,23.67,25.33,35.73,15
2019-02-06,08:29:47,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,26.80,25.33,31.27,15
2019-02-06,08:44:43,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,25.53,24.67,33.53,15
2019-02-06,08:59:43,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,22.00,24.00,38.73,15
2019-02-06,09:14:41,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,40,40,,,,,0,23.53,23.00,36.13,15
2019-02-06,09:44:36,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,165,165,,,,,0,20.92,23.00,40.46,13
2019-02-06,09:59:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,210,210,,,,,0,21.93,23.33,38.93,15
2019-02-06,10:14:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,260,260,,,,,0,21.87,24.00,39.00,15
2019-02-06,10:29:37,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,22.20,24.67,38.60,15
2019-02-06,10:44:36,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,275,275,,,,,0,24.53,25.00,34.33,15
2019-02-06,10:59:35,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,25.60,26.00,32.80,15
2019-02-06,11:14:37,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,260,260,,,,,0,24.17,25.33,34.83,6
2019-02-06,11:28:38,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,24.00,24.00,35.00,14
2019-02-06,11:30:38,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,225,225,,,,,0,23.00,23.00,37.00,0
2019-02-06,11:59:59,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,225,225,,,,,0,21.67,21.67,39.33,0
2019-02-06,12:14:59,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,230,230,,,,,0,21.33,21.33,39.67,0
2019-02-06,12:29:59,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,235,235,,,,,0,21.67,21.67,39.33,0
2019-02-06,12:44:59,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,230,230,,,,,0,21.33,21.33,39.67,0
2019-02-06,12:59:59,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,21.67,21.67,39.33,0
2019-02-06,13:14:59,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,21.00,21.00,40.00,0
2019-02-06,13:29:59,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,250,250,,,,,0,21.67,21.67,39.33,0
2019-02-06,13:40:41,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,255,255,,,,,0,21.67,21.67,39.33,0
2019-02-06,13:52:40,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,260,260,,,,,0,21.33,21.33,39.67,0
2019-02-06,14:14:41,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,265,265,,,,,0,22.00,22.00,39.00,0
2019-02-06,14:29:40,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,255,255,,,,,0,24.20,22.33,35.20,15
2019-02-06,14:44:41,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,255,255,,,,,0,25.50,23.00,33.29,14
2019-02-06,14:59:41,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,22.07,23.00,38.67,15
2019-02-06,15:14:41,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,240,240,,,,,0,23.13,24.00,37.00,15
2019-02-06,15:29:43,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,260,260,,,,,0,21.60,24.00,39.60,15
2019-02-06,15:44:42,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,24.00,24.67,35.67,15
2019-02-06,15:59:41,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,26.60,26.00,32.80,15
2019-02-06,16:14:42,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,290,290,,,,,0,25.73,26.00,33.73,15
2019-02-06,16:44:45,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,300,300,,,,,0,24.44,25.33,34.44,9
2019-02-06,16:59:47,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,300,300,,,,,0,23.20,24.67,36.60,15
2019-02-06,17:14:48,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,290,290,,,,,0,23.27,24.00,36.60,15
2019-02-06,17:29:53,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,23.73,24.00,35.53,15
2019-02-06,17:44:54,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,280,280,,,,,0,22.93,24.67,37.13,15
2019-02-06,17:59:50,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,280,280,,,,,0,22.80,25.33,37.40,15
2019-02-06,18:29:47,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,25.07,26.00,33.73,15
2019-02-06,18:44:47,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,285,285,,,,,0,21.60,24.67,39.40,15
2019-02-06,18:59:46,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,270,270,,,,,0,29.73,23.67,29.00,15
2019-02-06,19:14:42,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,260,260,,,,,0,24.87,23.33,34.93,15
2019-02-06,19:44:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,215,215,,,,,0,20.67,24.00,41.58,12
2019-02-06,19:59:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,200,200,,,,,0,19.93,24.00,42.60,15
2019-02-06,20:14:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,175,175,,,,,0,20.80,24.00,40.67,15
2019-02-06,20:29:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,155,155,,,,,0,20.00,23.00,43.00,15
2019-02-06,21:14:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,100,100,,,,,0,20.71,21.00,40.64,14
2019-02-06,21:44:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,85,85,,,,,0,22.00,21.33,39.00,13
2019-02-06,21:59:40,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,70,70,,,,,0,17.71,23.00,46.71,7
2019-02-06,22:14:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,35,35,,,,,0,16.89,20.67,48.33,9
2019-02-06,23:29:39,2,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,70,70,,,,,0,22.00,20.33,39.00,11
2019-02-07,00:44:43,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,35,35,,,,,0,20.00,23.00,43.00,10
2019-02-07,03:44:47,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,19.00,20.00,45.00,8
2019-02-07,05:59:51,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,45,45,,,,,0,24.00,24.00,35.00,0
2019-02-07,06:14:52,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,60,60,,,,,0,21.92,23.67,40.46,13
2019-02-07,06:29:52,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,80,80,,,,,0,15.00,22.00,55.10,10
2019-02-07,07:14:31,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,175,175,,,,,0,20.20,22.33,42.27,15
2019-02-07,07:44:33,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,25.27,24.00,33.36,11
2019-02-07,07:59:41,3,200055789,A4010,roundabout,A4010 northbound between M40/A404 and A40,1.00,233.72397,51.613246934649503 ; -0.769753885404845,51.613725576403297 ; -0.772528478306481,15,15,,,,,0,21.73,24.33,39.07,15
