Description,Date,Year,Month,Day,Hour,Minutes,Detected Devices,Stay Time,Speed [km/h],Total Travel Time seconds,Travel Time hour,Travel Time minutes,Travel Time seconds,Total Loss Time seconds,Loss Time hours,Loss Time minutes,Loss Time seconds,Typical speed [km/h],Typical Travel Time,Typical Loss Time,Temperature,Weather,Level of Service,Length of Detection,Number of Lanes,Day of Week,Time of Day
IKRD_Northbound,01/06/2019 00:00,2019,6,1,0,0,3,15.33,55.16,147.17,0,2,27,0,0,0,0,33.4,243.03,40.08,26,few clouds,F,2.254778333,4,7,Late Night
IKRD_Northbound,01/06/2019 01:00,2019,6,1,1,0,66,3.95,54.61,150.67,0,2,30,0,0,0,0,36.56,222.56,19.61,26,thunderstorm,F,2.260220444,4,7,Late Night
IKRD_Northbound,01/06/2019 02:00,2019,6,1,2,0,29,10.77,38.93,210,0,3,30,7.05,0,0,7,39.36,206.33,3.38,26,thunderstorm,F,2.255874667,4,7,Late Night
IKRD_Northbound,01/06/2019 06:00,2019,6,1,6,0,77,7,41.03,198.21,0,3,18,0,0,0,0,46.1,176.26,0,25,thunderstorm,F,2.257107222,4,7,Early Morning
IKRD_Northbound,01/06/2019 07:00,2019,6,1,7,0,114,1.11,44.85,182.35,0,3,2,0,0,0,0,42.59,190.69,0,24,thunderstorm with rain,F,2.255968639,4,7,Early Morning
IKRD_Northbound,01/06/2019 08:00,2019,6,1,8,0,139,2.47,49.76,163.78,0,2,43,0,0,0,0,46.89,173.16,0,23,thunderstorm with light rain,F,2.255409,4,7,Early Morning
IKRD_Northbound,01/06/2019 09:00,2019,6,1,9,0,140,1.75,48.44,167.86,0,2,47,0,0,0,0,46.26,175.54,0,24,thunderstorm with light rain,F,2.255689,4,7,Late Morning
IKRD_Northbound,01/06/2019 10:00,2019,6,1,10,0,164,3.04,45.71,177.92,0,2,57,0,0,0,0,43.28,187.61,0,25,thunderstorm with light rain,F,2.255489111,4,7,Late Morning
IKRD_Northbound,01/06/2019 11:00,2019,6,1,11,0,156,1,48.8,168.09,0,2,48,0,0,0,0,41.85,194.12,0,25,light rain,F,2.256645,4,7,Late Morning
IKRD_Northbound,01/06/2019 12:00,2019,6,1,12,0,177,6.21,44.3,183.73,0,3,3,0,0,0,0,36.64,222.17,19.22,28,light rain,F,2.261196889,4,7,Early Afternoon
IKRD_Northbound,01/06/2019 13:00,2019,6,1,13,0,153,1.21,45.33,185.03,0,3,5,0,0,0,0,33.44,242.82,39.87,27,few clouds,F,2.255528,4,7,Early Afternoon
IKRD_Northbound,01/06/2019 14:00,2019,6,1,14,0,170,0.83,41.63,200.46,0,3,20,0,0,0,0,29.81,272.43,69.48,29,scattered clouds,F,2.25587175,4,7,Early Afternoon
IKRD_Northbound,01/06/2019 15:00,2019,6,1,15,0,161,1.17,44.6,187.89,0,3,7,0,0,0,0,27.37,297.79,94.84,30,scattered clouds,F,2.264031194,4,7,Late Afternoon
IKRD_Northbound,01/06/2019 16:00,2019,6,1,16,0,195,2.14,49.45,165.2,0,2,45,0,0,0,0,26.33,308.71,105.76,29,scattered clouds,F,2.257870639,4,7,Late Afternoon
IKRD_Northbound,01/06/2019 17:00,2019,6,1,17,0,169,2.01,48.51,168.5,0,2,48,0,0,0,0,27.64,293.85,90.9,29,broken clouds,F,2.256115,4,7,Late Afternoon
IKRD_Northbound,01/06/2019 18:00,2019,6,1,18,0,246,2.54,44.21,185.69,0,3,5,0,0,0,0,27.64,294.11,91.16,29,broken clouds,F,2.258111222,4,7,Evening
IKRD_Northbound,01/06/2019 19:00,2019,6,1,19,0,183,1.24,44.88,182.59,0,3,2,0,0,0,0,30.94,262.66,59.71,28,scattered clouds,F,2.257416778,4,7,Evening
IKRD_Northbound,01/06/2019 20:00,2019,6,1,20,0,128,5.98,17.72,593.12,0,9,53,390.17,0,6,30,29.52,275.2,72.25,28,few clouds,F,2.25664,4,7,Evening
IKRD_Northbound,01/06/2019 22:00,2019,6,1,22,0,155,3,10.31,857.18,0,14,17,654.23,0,10,54,37.82,214.75,11.8,26,few clouds,F,2.256068056,4,7,Late Evening
IKRD_Northbound,01/06/2019 23:00,2019,6,1,23,0,119,3.73,27.62,298.31,0,4,58,95.36,0,1,35,38.38,211.57,8.62,26,few clouds,F,2.255571278,4,7,Late Evening
IKRD_Northbound,02/06/2019 00:00,2019,6,2,0,0,85,1.44,52.3,159.62,0,2,39,0,0,0,0,39.39,206.11,3.16,26,few clouds,F,2.255186917,4,1,Late Night
IKRD_Northbound,02/06/2019 01:00,2019,6,2,1,0,35,2.51,48.69,167.31,0,2,47,0,0,0,0,42.61,191.12,0,26,few clouds,F,2.262117556,4,1,Late Night
IKRD_Northbound,02/06/2019 02:00,2019,6,2,2,0,42,14.94,48.24,168.58,0,2,48,0,0,0,0,43.41,187.03,0,26,few clouds,F,2.255270083,4,1,Late Night
IKRD_Northbound,02/06/2019 05:00,2019,6,2,5,0,47,1010.58,59.62,137.5,0,2,17,0,0,0,0,53.43,152.07,0,25,few clouds,F,2.25697225,4,1,Early Morning
IKRD_Northbound,02/06/2019 06:00,2019,6,2,6,0,64,2.78,54.73,148.43,0,2,28,0,0,0,0,52.49,154.8,0,25,few clouds,F,2.25707,4,1,Early Morning
IKRD_Northbound,02/06/2019 07:00,2019,6,2,7,0,123,0.98,55.04,148.28,0,2,28,0,0,0,0,48.59,167.16,0,25,few clouds,F,2.256195667,4,1,Early Morning
IKRD_Northbound,02/06/2019 08:00,2019,6,2,8,0,151,3.79,60.84,133.59,0,2,13,0,0,0,0,50.7,160.14,0,25,scattered clouds,F,2.255305,4,1,Early Morning
IKRD_Northbound,02/06/2019 09:00,2019,6,2,9,0,153,2.34,63.89,127.21,0,2,7,0,0,0,0,49.54,163.88,0,26,scattered clouds,F,2.255170889,4,1,Late Morning
IKRD_Northbound,02/06/2019 10:00,2019,6,2,10,0,171,3.64,61.64,131.88,0,2,11,0,0,0,0,48.98,165.77,0,29,scattered clouds,F,2.255392944,4,1,Late Morning
IKRD_Northbound,02/06/2019 11:00,2019,6,2,11,0,129,0.36,61.3,132.59,0,2,12,0,0,0,0,49.12,165.26,0,29,broken clouds,F,2.254880889,4,1,Late Morning
IKRD_Northbound,02/06/2019 12:00,2019,6,2,12,0,118,3.26,58.02,140.26,0,2,20,0,0,0,0,50.45,160.95,0,29,broken clouds,F,2.255535417,4,1,Early Afternoon
IKRD_Northbound,02/06/2019 13:00,2019,6,2,13,0,142,1.27,57.77,140.67,0,2,20,0,0,0,0,49.14,165.25,0,31,broken clouds,F,2.2556625,4,1,Early Afternoon
IKRD_Northbound,02/06/2019 14:00,2019,6,2,14,0,171,2.59,39.74,207.43,0,3,27,4.48,0,0,4,44.32,183.93,0,31,broken clouds,F,2.264382667,4,1,Early Afternoon
IKRD_Northbound,02/06/2019 15:00,2019,6,2,15,0,158,5,50.26,163.07,0,2,43,0,0,0,0,38,213.76,10.81,32,broken clouds,F,2.256355556,4,1,Late Afternoon
IKRD_Northbound,02/06/2019 16:00,2019,6,2,16,0,173,0.99,57.05,145.66,0,2,25,0,0,0,0,35.4,229.54,26.59,32,broken clouds,F,2.257143333,4,1,Late Afternoon
IKRD_Northbound,02/06/2019 17:00,2019,6,2,17,0,133,4.46,61.73,131.61,0,2,11,0,0,0,0,40.71,199.67,0,31,broken clouds,F,2.257934917,4,1,Late Afternoon
IKRD_Northbound,02/06/2019 18:00,2019,6,2,18,0,180,1.5,53.77,151.39,0,2,31,0,0,0,0,45.59,178.16,0,29,scattered clouds,F,2.256198444,4,1,Evening
IKRD_Northbound,02/06/2019 19:00,2019,6,2,19,0,129,1.7,56.17,144.85,0,2,24,0,0,0,0,44.24,183.68,0,29,scattered clouds,F,2.257223111,4,1,Evening
IKRD_Northbound,02/06/2019 20:00,2019,6,2,20,0,179,3.85,50.6,161,0,2,41,0,0,0,0,38.98,208.51,5.56,28,scattered clouds,F,2.257699944,4,1,Evening
IKRD_Northbound,02/06/2019 21:00,2019,6,2,21,0,130,0.58,51.06,159.56,0,2,39,0,0,0,0,39.99,203.1,0.15,28,scattered clouds,F,2.2561025,4,1,Late Evening
IKRD_Northbound,02/06/2019 22:00,2019,6,2,22,0,124,2.6,53.45,152.03,0,2,32,0,0,0,0,42.66,190.42,0,27,few clouds,F,2.256477,4,1,Late Evening
IKRD_Northbound,02/06/2019 23:00,2019,6,2,23,0,81,4,58.33,139.91,0,2,19,0,0,0,0,45.03,180.28,0,27,few clouds,F,2.255002333,4,1,Late Evening
IKRD_Northbound,03/06/2019 00:00,2019,6,3,0,0,48,1.09,58.59,138.73,0,2,18,0,0,0,0,45.84,177.15,0,27,few clouds,F,2.25571,4,2,Late Night
IKRD_Northbound,03/06/2019 06:00,2019,6,3,6,0,120,3.04,59.05,140.02,0,2,20,0,0,0,0,57.73,140.82,0,26,overcast clouds,F,2.258205167,4,2,Early Morning
IKRD_Northbound,03/06/2019 07:00,2019,6,3,7,0,215,2.52,59.34,137.7,0,2,17,0,0,0,0,50.78,160,0,26,overcast clouds,F,2.256888889,4,2,Early Morning
IKRD_Northbound,03/06/2019 08:00,2019,6,3,8,0,209,2.25,54.52,149.68,0,2,29,0,0,0,0,47.67,170.89,0,26,overcast clouds,F,2.262868417,4,2,Early Morning
IKRD_Northbound,03/06/2019 09:00,2019,6,3,9,0,207,1.93,54.27,149.88,0,2,29,0,0,0,0,43.55,186.46,0,31,overcast clouds,F,2.255648056,4,2,Late Morning
IKRD_Northbound,03/06/2019 10:00,2019,6,3,10,0,205,1.55,41.73,197.04,0,3,17,0,0,0,0,44.79,181.41,0,31,overcast clouds,F,2.25704275,4,2,Late Morning
IKRD_Northbound,03/06/2019 11:00,2019,6,3,11,0,170,2.06,53.43,152.44,0,2,32,0,0,0,0,46.54,174.48,0,31,overcast clouds,F,2.255638667,4,2,Late Morning
IKRD_Northbound,03/06/2019 12:00,2019,6,3,12,0,184,2.35,50.76,160.36,0,2,40,0,0,0,0,41.78,194.57,0,33,overcast clouds,F,2.258092944,4,2,Early Afternoon
IKRD_Northbound,03/06/2019 13:00,2019,6,3,13,0,188,2.38,40.43,203.95,0,3,23,1,0,0,1,39.05,208.35,5.4,32,scattered clouds,F,2.26001875,4,2,Early Afternoon
IKRD_Northbound,03/06/2019 14:00,2019,6,3,14,0,185,2.34,43.2,189.36,0,3,9,0,0,0,0,34.08,238.29,35.34,32,scattered clouds,F,2.255812,4,2,Early Afternoon
IKRD_Northbound,03/06/2019 15:00,2019,6,3,15,0,167,0.7,44.34,184.19,0,3,4,0,0,0,0,30.2,269.19,66.24,32,scattered clouds,F,2.258205,4,2,Late Afternoon
IKRD_Northbound,03/06/2019 16:00,2019,6,3,16,0,227,1.7,44.3,183.39,0,3,3,0,0,0,0,28.69,283.04,80.09,31,few clouds,F,2.255671556,4,2,Late Afternoon
IKRD_Northbound,03/06/2019 17:00,2019,6,3,17,0,242,1.77,41.05,200.44,0,3,20,0,0,0,0,26.05,311.89,108.94,31,few clouds,F,2.256870694,4,2,Late Afternoon
IKRD_Northbound,03/06/2019 18:00,2019,6,3,18,0,228,1.25,42.6,194.59,0,3,14,0,0,0,0,23.53,346.58,143.63,31,few clouds,F,2.265285389,4,2,Evening
IKRD_Northbound,03/06/2019 19:00,2019,6,3,19,0,221,2.91,32.99,253.1,0,4,13,50.15,0,0,50,22.04,368.56,165.61,30,few clouds,F,2.256406222,4,2,Evening
IKRD_Northbound,03/06/2019 20:00,2019,6,3,20,0,192,2.39,32.82,254.33,0,4,14,51.38,0,0,51,22.79,356.26,153.31,27,few clouds,F,2.255323722,4,2,Evening
IKRD_Northbound,03/06/2019 21:00,2019,6,3,21,0,215,4.22,42.31,196.98,0,3,16,0,0,0,0,25.88,314.85,111.9,27,few clouds,F,2.263421667,4,2,Late Evening
IKRD_Northbound,03/06/2019 22:00,2019,6,3,22,0,231,3.61,36.94,220.47,0,3,40,17.52,0,0,17,31.36,259.95,57,27,few clouds,F,2.264453333,4,2,Late Evening
IKRD_Northbound,03/06/2019 23:00,2019,6,3,23,0,123,2.83,42.43,191.87,0,3,11,0,0,0,0,34.77,233.49,30.54,27,few clouds,F,2.25512425,4,2,Late Evening
IKRD_Northbound,04/06/2019 00:00,2019,6,4,0,0,83,2.87,45.61,179.27,0,2,59,0,0,0,0,33.21,244.82,41.87,27,few clouds,F,2.2584645,4,3,Late Night
IKRD_Northbound,04/06/2019 01:00,2019,6,4,1,0,30,4.13,49.92,162.76,0,2,42,0,0,0,0,31.14,261.01,58.06,27,few clouds,F,2.2577365,4,3,Late Night
IKRD_Northbound,04/06/2019 03:00,2019,6,4,3,0,25,2.75,66.58,122.53,0,2,2,0,0,0,0,37.4,218.21,15.26,27,few clouds,F,2.266959444,4,3,Late Night
IKRD_Northbound,04/06/2019 06:00,2019,6,4,6,0,75,6.53,42.92,191.21,0,3,11,0,0,0,0,43.27,187.8,0,26,few clouds,F,2.257251667,4,3,Early Morning
IKRD_Northbound,04/06/2019 07:00,2019,6,4,7,0,105,11.04,51.34,158.97,0,2,38,0,0,0,0,48.03,169.06,0,26,few clouds,F,2.255542167,4,3,Early Morning
IKRD_Northbound,04/06/2019 08:00,2019,6,4,8,0,144,4.87,46.84,173.85,0,2,53,0,0,0,0,43.32,189.02,0,26,scattered clouds,F,2.274540667,4,3,Early Morning
IKRD_Northbound,04/06/2019 09:00,2019,6,4,9,0,118,0.84,53.38,152.29,0,2,32,0,0,0,0,36.36,223.35,20.4,,,F,2.255835,4,3,Late Morning
IKRD_Northbound,04/06/2019 10:00,2019,6,4,10,0,115,1.69,46.41,175.94,0,2,55,0,0,0,0,35.8,226.92,23.97,,,F,2.256593333,4,3,Late Morning
IKRD_Northbound,04/06/2019 11:00,2019,6,4,11,0,121,2.89,48.63,169.3,0,2,49,0,0,0,0,36.07,225.31,22.36,27,thunderstorm,F,2.257481028,4,3,Late Morning
IKRD_Northbound,04/06/2019 12:00,2019,6,4,12,0,171,2.27,29.53,279.85,0,4,39,76.9,0,1,16,32.62,249.68,46.73,28,thunderstorm,F,2.262378222,4,3,Early Afternoon
IKRD_Northbound,04/06/2019 13:00,2019,6,4,13,0,173,1.82,28.64,284.79,0,4,44,81.84,0,1,21,31.29,259.59,56.64,29,thunderstorm,F,2.25626975,4,3,Early Afternoon
IKRD_Northbound,04/06/2019 14:00,2019,6,4,14,0,146,3.07,32.2,258.9,0,4,18,55.95,0,0,55,31.69,256.6,53.65,29,broken clouds,F,2.258792778,4,3,Early Afternoon
IKRD_Northbound,04/06/2019 15:00,2019,6,4,15,0,167,1.54,44.17,184.44,0,3,4,0,0,0,0,30.62,265.81,62.86,30,broken clouds,F,2.260861722,4,3,Late Afternoon
IKRD_Northbound,04/06/2019 16:00,2019,6,4,16,0,167,1.12,55.81,145.93,0,2,25,0,0,0,0,26.32,310.51,107.56,31,broken clouds,F,2.270173111,4,3,Late Afternoon
IKRD_Northbound,04/06/2019 17:00,2019,6,4,17,0,163,0.71,56.93,143.02,0,2,23,0,0,0,0,23.4,346.93,143.98,30,broken clouds,F,2.255045,4,3,Late Afternoon
IKRD_Northbound,04/06/2019 18:00,2019,6,4,18,0,125,1.99,56.78,143.33,0,2,23,0,0,0,0,21.52,379.03,176.08,30,scattered clouds,F,2.265757111,4,3,Evening
IKRD_Northbound,04/06/2019 19:00,2019,6,4,19,0,182,1.11,53.96,152.62,0,2,32,0,0,0,0,21.3,381.39,178.44,29,scattered clouds,F,2.2565575,4,3,Evening
IKRD_Northbound,04/06/2019 20:00,2019,6,4,20,0,160,1.11,49.69,163.65,0,2,43,0,0,0,0,22.25,366.22,163.27,28,scattered clouds,F,2.263443056,4,3,Evening
IKRD_Northbound,04/06/2019 21:00,2019,6,4,21,0,138,3.94,47.48,172.76,0,2,52,0,0,0,0,26.51,306.53,103.58,27,few clouds,F,2.257252861,4,3,Late Evening
IKRD_Northbound,04/06/2019 22:00,2019,6,4,22,0,87,8.8,54.55,148.89,0,2,28,0,0,0,0,32.45,251.05,48.1,27,few clouds,F,2.262936806,4,3,Late Evening
IKRD_Northbound,04/06/2019 23:00,2019,6,4,23,0,89,6.15,58.68,139.52,0,2,19,0,0,0,0,35.13,231.12,28.17,27,overcast clouds,F,2.255346,4,3,Late Evening
IKRD_Northbound,05/06/2019 00:00,2019,6,5,0,0,59,2.69,60.91,133.91,0,2,13,0,0,0,0,35.61,228.03,25.08,27,few clouds,F,2.25559675,4,4,Late Night
IKRD_Northbound,05/06/2019 01:00,2019,6,5,1,0,30,7.7,66.72,122.88,0,2,2,0,0,0,0,34.82,233.24,30.29,27,few clouds,F,2.255949111,4,4,Late Night
IKRD_Northbound,05/06/2019 06:00,2019,6,5,6,0,76,6.72,75.51,110.74,0,1,50,0,0,0,0,43.07,188.65,0,25,few clouds,F,2.256987639,4,4,Early Morning
IKRD_Northbound,05/06/2019 08:00,2019,6,5,8,0,96,3.43,53.53,157.1,0,2,37,0,0,0,0,38.2,215.65,12.7,26,few clouds,F,2.288286111,4,4,Early Morning
IKRD_Northbound,05/06/2019 09:00,2019,6,5,9,0,94,2.02,46.56,174.85,0,2,54,0,0,0,0,31.63,256.9,53.95,26,broken clouds,F,2.257151944,4,4,Late Morning
IKRD_Northbound,05/06/2019 10:00,2019,6,5,10,0,150,2.57,58.17,141.01,0,2,21,0,0,0,0,33.56,241.98,39.03,27,scattered clouds,F,2.255791333,4,4,Late Morning
IKRD_Northbound,05/06/2019 11:00,2019,6,5,11,0,148,1.36,68.71,118.39,0,1,58,0,0,0,0,34.87,232.88,29.93,28,scattered clouds,F,2.255701556,4,4,Late Morning
IKRD_Northbound,05/06/2019 12:00,2019,6,5,12,0,127,1.62,57.68,141.03,0,2,21,0,0,0,0,34.96,232.37,29.42,29,broken clouds,F,2.256570889,4,4,Early Afternoon
IKRD_Northbound,05/06/2019 13:00,2019,6,5,13,0,150,2.2,52.9,154.03,0,2,34,0,0,0,0,31.36,259.55,56.6,29,broken clouds,F,2.260968889,4,4,Early Afternoon
IKRD_Northbound,05/06/2019 14:00,2019,6,5,14,0,146,0.31,57.66,141.34,0,2,21,0,0,0,0,27.61,294.49,91.54,30,broken clouds,F,2.258574694,4,4,Early Afternoon
IKRD_Northbound,05/06/2019 15:00,2019,6,5,15,0,242,1.94,54.89,148.1,0,2,28,0,0,0,0,26.66,304.55,101.6,30,broken clouds,F,2.255361944,4,4,Late Afternoon
IKRD_Northbound,05/06/2019 16:00,2019,6,5,16,0,150,0.76,47.31,172.84,0,2,52,0,0,0,0,26.12,310.88,107.93,30,broken clouds,F,2.255607111,4,4,Late Afternoon
IKRD_Northbound,05/06/2019 17:00,2019,6,5,17,0,166,0.74,53.95,151.22,0,2,31,0,0,0,0,27.13,299.62,96.67,29,thunderstorm with light rain,F,2.257969611,4,4,Late Afternoon
IKRD_Northbound,05/06/2019 18:00,2019,6,5,18,0,144,0.92,53.17,153,0,2,33,0,0,0,0,27.11,300.28,97.33,29,thunderstorm,F,2.261275222,4,4,Evening
IKRD_Northbound,05/06/2019 19:00,2019,6,5,19,0,150,1.72,50.66,162.06,0,2,42,0,0,0,0,25.75,315.53,112.58,27,overcast clouds,F,2.256915972,4,4,Evening
IKRD_Northbound,05/06/2019 20:00,2019,6,5,20,0,183,2.04,44.88,183.46,0,3,3,0,0,0,0,25.28,321.45,118.5,29,thunderstorm,F,2.257293333,4,4,Evening
IKRD_Northbound,05/06/2019 21:00,2019,6,5,21,0,203,1.54,40.13,203.48,0,3,23,0.53,0,0,0,27.75,293.25,90.3,27,scattered clouds,F,2.26046875,4,4,Late Evening
IKRD_Northbound,05/06/2019 22:00,2019,6,5,22,0,141,1.37,45.7,180.17,0,3,0,0,0,0,0,34.34,236.83,33.88,27,few clouds,F,2.259095056,4,4,Late Evening
IKRD_Northbound,05/06/2019 23:00,2019,6,5,23,0,98,9.4,56.98,143.16,0,2,23,0,0,0,0,37.31,217.59,14.64,27,scattered clouds,F,2.255078583,4,4,Late Evening
IKRD_Northbound,06/06/2019 00:00,2019,6,6,0,0,60,3.14,56.35,144.22,0,2,24,0,0,0,0,34.76,233.61,30.66,27,scattered clouds,F,2.255634333,4,5,Late Night
IKRD_Northbound,06/06/2019 01:00,2019,6,6,1,0,27,9.14,63.23,128.82,0,2,8,0,0,0,0,36.1,225.43,22.48,27,scattered clouds,F,2.260561944,4,5,Late Night
IKRD_Northbound,06/06/2019 06:00,2019,6,6,6,0,126,0.93,53.36,153.16,0,2,33,0,0,0,0,46.66,174.02,0,26,scattered clouds,F,2.255492556,4,5,Early Morning
IKRD_Northbound,06/06/2019 07:00,2019,6,6,7,0,236,1.87,61.77,131.67,0,2,11,0,0,0,0,47.2,172.09,0,26,scattered clouds,F,2.256291111,4,5,Early Morning
IKRD_Northbound,06/06/2019 08:00,2019,6,6,8,0,226,3.31,58.08,140.47,0,2,20,0,0,0,0,41.13,200,0,26,scattered clouds,F,2.285,4,5,Early Morning
IKRD_Northbound,06/06/2019 09:00,2019,6,6,9,0,175,1.7,58.16,139.69,0,2,19,0,0,0,0,34.67,234.51,31.56,27,scattered clouds,F,2.258461583,4,5,Late Morning
IKRD_Northbound,06/06/2019 10:00,2019,6,6,10,0,167,1.38,56.21,144.81,0,2,24,0,0,0,0,39.87,203.83,0.88,28,broken clouds,F,2.25741725,4,5,Late Morning
IKRD_Northbound,06/06/2019 11:00,2019,6,6,11,0,205,2.22,56.96,142.86,0,2,22,0,0,0,0,40.56,200.27,0,28,broken clouds,F,2.256375333,4,5,Late Morning
IKRD_Northbound,06/06/2019 12:00,2019,6,6,12,0,186,2.43,51.23,158.85,0,2,38,0,0,0,0,36.24,224.46,21.51,29,broken clouds,F,2.259564,4,5,Early Afternoon
IKRD_Northbound,06/06/2019 13:00,2019,6,6,13,0,155,1.24,51.43,158.08,0,2,38,0,0,0,0,33.04,246.71,43.76,30,overcast clouds,F,2.264249556,4,5,Early Afternoon
IKRD_Northbound,06/06/2019 14:00,2019,6,6,14,0,176,1.25,46.68,174.07,0,2,54,0,0,0,0,30.62,265.2,62.25,30,overcast clouds,F,2.255673333,4,5,Early Afternoon
IKRD_Northbound,06/06/2019 15:00,2019,6,6,15,0,186,0.99,50.34,161.79,0,2,41,0,0,0,0,27.89,291.75,88.8,30,overcast clouds,F,2.260252083,4,5,Late Afternoon
IKRD_Northbound,06/06/2019 16:00,2019,6,6,16,0,179,2.38,43.99,187.13,0,3,7,0,0,0,0,27,300.85,97.9,30,overcast clouds,F,2.256375,4,5,Late Afternoon
IKRD_Northbound,06/06/2019 17:00,2019,6,6,17,0,192,4.89,24.07,428.25,0,7,8,225.3,0,3,45,23.6,344.34,141.39,30,overcast clouds,F,2.25734,4,5,Late Afternoon
IKRD_Northbound,06/06/2019 18:00,2019,6,6,18,0,259,3.5,19.75,423.81,0,7,3,220.86,0,3,40,25.07,324,121.05,27,light rain,F,2.2563,4,5,Evening
IKRD_Northbound,06/06/2019 19:00,2019,6,6,19,0,227,3.04,18.85,434.5,0,7,14,231.55,0,3,51,23.39,347.23,144.28,27,light rain,F,2.256030472,4,5,Evening
IKRD_Northbound,06/06/2019 20:00,2019,6,6,20,0,248,6.67,8.94,997.51,0,16,37,794.56,0,13,14,24.37,333.56,130.61,27,broken clouds,F,2.258015889,4,5,Evening
IKRD_Northbound,06/06/2019 21:00,2019,6,6,21,0,168,6.12,7.02,1291.67,0,21,31,1088.72,0,18,8,27.39,298.63,95.68,27,light rain,F,2.272076583,4,5,Late Evening
IKRD_Northbound,06/06/2019 22:00,2019,6,6,22,0,187,8.84,9.95,820.74,0,13,40,617.79,0,10,17,31.93,254.89,51.94,23,thunderstorm with light rain,F,2.260732694,4,5,Late Evening
IKRD_Northbound,06/06/2019 23:00,2019,6,6,23,0,188,5.68,18.39,555.37,0,9,15,352.42,0,5,52,36.18,224.43,21.48,23,thunderstorm with light rain,F,2.2555215,4,5,Late Evening
IKRD_Northbound,07/06/2019 00:00,2019,6,7,0,0,105,3.44,43.51,187.47,0,3,7,0,0,0,0,36.81,220.6,17.65,23,thunderstorm with light rain,F,2.255635,4,6,Late Night
IKRD_Northbound,07/06/2019 01:00,2019,6,7,1,0,41,2.54,46.42,175.41,0,2,55,0,0,0,0,37.93,214.25,11.3,23,thunderstorm with light rain,F,2.257361806,4,6,Late Night
IKRD_Northbound,07/06/2019 02:00,2019,6,7,2,0,20,2.09,42.33,194.48,0,3,14,0,0,0,0,38.39,211.47,8.52,23,thunderstorm with light rain,F,2.255092583,4,6,Late Night
IKRD_Northbound,07/06/2019 06:00,2019,6,7,6,0,158,2.34,60.94,140.02,0,2,20,0,0,0,0,48.31,168.2,0,23,broken clouds,F,2.257150556,4,6,Early Morning
IKRD_Northbound,07/06/2019 07:00,2019,6,7,7,0,249,2.89,41.56,197.17,0,3,17,0,0,0,0,47.9,169.7,0,23,broken clouds,F,2.257952778,4,6,Early Morning
IKRD_Northbound,07/06/2019 08:00,2019,6,7,8,0,223,3.13,56.93,142.91,0,2,22,0,0,0,0,39.1,208.41,5.46,23,light intensity drizzle,F,2.263564167,4,6,Early Morning
IKRD_Northbound,07/06/2019 09:00,2019,6,7,9,0,175,2.57,44.87,184.9,0,3,4,0,0,0,0,34.12,238.15,35.2,24,mist,F,2.257132778,4,6,Late Morning
IKRD_Northbound,07/06/2019 10:00,2019,6,7,10,0,218,3.13,43.97,188.96,0,3,8,0,0,0,0,34.87,233.1,30.15,25,haze,F,2.2578325,4,6,Late Morning
IKRD_Northbound,07/06/2019 11:00,2019,6,7,11,0,196,1.41,49.45,164.74,0,2,44,0,0,0,0,37.77,215.16,12.21,25,haze,F,2.257387,4,6,Late Morning
IKRD_Northbound,07/06/2019 12:00,2019,6,7,12,0,191,1.38,38.8,211.06,0,3,31,8.11,0,0,8,35.25,230.71,27.76,27,haze,F,2.259035417,4,6,Early Afternoon
IKRD_Northbound,07/06/2019 13:00,2019,6,7,13,0,221,3.29,42.88,191.33,0,3,11,0,0,0,0,29.54,276.09,73.14,27,light rain,F,2.265471833,4,6,Early Afternoon
IKRD_Northbound,07/06/2019 14:00,2019,6,7,14,0,209,1.63,40.61,208.87,0,3,28,5.92,0,0,5,26.8,303.07,100.12,27,light rain,F,2.256187778,4,6,Early Afternoon
IKRD_Northbound,07/06/2019 15:00,2019,6,7,15,0,204,2.47,35.9,231.56,0,3,51,28.61,0,0,28,28,290.46,87.51,30,overcast clouds,F,2.259133333,4,6,Late Afternoon
IKRD_Northbound,07/06/2019 16:00,2019,6,7,16,0,194,2.77,30.29,290.53,0,4,50,87.58,0,1,27,25.12,325.74,122.79,30,overcast clouds,F,2.272941333,4,6,Late Afternoon
IKRD_Northbound,07/06/2019 17:00,2019,6,7,17,0,215,2.55,16.95,490.33,0,8,10,287.38,0,4,47,25.9,313.59,110.64,30,overcast clouds,F,2.256105833,4,6,Late Afternoon
IKRD_Northbound,07/06/2019 18:00,2019,6,7,18,0,265,3.57,12.8,641.91,0,10,41,438.96,0,7,18,23.57,346.32,143.37,27,light rain,F,2.267434,4,6,Evening
IKRD_Northbound,07/06/2019 19:00,2019,6,7,19,0,239,2.73,11.97,683.83,0,11,23,480.88,0,8,0,23.21,350.09,147.14,29,few clouds,F,2.257108028,4,6,Evening
IKRD_Northbound,07/06/2019 20:00,2019,6,7,20,0,231,3.36,21.09,441.57,0,7,21,238.62,0,3,58,22.36,363.5,160.55,28,few clouds,F,2.257738889,4,6,Evening
IKRD_Northbound,07/06/2019 21:00,2019,6,7,21,0,207,2.25,41.63,198.09,0,3,18,0,0,0,0,25.94,314.46,111.51,27,broken clouds,F,2.265859,4,6,Late Evening
IKRD_Northbound,07/06/2019 22:00,2019,6,7,22,0,155,2.39,36.64,227.65,0,3,47,24.7,0,0,24,28.32,286.92,83.97,26,broken clouds,F,2.257104,4,6,Late Evening
